,Attributes,Description
0,Latin Name,Boerhavia diffusa
1,Common Name,"Tar Vine, Red spiderling"
2,Family,Nyctaginaceae
3,USDA hardiness,8-11
4,Known Hazards,None known
5,Habitats,"A pioneer of bare areas[154], usually found on dry sandy soils[193]."
6,Range,"Australia - New South Wales, Queensland, South Australia, Victoria."
7,Edibility Rating,(2 of 5)
8,Other Uses,(1 of 5)
9,Weed Potential,Yes
10,Medicinal Rating,(4 of 5)
11,Care (info),"Half Hardy,Well drained soil,Moist Soil,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/BoerhaviaDiffusa.jpg, https://pfaf.org/../Admin/PlantImages/BoerhaviaDiffusa2.jpg"
13,Summary,"Spreading Hogweed or Boerhavia diffusa is a flowering plant used in Ayurveda. It is herbaceous and perennial. It grows up 70cm high and spreads up to 200 cm wide. It has slender, creeping and twinning stems. It is found throughout Asia, India, the Pacific, and southern United States. Its small, very sticky fruits that latch on to small migratory birds are considered to be of main factor for the wide dispersal of this species. It is used in traditional medicine as bitter, diaphoretic, diuretic, emetic, expectorant, laxative and stomachic. It is also used as against snake bite and decoction of leaves is used against jaundice. Aborigines eat the roots of B. diffusa. Leaves and seeds are edible as well when cooked. The plant is drought and frost tolerant and can be grown from seed sowing. Other common names are red spiderling, wineflower, punarnava, and tarvine."
14,Physical Characteristics,"Boerhavia diffusa is an evergreen Perennial growing to 0.1 m (0ft 4in) by 0.5 m (1ft 8in).  See above for USDA hardiness. It is hardy to UK zone 9.  It is in flower from June to September, and the seeds ripen from June to September. The species is hermaphrodite (has both male and female organs).  Suitable for: light (sandy) and medium (loamy) soils and prefers  well-drained soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils and  can grow in very acid soils. It cannot grow in the shade. It prefers dry or  moist soil and can tolerate drought."
15,Synonyms,B. coccinea. B. repens. L.
16,Plant Habitats,Cultivated Beds; South Wall. By. West Wall. By.
17,Edible Parts,"Leaves: ,Root: includes bulbs, corms, tubers, rhizomes etc.,Seed: includes nuts, cereals, peas and beans."
18,Edible Uses,
19,Edible Uses Description,"Edible portion: Leaves, Root, Fruit, Seeds, (Caution) Vegetable. Root - eaten by the Aborigines of central Australia[ 46 ]. The root is long, thick and fleshy[ 266 , 304 ]. Leaves - cooked as a pot herb or added to soups[ 46 , 348 ]. Occasionally used as a vegetable[ 617 ]. Seeds - cooked[ 299 ]. Added to cereals[ 299 ]."
