,Attributes,Description,age
0,Latin Name,Holodiscus discolor,
1,Common Name,"Creambush, Oceanspray",
2,Family,Rosaceae,
3,USDA hardiness,4-8,
4,Known Hazards,None known,
5,Habitats,"Woods and rocky places in California[71]. Streambanks and moist woods, canyons and hills from valleys to around 2,100 metres[212].",
6,Range,Western N. America.,
7,Edibility Rating,(1 of 5),
8,Other Uses,(2 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(2 of 5),
11,Care (info),"Fully Hardy,Moist Soil,Semi-shade,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/HolodiscusDiscolor.jpg, https://pfaf.org/../Admin/PlantImages/HolodiscusDiscolor2.jpg",
13,Summary,,
14,Physical Characteristics,"Holodiscus discolor is a deciduous Shrub growing to 3 m (9ft) by 3 m (9ft) at a fast rate. See above for USDA hardiness. It is hardy to UK zone 5.  It is in flower in July, and the seeds ripen in October. The species is hermaphrodite (has both male and female organs) and is pollinated by Insects.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It can grow in  semi-shade (light woodland) or no shade. It prefers  moist soil.",
15,Synonyms,Sericotheca discolor. Spiraea discolor. S. ariaefolia.,
16,Plant Habitats,Woodland Garden Sunny Edge; Dappled Shade;,
17,Edible Parts,Fruit: ,
18,Edible Uses,,
19,Edible Uses Description,"Fruit - raw or cooked[106, 177, 183]. Small and dry[161, 183].",
20,Medicinal Uses,"Blood purifier: Purifies the blood.,Ophthalmic: Treats eye complaints.,Poultice: A moist, usually warm or hot, mass of plant material applied to the skin in the treatment of burns etc.,Skin: Plants used in miscellaneous treatments for the skin.,Tonic: Improves general health. Slower acting than a stimulant, it brings steady improvement.",
21,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Blood purifier  Ophthalmic  Poultice  Skin  TonicThe seeds are a blood purifier[257]. An infusion has been used in the treatment of smallpox, black measles and chickenpox[257]. The blossoms have been used in the treatment of diarrhoea[257]. The inner bark is tonic[257]. An infusion has been used as an eyewash[257]. The bark can be dried, powdered and then used with oil as a dressing on burns[257]. A poultice of the leaves has been applied to sore lips and sore feet[257]. A powder of the dried leaves has been used as a dressing on sores[257]. A decoction of the leaves has been used in the treatment of influenza[257].",
22,Other Uses,Wood: A list of the trees and shrubs that are noted for having useful wood.,
23,Other Uses Description,"- very hard. Used for making small tools, roasting tongs etc[118]. It does not burn easily[118].",
24,Cultivation Details,,
25,Cultivation Details Description,"Succeeds in a good loamy soil that does not become too dry in summer, in full sun or light shade[200]. A fast-growing plant[188], it thrives in thin woodland[11]. A very ornamental plant[1, 11], when fully dormant it is hardy to about -15°c[200], though the young growth in spring can be damaged by late frosts[K]. The flowers emit a perfume similar to meadowsweet[245].",
26,Plant Propagation,"The seed requires 4 months stratification at 4°c. It is best sown as soon as it is ripe in a cold frame. Stored seed should be sown as early in the year as possible. When they are large enough to handle, prick the seedlings out into individual pots and grow them on in the greenhouse for at least their first winter. Plant them out into their permanent positions in late spring or early summer, after the last expected frosts. Cuttings of half-ripe wood with a heel, July/August in a frame. Can be difficult[200]. Layering in spring. Easy[200].",
27,Other Names,If available other names are mentioned here,
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search",
29,Found In,Countries where the plant has been found are listed here if the information is available,
30,Weed Potencial Description,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.,
