,Attributes,Description
0,Latin Name,Thlaspi arvense
1,Common Name,"Pennycress, Field pennycress"
2,Family,Brassicaceae or Cruciferae
3,USDA hardiness,5-9
4,Known Hazards,None known
5,Habitats,"Waste places and a weed of cultivated ground where it can be a serious pest[1, 13, 17]."
6,Range,"Europe, including Britain, from Norway south and east to N. Africa, W. Asia, Siberia and Japan."
7,Edibility Rating,(2 of 5)
8,Other Uses,(1 of 5)
9,Weed Potential,Yes
10,Medicinal Rating,(2 of 5)
11,Care (info),"Fully Hardy,Moist Soil,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/ThlaspiArvense.jpg, https://pfaf.org/../Admin/PlantImages/ThlaspiArvense2.jpg"
13,Summary,
14,Physical Characteristics,"Thlaspi arvense is a ANNUAL growing to 0.6 m (2ft).  See above for USDA hardiness. It is hardy to UK zone 6 and is not frost tender.  It is in flower from May to July, and the seeds ripen from July to September. The species is hermaphrodite (has both male and female organs) and is pollinated by Bees, flies. The plant is self-fertile.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It cannot grow in the shade. It prefers  moist soil."
15,Synonyms,
16,Plant Habitats,Cultivated Beds;
17,Edible Parts,"Leaves: ,Seed: includes nuts, cereals, peas and beans."
18,Edible Uses,"Oil: Oil,Condiment: the various plants that are used as flavourings, either as herbs, spices or condiments.,Oil: "
19,Edible Uses Description,"oung leaves - raw or cooked[2, 5, 52, 62, 185]. They should always be harvested before the plant comes into flower or they will be very bitter[9]. Even the young leaves have a somewhat bitter flavour and aroma, and are not to everyone's taste[9, 85]. They can be added in small quantities to salads and other foods[9, 183]. They can also be cooked in soups or used as a potherb, they taste somewhat like mustard but with a hint of onion[183]. For a leaf, it is very rich in protein[218]. The seed is ground into a powder and used as a mustard substitute[105, 183]. The seed can be sprouted and added to salads[183]."
20,Medicinal Uses,"Antibacterial: Kills bacteria.,Antidote: Counters poisoning.,Antiinflammatory: Reduces inflammation of joints, injuries etc.,Antirheumatic: Treats rheumatism.,Blood tonic: Is this any different to a blood purifier?,Diaphoretic: Induces perspiration.,Diuretic: Acts on the kidneys, promoting the flow of urine.,Expectorant: Clears phlegm from the chest by inducing coughing.,Febrifuge: Reduces fevers.,Hepatic: Acts on the liver (for better or worse!).,Ophthalmic: Treats eye complaints.,Tonic: Improves general health. Slower acting than a stimulant, it brings steady improvement."
21,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Antibacterial  Antidote  Antiinflammatory  Antirheumatic  Blood tonic  Diaphoretic  Diuretic  Expectorant  Febrifuge  Hepatic  Ophthalmic  TonicAntirheumatic, diuretic[46, 61]. The seed is a tonic[218]. Both the seed and the young shoots are said to be good for the eyes[218]. The seeds are used in Tibetan medicine and are considered to have an acrid taste and a cooling potency[241]. They are anti-inflammatory and febrifuge, being used in the treatment of pus in the lungs, renal inflammation, appendicitis, seminal and vaginal discharges[241]. The entire plant is antidote, anti-inflammatory, blood tonic, depurative, diaphoretic, expectorant, febrifuge and hepatic[176, 218]. It is used in the treatment of carbuncles, acute appendicitis, intestinal abscess, post-partum pain, dysmenorrhoea and endometriosis[176]. Use with caution since large doses can cause a decrease in white blood cells, nausea and dizziness[176]. The plant has a broad antibacterial activity[218], effective against the growth of Staphylococci and streptococci[176]."
22,Other Uses,"Oil: Vegetable oils have many uses, as lubricants, lighting, soap and paint making, waterproofing etc. This does not include the edible oils unless they are also mentioned as having other uses."
23,Other Uses Description,"The seed contains 20 - 30% of a semi-drying oil, it is used for lighting[74]."
24,Cultivation Details,
25,Cultivation Details Description,"An easily grown plant, it succeeds in most soils. Dislikes shade."
26,Plant Propagation,Seed - sow in situ in March or April.
27,Other Names,If available other names are mentioned here
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search"
29,Found In,Countries where the plant has been found are listed here if the information is available
30,Weed Potencial,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.
