,Attributes,Description
0,Latin Name,Achillea erba
1,Common Name,Musk Milfoil
2,Family,Asteraceae or Compositae
3,USDA hardiness,5-9
4,Known Hazards,None known
5,Habitats,"Rocky slopes, alpine grassland and scree on calcareous soils in the Alps[9, 50]."
6,Range,Europe
7,Edibility Rating,(0 of 5)
8,Other Uses,(0 of 5)
9,Weed Potential,No
10,Medicinal Rating,(2 of 5)
11,Care (info),"Fully Hardy,Well drained soil,Moist Soil,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/AchilleaMoschata.jpg, https://pfaf.org/../Admin/PlantImages/AchilleaMoschata2.jpg"
13,Summary,
14,Physical Characteristics,"Achillea erba-rotta moschata is a PERENNIAL growing to 0.2 m (0ft 8in).  See above for USDA hardiness. It is hardy to UK zone 6 and is not frost tender.  It is in flower in June, and the seeds ripen in July. The species is hermaphrodite (has both male and female organs) and is pollinated by Insects.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils, prefers  well-drained soil and can grow in nutritionally poor soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It cannot grow in the shade. It prefers dry or  moist soil. The plant can tolerate maritime exposure."
15,Synonyms,A. moschata.
16,Plant Habitats,Cultivated Beds;
17,Edible Uses Description,None known
18,Medicinal Uses,"Appetizer: Improves the appetite,Diaphoretic: Induces perspiration.,Digestive: Aids digestion.,Diuretic: Acts on the kidneys, promoting the flow of urine.,Stomachic: Aids and improves the action of the stomach.,Tonic: Improves general health. Slower acting than a stimulant, it brings steady improvement."
19,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Appetizer  Diaphoretic  Digestive  Diuretic  Stomachic  TonicThe leaves and flowering stems are appetizer, diaphoretic, digestive, diuretic, stomachic and tonic[9, 46, 61]. An infusion is used in the treatment of liver and kidney disorders, as a tonic to the digestive system, exhaustion, nervous headaches etc[9]. The plant is harvested in the summer and can be dried for later use[9]."
20,Other Uses,
21,Other Uses Description,None known
22,Cultivation Details,
23,Cultivation Details Description,Succeeds in most soils but prefers a well-drained soil in a sunny position[1]. Lives longer in a poor soil[200]. Hybridizes freely with other members of this genus[200]. Plants succeed in maritime gardens[233].
24,Plant Propagation,"Seed - sow spring or early autumn in a cold frame[133]. The seed usually germinates in 1 - 3 months[133]. When large enough to handle, prick the seedlings out into individual pots and plant them out in the summer. Division in spring or autumn. Very easy, the divisions can be planted direct into their permanent positions. Basal cuttings of new shoots in spring. Very easy, collect the shoots when they are about 10cm tall, potting them up individually in pots and keeping them in a warm but lightly shaded position. They should root within 3 weeks and will be ready to plant out in the summer."
25,Other Names,If available other names are mentioned here
26,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search"
27,Found In,Countries where the plant has been found are listed here if the information is available
28,Weed Potencial,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.
