,Attributes,Description
0,Latin Name,Cnicus benedictus
1,Common Name,Blessed Thistle
2,Family,Asteraceae or Compositae
3,USDA hardiness,7-10
4,Known Hazards,"May cause allergic reaction if sensitive to the Asteraceae/Compositae family. Possible eye irritation. Excess of 5g per cup of tea may cause stomach irritation and vomiting. Possible cross-reactivity with mugwort and echinacea (also bitter weed, blanket flower, chrysanthemum, colt's foot, dandelion and marigold. Increases stomach acid secretion so caution needed with gastric ulcers and heartburn. Possible increase in bleeding - care needed with anticoagulants or blood thining agents [301]."
5,Habitats,"Dry sunny places in arable, stony and waste ground[7, 9, 165]."
6,Range,S. Europe to W. Asia. An infrequent casual in Britain[17].
7,Edibility Rating,(2 of 5)
8,Other Uses,(2 of 5)
9,Weed Potential,Yes
10,Medicinal Rating,(3 of 5)
11,Care (info),"Frost Hardy,Well drained soil,Moist Soil,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/CnicusBenedictus.gif, https://pfaf.org/../Admin/PlantImages/CnicusBenedictus2.gif"
13,Summary,
14,Physical Characteristics,"Cnicus benedictus is a ANNUAL growing to 0.6 m (2ft).  See above for USDA hardiness. It is hardy to UK zone 8.  It is in flower from May to September, and the seeds ripen from July to October. The species is hermaphrodite (has both male and female organs) and is pollinated by Insects.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils and prefers  well-drained soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It cannot grow in the shade. It prefers dry or  moist soil."
15,Synonyms,Cnicus microcephalus. Cnicus pseudo-benedictus. Epitrachys microcephala
16,Plant Habitats,Cultivated Beds;
17,Edible Parts,"Flowers: ,Leaves: ,Root: includes bulbs, corms, tubers, rhizomes etc."
18,Edible Uses,"Oil: Oil,Condiment: the various plants that are used as flavourings, either as herbs, spices or condiments.,Oil: "
19,Edible Uses Description,"oung leaves - raw[4, 268]. Flower heads, harvested before the flowers open, have been used as a globe artichoke (Cynara cardunculus) substitute[268]. The flower heads are rather small and using them in this way is very fiddly[K]. Root - boiled as a pot herb[268]. The herb is used as a flavouring[105, 183] (the part that is used is not specified)."
