,Attributes,Description,age
0,Latin Name,Hypoxis hygrometrica,
1,Common Name,Golden Weather Glass,
2,Family,Hypoxidaceae,
3,USDA hardiness,8-11,
4,Known Hazards,"Plant contains calcium oxalate crystals and can cause mild irritation to the throat if eaten[144]. Thorough cooking destroys the toxin. People with a tendency to rheumatism, arthritis, gout, kidney stones and hyperacidity should take especial caution if including this plant in their diet[238].",
5,Habitats,Moist positions in grassland and heath[144].,
6,Range,"Australia - New South Wales, Queensland, Tasmania and Victoria.",
7,Edibility Rating,(2 of 5),
8,Other Uses,(1 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(0 of 5),
11,Care (info),"Half Hardy,Moist Soil,Semi-shade,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/noplantimage1.JPG, https://pfaf.org/../Admin/PlantImages/noplantimage2.JPG",
13,Summary,,
14,Physical Characteristics,"Hypoxis hygrometrica is a PERENNIAL growing to 0.2 m (0ft 8in) by 0.1 m (0ft 4in).  See above for USDA hardiness. It is hardy to UK zone 9.  It is in flower from May to July, and the seeds ripen from July to August. The species is hermaphrodite (has both male and female organs) and is pollinated by Insects. The plant is self-fertile.  Suitable for: light (sandy) and medium (loamy) soils and prefers  well-drained soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It can grow in  semi-shade (light woodland) or no shade. It prefers  moist soil.",
15,Synonyms,,
16,Plant Habitats,Cultivated Beds; East Wall. By. West Wall. By.,
17,Edible Parts,"Root: includes bulbs, corms, tubers, rhizomes etc.",
18,Edible Uses,,
19,Edible Uses Description,"Tuber - raw or cooked[144]. A starchy and earthy taste, with an irritant aftertaste[193]. It is probably inadvisable to eat the root raw due to the presence of calcium oxalate crystals, though it should be all right cooked.",
20,Medicinal Uses,,
21,Medicinal Uses Description,Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.None known,
22,Other Uses,Weather forecasting: A few plants that are supposed to help us forecast the weather.,
23,Other Uses Description,Seeds are hygrometric and can be used in amateur weather forecasting.,
24,Cultivation Details,,
25,Cultivation Details Description,"Requires a light freely draining soil in full sun or light shade[200]. Dislikes root disturbance, plants should be placed in their permanent positions as soon as possible[200]. Plants are hardy to about -5°c, succeeding outdoors only in the mildest parts of Britain[200].",
26,Plant Propagation,"Seed - sow spring in a greenhouse. When they are large enough to handle, prick the seedlings out into individual pots and grow them on in the greenhouse for at least their first winter. Plant them out into their permanent positions in late spring or early summer, after the last expected frosts. Division of off-sets in spring or early autumn.",
27,Other Names,If available other names are mentioned here,
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search",
29,Found In,Countries where the plant has been found are listed here if the information is available,
30,Weed Potencial Description,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.,
