,Attributes,Description,age
0,Latin Name,Linum hybrids,
1,Common Name,Perennial Flax,
2,Family,Linaceae,
3,USDA hardiness,7-11,
4,Known Hazards,"The seed of some strains contain cyanogenic glycosides in the seed though the toxicity is low, especially if the seed is eaten slowly. It becomes more toxic if water is drunk at the same time[76, 222]. The cyanogenic glycosides are also present in other parts of the plant and have caused poisoning to livestock[240]. Contraindicated with a stricture of the oesophagus in no bowel movement conditions and acute gut inflammatory diseases. Contraindicated in pregnancy. Some suggestion it should be avoided with prostate gland diseases [301].",
5,Habitats,Native to temperate and subtropical regions of the world.,
6,Range,Origin: Hypothetical.,
7,Edibility Rating,(4 of 5),
8,Other Uses,(4 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(4 of 5),
11,Care (info),"Fully Hardy,Moist Soil,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/Linum_hyrbids1.JPEG, https://pfaf.org/../Admin/PlantImages/Linum_hyrbids2.JPEG",
13,Summary,Linum is a genus of approximately 200 species commonly known as flax. They are native to temperate and subtropical regions of the world. Linum usitatissimum (Common flax) is used to produce linen and the seeds to produce linseed oil. Perennial hybrids of flax can be used as carbon farming solution plants producing an edible oil grown as a staple crop and as an industrial fibre crop. Sometimes misspelt as Linium.,
14,Physical Characteristics,"Linum hybrids is a PERENNIAL growing to 0.8 m (2ft 7in) by 0.2 m (0ft 8in) at a fast rate. See above for USDA hardiness. It is hardy to UK zone 4.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils and prefers  well-drained soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It cannot grow in the shade. It prefers  moist soil.",
15,Synonyms,Many. See individual species.,
16,Plant Habitats,,
17,Edible Parts,"Seed: includes nuts, cereals, peas and beans.",
18,Edible Uses,"Oil: Oil,Oil: ",
19,Edible Uses Description,bon Farming Solutions - Staple Crop: oil (The term staple crop typically refers to a food that is eaten routinely and accounts for a dominant part of people's diets in a particular region of the world) [1-1].,
20,Medicinal Uses,"Analgesic: Relieves pain.,Antiinflammatory: Reduces inflammation of joints, injuries etc.,Antitussive: Prevents or relieves coughing.,Cancer: Used in the treatment of cancer.,Cardiotonic: A tonic for the heart.,Demulcent: Soothes, lubricates and softens irritated tissues, especially the mucous membranes.,Emollient: Softens the skin, causing warmth and moisture.,Expectorant: Clears phlegm from the chest by inducing coughing.,Laxative: Stimulates bowel movements in a fairly gentle manner.,Nervine: Stimulates and calms the nerves.,Pectoral: Relieves respiratory diseases, a remedy for chest diseases.,Resolvent: Breaks down tumors. This might be placed under antitumor.,Urinary: Treats urinary problems, including urinary tract infection (UTI).",
