,Attributes,Description,age
0,Latin Name,Galeopsis bifida,
1,Common Name,Splitlip hempnettle,
2,Family,Lamiaceae or Labiatae,
3,USDA hardiness,Coming soon,
4,Known Hazards,"The plant is poisonous, causing paralysis[74].",
5,Habitats,"Arable land, occasionally in woods, fens and wet heaths[17].",
6,Range,"Northern and central Europe, including Britain, to N. Asia.",
7,Edibility Rating,(0 of 5),
8,Other Uses,(2 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(0 of 5),
11,Care (info),"Moist Soil,Semi-shade,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/GaleopsisBifida.gif, https://pfaf.org/../Admin/PlantImages/GaleopsisBifida2.gif",
13,Summary,,
14,Physical Characteristics,"Galeopsis bifida is a ANNUAL growing to 1 m (3ft 3in).  It is in flower from July to September. The species is hermaphrodite (has both male and female organs). The plant is self-fertile.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It can grow in  semi-shade (light woodland) or no shade. It prefers  moist soil.",
15,Synonyms,G. tetrahit bifida.,
16,Plant Habitats,Woodland Garden Dappled Shade; Shady Edge; Cultivated Beds;,
17,Edible Parts,,
18,Edible Uses,"Oil: Oil,Oil: ",
19,Edible Uses Description,e known,
20,Medicinal Uses,,
21,Medicinal Uses Description,Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.None known,
22,Other Uses,"Oil: Vegetable oils have many uses, as lubricants, lighting, soap and paint making, waterproofing etc. This does not include the edible oils unless they are also mentioned as having other uses.",
23,Other Uses Description,A drying oil is obtained from the seed. It is used as a polish for leather[74].,
24,Cultivation Details,,
25,Cultivation Details Description,"Grows in most soils, disliking heavy shade. This plant is sometimes grown in the wild garden[200]. Very closely allied to G. tetrahit and considered to be no more than a sub-species of it by some botanists[17]. It is probably of the same hybrid origin as G. tetrahit[17].",
26,Plant Propagation,Seed - sow spring in situ[200]. Germination usually takes place within a month.,
27,Other Names,If available other names are mentioned here,
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search",
29,Found In,Countries where the plant has been found are listed here if the information is available,
30,Weed Potencial Description,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.,
