,Attributes,Description
0,Latin Name,Xanthium commune
1,Common Name,Canada cocklebur
2,Family,Asteraceae or Compositae
3,USDA hardiness,Coming soon
4,Known Hazards,"Poisonous[65, 76]. Most members of this genus are toxic to grazing animals and are usually avoided by them[222]. The seed also contains toxins[222]."
5,Habitats,"Low ground, stream banks, waste places, cultivated land etc[43]."
6,Range,Eastern N. America - southwards from Quebec and Saskatchewan.
7,Edibility Rating,(1 of 5)
8,Other Uses,(0 of 5)
9,Weed Potential,No
10,Medicinal Rating,(0 of 5)
11,Care (info),"Moist Soil,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/XanthiumCommune.jpg, https://pfaf.org/../Admin/PlantImages/XanthiumCommune2.jpg"
13,Summary,
14,Physical Characteristics,"Xanthium commune is a ANNUAL growing to 1.5 m (5ft).  It is in flower from July to October, and the seeds ripen from August to October. The species is monoecious (individual flowers are either male or female, but both sexes can be found on the same plant) and is pollinated by Insects. The plant is self-fertile.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It cannot grow in the shade. It prefers  moist soil."
15,Synonyms,
16,Plant Habitats,Cultivated Beds;
17,Edible Parts,"Seed: includes nuts, cereals, peas and beans."
18,Edible Uses,
19,Edible Uses Description,"Seed[161]. It is dried, then ground into a powder and mixed with cereal flours when making bread, biscuits etc[161]. Some caution is advised, see the notes above on toxicity."
20,Medicinal Uses,
21,Medicinal Uses Description,Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.None known
22,Other Uses,
23,Other Uses Description,None known
24,Cultivation Details,
25,Cultivation Details Description,"We have very little information on this species and do not know if it will be hardy in Britain, though judging by its native range it is likely to succeed outdoors in many parts of the country. The following notes are based on the general needs of the genus. An easily grown plant, it succeeds in most soils but requires a sunny position. Plants often self sow."
26,Plant Propagation,Seed - sow spring in situ. The seed requires plenty of moisture in order to germinate.
27,Other Names,If available other names are mentioned here
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search"
29,Found In,Countries where the plant has been found are listed here if the information is available
30,Weed Potencial,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.
