,Attributes,Description,age
0,Latin Name,Laburnum alpinum,
1,Common Name,"Scotch Laburnum, Alpine Bea Tree, Alpine Golden Chain Tree",
2,Family,Fabaceae or Leguminosae,
3,USDA hardiness,4-7,
4,Known Hazards,"All parts of the plant, and especially the seed, are poisonous[1, 61].",
5,Habitats,Stony hillsides[200] of mountain woodlands[7].,
6,Range,C. and S. Europe. Naturalized in Northern Britain.,
7,Edibility Rating,(0 of 5),
8,Other Uses,(2 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(1 of 5),
11,Care (info),"Fully Hardy,Well drained soil,Moist Soil,Semi-shade,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/LaburnumAlpinum.jpg, https://pfaf.org/../Admin/PlantImages/LaburnumAlpinum2.jpg",
13,Summary,"Bloom Color: Yellow. Main Bloom Time: Early spring, Late spring, Mid spring. Form: Upright or erect.",
14,Physical Characteristics,"Laburnum alpinum is a deciduous Tree growing to 5 m (16ft) by 6 m (19ft) at a fast rate. See above for USDA hardiness. It is hardy to UK zone 5.  It is in flower from May to June, and the seeds ripen from September to October. The species is hermaphrodite (has both male and female organs) and is pollinated by Insects. It can fix Nitrogen.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils, prefers  well-drained soil and can grow in heavy clay and nutritionally poor soils. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It can grow in  semi-shade (light woodland) or no shade. It prefers dry or  moist soil. The plant can tolerates strong winds but not maritime exposure. It can tolerate atmospheric pollution.",
15,Synonyms,Cytisus alpinus.,
16,Plant Habitats,Woodland Garden Dappled Shade; Shady Edge;,
17,Edible Uses Description,None known,
18,Medicinal Uses,"Cholagogue: Increases the flow of bile and its discharge from the body.,Miscellany: Various medicinal actions that need more clarification.,Purgative: A drastic laxative causing a cleansing or watery evacuation of the bowels, usually with a griping pain.",
19,Medicinal Uses Description,Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Cholagogue  Miscellany  PurgativeThe leaves are cholagogue and purgative[7]. The leaves have a similar effect to tobacco and have thus been used in treating nicotinism[7]. The plant is very poisonous and should not be used internally without expert supervision[7].,
20,Other Uses,"Miscellany: A rag-bag of items that are difficult to categorise.,Wood: A list of the trees and shrubs that are noted for having useful wood.",
21,Other Uses Description,- hard. It is highly esteemed by turners[7] and is used for making musical instruments[245].,
22,Cultivation Details,,
23,Cultivation Details Description,"Landscape Uses:Espalier, Specimen. A very tolerant and easily grown plant, it succeeds in almost any soil or situation[1] so long as it is not water-logged[11]. It grows well in heavy clay soils and in poor shallow limestone soils[245]. Succeeds in cold exposed situations and tolerates industrial pollution[200]. This species is closely related to L. anagyroides[11]. There are some named varieties, selected for their ornamental value[11]. The flowers have a delicious vanilla scent[245]. Plants can be successfully transplanted even when quite large[200]. This species has a symbiotic relationship with certain soil bacteria, these bacteria form nodules on the roots and fix atmospheric nitrogen. Some of this nitrogen is utilized by the growing plant but some can also be used by other plants growing nearby[200]. This species is notably susceptible to honey fungus[200]. Special Features:Not North American native, All or parts of this plant are poisonous, Blooms are very showy.",
24,Plant Propagation,Seed - best sown as soon as it is ripe in a greenhouse or cold frame[200]. Germination is usually very quick and good[78]. Prick out indoor-sown seedlings into individual pots when they are large enough to handle and plant them out in the summer. Another option is to pre-soak the stored seed for 12 hours in warm water and sow in an outdoor seed bed in early spring. These plants an be allowed to grow on in the seedbed for two years before planting them out in the winter. Cuttings of mature wood in late winter planted in the open ground[200].,
25,Other Names,If available other names are mentioned here,
26,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search",
27,Found In,Countries where the plant has been found are listed here if the information is available,
28,Weed Potencial Description,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.,
