,Attributes,Description
0,Latin Name,Bromelia karatas
1,Common Name,"Ananas pingouin, Karatas, Camburito"
2,Family,Bromeliaceae
3,USDA hardiness,10-12
4,Known Hazards,The fruits have thin stinging hairs.
5,Habitats,"Marginal forests bordering savannahs and in deciduous forests, at elevations of 1,300 - 1,500 metres[331 ]."
6,Range,S. America - Brazil and Ecuador north through Central America to Mexico and the West Indies.
7,Edibility Rating,(3 of 5)
8,Other Uses,(3 of 5)
9,Weed Potential,No
10,Medicinal Rating,(2 of 5)
11,Care (info),"Tender,Moist Soil,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/Bromelia_karatas1_Plants.JPEG, https://pfaf.org/../Admin/PlantImages/Bromelia_karatas2_Plants.JPEG"
13,Summary,
14,Physical Characteristics,"Bromelia karatas is an evergreen Perennial growing to 3 m (9ft) by 3 m (9ft) at a fast rate. See above for USDA hardiness. It is hardy to UK zone 10.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils, prefers  well-drained soil and can grow in nutritionally poor soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It cannot grow in the shade. It prefers  moist soil."
15,Synonyms,Bromelia acanga L. Bromelia acaulis Stokes Bromelia caratas Hill Bromelia plumieri (E.Morren) L.B.Sm. Karatas karatas (L.) Voss Karatas lagopus E.Morren ex Devans. Karatas plumieri E.Morren Nidularium karatas (L.) Lem.
16,Plant Habitats,
17,Edible Parts,"Flowers: ,Fruit: ,Leaves: ,Shoots: "
18,Edible Uses,"Drink: not including plant saps, tea or coffee substitutes."
19,Edible Uses Description,"The very young inflorescences are eaten as a vegetable[46 , 301 ]. The fruit is edible[200 ]. A pleasant flavour[46 ]. It is used in the preparation of a refreshing drink called 'Atol de Pina'[46 , 301 ]. The fruit is up to 8cm long[200 ]. The fruits are edible after removal of thin stinging hairs. Similarly to pineapple, eating too much may cause blisters. Tender leaf bases of young shoots - blanched and eaten as a vegetable or added to soups[301 ]."
20,Medicinal Uses,Skin: Plants used in miscellaneous treatments for the skin.
21,Medicinal Uses Description,Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.SkinThe juice of the plant is used to cicatrize recent sores and wounds[348 ]. An alcoholic tincture of the juice is used for a detersive on ulcers[348 ].
22,Other Uses,"Fencing: Plants that can be used for fencing.,Fibre: Used for making cloth, rope, paper etc.,Soap: Plants used directly as a soap substitute.,String: Plants that can be used for string or can be easily made into a string. See also Fibre. Plants for ropes may be included."
23,Other Uses Description,"The juice (of the whole plant?) is said to be used as a saponin-containing soap substitute[348 ]. The fibres of mature leaves are used to make cloth, fishing lines, nets and string."
24,Cultivation Details,"Agroforestry Services: Living fence: Simply managed rows of shrubs and trees.,Industrial Crop: Fiber: Clothing, rugs, sheets, blankets etc. Currently, almost none of our fiber are produced from perennial crops but could be!,Management: Standard: Plants grow to their standard height. Harvest fruit, seeds, or other products. Non-Destructive management systems.,Regional Crop: These crops have been domesticated and cultivated regionally but have not been adopted elsewhere and are typically not traded globally, Examples in this broad category include perennial cottons and many nuts and staple fruits."
25,Cultivation Details Description,Agroforestry Services: Living fence  Industrial Crop: Fiber  Management: Standard  Regional CropA plant of the semi-arid tropics and subtropics[200 ]. Requires a well-drained soil and a position in full sun[200 ].
26,Plant Propagation,Seed
27,Other Names,If available other names are mentioned here
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search"
29,Found In,Countries where the plant has been found are listed here if the information is available
30,Weed Potencial,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.
