,Attributes,Description
0,Latin Name,Cupressus sempervirens
1,Common Name,Italian Cypress
2,Family,Cupressaceae
3,USDA hardiness,7-11
4,Known Hazards,Poisonous[76]. No more details.
5,Habitats,"Rocky mountainous areas, usually near the coast, in S. Europe[45, 89]."
6,Range,S. Europe to W. Asia.
7,Edibility Rating,(0 of 5)
8,Other Uses,(3 of 5)
9,Weed Potential,No
10,Medicinal Rating,(2 of 5)
11,Care (info),"Fully Hardy,Well drained soil,Moist Soil,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/CupressusSempervirens.gif, https://pfaf.org/../Admin/PlantImages/CupressusSempervirens2.gif"
13,Summary,Form: Columnar.
14,Physical Characteristics,"Cupressus sempervirens is an evergreen Tree growing to 30 m (98ft) by 5 m (16ft) at a medium rate.  See above for USDA hardiness. It is hardy to UK zone 7. It is in leaf all year, in flower from January to February. The species is monoecious (individual flowers are either male or female, but both sexes can be found on the same plant) and is pollinated by Wind.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils, prefers  well-drained soil and can grow in nutritionally poor soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It cannot grow in the shade. It prefers dry or  moist soil and can tolerate drought."
15,Synonyms,
16,Plant Habitats,Woodland Garden Canopy;
17,Edible Parts,
18,Edible Uses,"Industrial Crop: Fiber: Clothing, rugs, sheets, blankets etc. Currently, almost none of our fiber are produced from perennial crops but could be!,Industrial Crop: Hydrocarbon: Materials, chemicals and energy include bioplastics, rubber, biomass products gasoline, jet fuel, diesel, butane, propane, biogas. Plants are usually resprouting plants and saps.,Management: Coppice: Cut to the ground repeatedly - resprouting vigorously. Non-destructive management systems maintaining the soil organic carbon.,Minor Global Crop: These crops are already grown or traded around the world, but on a smaller scale than the global perennial staple and industrial crops, The annual value of a minor global crop is under $1 billion US. Examples include shea, carob, Brazil nuts and fibers such as ramie and sisal."
19,Edible Uses Description,
20,Medicinal Uses,"Anthelmintic: Expels parasites from the gut.,Antipyretic: Treats fevers. See Febrifuge.,Antirheumatic: Treats rheumatism.,Antiseptic: Preventing sepsis, decay or putrefaction, it destroys or arrests the growth of micro-organisms.,Aromatherapy: Plants whose essential oils are used in Aromatherapy.,Astringent: Produces contraction in living tissue, reducing the flow of secretions and discharges of blood, mucus, diarrhoea etc.,Balsamic: A healing and soothing agent.,Vasoconstrictor: Narrows the blood vessels, thereby increasing blood pressure.,Vulnerary: Promotes the healing of wounds."
