,Attributes,Description,age
0,Latin Name,Lysimachia nummularia,
1,Common Name,"Creeping Jenny, Moneywort, Creeping Charlie",
2,Family,Primulaceae,
3,USDA hardiness,4-8,
4,Known Hazards,None known,
5,Habitats,"Damp situations in pastures and by the sides of streams, avoiding acid soils[4, 9].",
6,Range,"Europe, including Britain, from Sweden south and east to Spain, N. Greece and the Caucasus.",
7,Edibility Rating,(1 of 5),
8,Other Uses,(3 of 5),
9,Weed Potential,Yes,
10,Medicinal Rating,(2 of 5),
11,Care (info),"Fully Hardy,Moist Soil,Wet Soil,Water Plants,Semi-shade,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/LysimachiaNummularia.jpg, https://pfaf.org/../Admin/PlantImages/LysimachiaNummularia2.jpg",
13,Summary,"Bloom Color: Yellow. Main Bloom Time: Early summer, Late summer, Mid summer. Form: Prostrate, Spreading or horizontal, Variable spread.",
14,Physical Characteristics,"Lysimachia nummularia is an evergreen Perennial growing to 0.2 m (0ft 8in) by 0.6 m (2ft) at a fast rate. See above for USDA hardiness. It is hardy to UK zone 4. It is in leaf all year, in flower from June to August, and the seeds ripen from August to September. The species is hermaphrodite (has both male and female organs) and is pollinated by Bees, flies. The plant is self-fertile.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils and can grow in heavy clay soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It can grow in  semi-shade (light woodland) or no shade. It prefers  moist or  wet soil and can grow in water.",
15,Synonyms,,
16,Plant Habitats,Ground Cover; Pond; Bog Garden;,
17,Edible Parts,,
18,Edible Uses,"Tea: the various herb teas that can be used in place of tea, plus the genuine article.",
19,Edible Uses Description,"A tea is made from the leaves and flowers[46, 61, 177, 183].",
20,Medicinal Uses,"Antidiarrhoeal: Provides symptomatic relief for diarrhoea. Also see Astringent.,Antiscorbutic: A plant rich in vitamin C that is used to counteract scurvy.,Astringent: Produces contraction in living tissue, reducing the flow of secretions and discharges of blood, mucus, diarrhoea etc.,Diuretic: Acts on the kidneys, promoting the flow of urine.,Vulnerary: Promotes the healing of wounds.",
21,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Antidiarrhoeal  Antiscorbutic  Astringent  Diuretic  VulneraryThe whole herb, used fresh or dried, is antiscorbutic, mildly astringent, diuretic and vulnerary[4, 9, 46]. For drying, the herb is harvested in June[4]. Creeping Jenny is a very good wound-herb, the fresh leaves being bruised and applied externally to the affected area[4]. An infusion is used to treat internal bleeding and diarrhoea[9].",
22,Other Uses,,
23,Other Uses Description,"Can be used as a ground cover plant in moist soils but requires weeding for the first year or so. Plants should be spaced about 60cm apart each way and form a carpet, rooting as they spread[208].",
24,Cultivation Details,,
25,Cultivation Details Description,"Landscape Uses:Container, Ground cover, Rock garden, Woodland garden. An easily grown plant, succeeding in a moist loamy soil[1]. Grows well in heavy clay soils. Grows well in marshy soil and in shallow water in pond margins[24, 56]. Prefers a shady position[111] but also succeeds in full sun[188]. Plants are hardy to at least -25°c[187]. Most species in this genus seem to be immune to the predations of rabbits[233]. A very ornamental plant[1]. Special Features:Attractive foliage, Invasive, Naturalizing, Fragrant flowers, Inconspicuous flowers or blooms.",
26,Plant Propagation,"Seed - sow spring or autumn in a cold frame[200]. This species rarely produces seed in Britain[17]. When they are large enough to handle, prick the seedlings out into individual pots and plant them out in the summer. Division in spring or autumn[200]. Larger clumps can be replanted direct into their permanent positions, though it is best to pot up smaller clumps and grow them on in a cold frame until they are rooting well. Plant them out in the spring.",
27,Other Names,If available other names are mentioned here,
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search",
29,Found In,Countries where the plant has been found are listed here if the information is available,
30,Weed Potencial Description,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.,
