,Attributes,Description,age
0,Latin Name,Digitaria ciliaris,
1,Common Name,"Southern Crab Grass, Southern crabgrass",
2,Family,Poaceae or Gramineae,
3,USDA hardiness,7-10,
4,Known Hazards,None known,
5,Habitats,Waste ground and cultivated fields all over Japan[58].,
6,Range,Cosmopolitan in warmer areas of the world.,
7,Edibility Rating,(1 of 5),
8,Other Uses,(2 of 5),
9,Weed Potential,Yes,
10,Medicinal Rating,(0 of 5),
11,Care (info),"Frost Hardy,Moist Soil,Semi-shade,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/DigitariaCiliaris.gif, https://pfaf.org/../Admin/PlantImages/DigitariaCiliaris2.gif",
13,Summary,,
14,Physical Characteristics,"Digitaria ciliaris is a ANNUAL growing to 0.6 m (2ft).  See above for USDA hardiness. It is hardy to UK zone 8. The species is hermaphrodite (has both male and female organs).  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It can grow in  semi-shade (light woodland) or no shade. It prefers  moist soil.",
15,Synonyms,D. marginata. Link. Panicum adscendens.,
16,Plant Habitats,Cultivated Beds;,
17,Edible Uses Description,One report says the plant is edible but does not specify which part[145]. A wild millet grass with possibly edible seeds [1b].,
18,Medicinal Uses,,
19,Medicinal Uses Description,Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.None known,
20,Other Uses,Fodder: Food given to the animals (including plants cut and carried to them) rather than forage for themselves.,
21,Other Uses Description,"/animal feed, Forage. Environmental: Agroforestry, Soil conservation. D. ciliaris cv. Red River is a high-yielding forage and conservation-type cultivar developed and released in 1988 [1d].",
22,Cultivation Details,,
23,Cultivation Details Description,A polymorphic species[58].,
24,Plant Propagation,Seed,
25,Other Names,If available other names are mentioned here,
26,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search",
27,Found In,Countries where the plant has been found are listed here if the information is available,
28,Weed Potencial Description,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.,
