,Attributes,Description
0,Latin Name,Juglans cinerea
1,Common Name,"Butternut - White Walnut, Butternut"
2,Family,Juglandaceae
3,USDA hardiness,3-7
4,Known Hazards,The naphthoquinone constituents may cause gastric (stomach) irritation. Avoid in patients with gallstones [301].
5,Habitats,"Usually found in rich moist soils of woods and river terraces[43, 82], but it also grows on dry rocky soils, especially if these are on limestone[226].."
6,Range,"Eastern N. America - New Brunswick to Georgia, west to Arkansas and North Dakota."
7,Edibility Rating,(3 of 5)
8,Other Uses,(3 of 5)
9,Weed Potential,No
10,Medicinal Rating,(3 of 5)
11,Care (info),"Fully Hardy,Moist Soil,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/JuglansCinerea.jpg, https://pfaf.org/../Admin/PlantImages/JuglansCinerea2.jpg"
13,Summary,"Bloom Color: Yellow. Main Bloom Time: Early spring, Late spring, Mid spring. Form: Rounded."
14,Physical Characteristics,"Juglans cinerea is a deciduous Tree growing to 25 m (82ft) by 20 m (65ft) at a medium rate.  See above for USDA hardiness. It is hardy to UK zone 4 and is not frost tender.  It is in flower from May to June, and the seeds ripen from October to November. The species is monoecious (individual flowers are either male or female, but both sexes can be found on the same plant) and is pollinated by Wind. The plant is self-fertile.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils and prefers  well-drained soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It cannot grow in the shade. It prefers  moist soil."
15,Synonyms,Wallia cinerea. Nux cinerea
16,Plant Habitats,Woodland Garden Canopy;
17,Edible Parts,"Seed: includes nuts, cereals, peas and beans."
18,Edible Uses,"Oil: Oil,Sap: usually of trees and usually but not always used as a drink.,Oil: ,Sweetener: includes sugar substitutes."
