,Attributes,Description
0,Latin Name,Cyamopsis tetragonoloba
1,Common Name,"Guar, Cluster Bean"
2,Family,Fabaceae
3,USDA hardiness,10-12
4,Known Hazards,"The immature seedpods contain high contents of hydrocyanic acid, though by the time the pods mature this has been reduced to a trace[ 200 ]."
5,Habitats,Not known in a wild state.
6,Range,E. Asia - India.
7,Edibility Rating,(4 of 5)
8,Other Uses,(3 of 5)
9,Weed Potential,No
10,Medicinal Rating,(3 of 5)
11,Care (info),"Tender,Well drained soil,Moist Soil,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/Cyamopsis tetragonoloba1_Low_Resolution.jpg, https://pfaf.org/../Admin/PlantImages/Cyamopsis tetragonoloba3_Low_Resolution.jpg"
13,Summary,"Cluster Bean or Guar (Cyamopsis tetragonoloba) is a legume with a nitrogen-fixing capability due to its symbiotic relationship with certain soil bacteria. It is used in crop rotation to replenish the soil. It is an upright plant that grows up to 3 m in height. The leaves and stems are mostly hairy. The leaves are elongated, oval shaped, and of alternate position. It is often consumed as a vegetable. The seed is the source of guar gum which is used as a stabilizer and thickener in various food and food products. It is also eaten when cooked and possesses medicinal values. It stabilizes blood sugar level, a laxative, and a digestive tonic. The plant is very drought resistant when established."
14,Physical Characteristics,"Cyamopsis tetragonoloba is an evergreen Perennial growing to 2 m (6ft) by 1 m (3ft 3in) at a fast rate. See above for USDA hardiness. It is hardy to UK zone 10 and is frost tender. It can fix Nitrogen.  Suitable for: light (sandy) and medium (loamy) soils, prefers  well-drained soil and can grow in nutritionally poor soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils and  can grow in very acid, very alkaline and saline soils. It cannot grow in the shade. It prefers dry or  moist soil and can tolerate drought."
15,Synonyms,Cyamopsis psoraleoides (Lam.) DC.
16,Plant Habitats,
17,Edible Parts,"Leaves: ,Seed: includes nuts, cereals, peas and beans.,Seedpod: things such as Okra, French and Runner beans."
18,Edible Uses,"Gum: can be chewed as a chewing gum or can often be used as a sweetener or thickening agent in foods.,Stabilizer: this is often a gum and could perhaps be included there."
19,Edible Uses Description,"erLeaves - cooked as a vegetable[ 300 ]. Seed - cooked[ 300 ]. Rich in protein[ 301 ]. The seeds can also be sprouted and eaten[ 301 ]. The seeds are about 5mm long[ 300 ]. Seedpods - cooked[ 300 ]. The unripe seedpods are eaten in curries, fried, salted, or dried for later use[ 301 ]. The pods are 4 - 10cm long[ 300 ]. Unripe pods need to be thoroughly cooked in order to destroy a toxic principle[ 200 ]. Only traces of this toxin remain in mature pods[ 200 ]. The seeds are used to make guar gum, which is much used by food manufacturers as a stabilizer and thickener in ice creams, bakery goods, gluten-free foods etc[ 301 ]."
20,Medicinal Uses,"Anticholesterolemic: Prevents the build up of cholesterol.,Digestive: Aids digestion.,Hypoglycaemic: Reduces the levels of sugar in the blood.,Laxative: Stimulates bowel movements in a fairly gentle manner.,Tonic: Improves general health. Slower acting than a stimulant, it brings steady improvement."
