,Attributes,Description,age
0,Latin Name,Amorphophallus konjac,
1,Common Name,"Devil's Tongue, Devil's Tongue, Snake Plant, Konjac, Konnyaku Potato, Voodoo Lily",
2,Family,Araceae,
3,USDA hardiness,6-11,
4,Known Hazards,"We have one report that this plant is very toxic raw, though no more details are given[ 178 ]. It belongs to a family where most of the members contain calcium oxalate crystals. This substance is toxic fresh and, if eaten, makes the mouth, tongue and throat feel as if hundreds of small needles are digging in to them. However, calcium oxalate is easily broken down either by thoroughly cooking the plant or by fully drying it and, in either of these states, it is safe to eat the plant. People with a tendency to rheumatism, arthritis, gout, kidney stones and hyperacidity should take especial caution if including this plant in their diet[ 238 ]. (Parts of plant are poisonous if ingested)",
5,Habitats,"Loose leafy detritus in moist shady habitats[ 200 ]. Forest margins and thickets at elevations of 830 - 1,200 metres in western Yunnan[ 266 ].",
6,Range,E. Asia - southwest China.,
7,Edibility Rating,(4 of 5),
8,Other Uses,(2 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(2 of 5),
11,Care (info),"Frost Hardy,Moist Soil,Full shade,Semi-shade",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/Amorphophallus_konjac_2.jpg, https://pfaf.org/../Admin/PlantImages/Amorphophallus_konjac.jpg",
13,Summary,"Devil's tongue or Amorphophallus konjac is a perennial plant with a bipinnate single leaf growing from a corm. The leaf grows up to 100 cm long while the corm grows up to 30 cm in diameter. The plant is widely cultivated in Japan and China as food source. The corm is edible but contains calcium oxalate that makes it toxic if consumed raw, so it must be cooked thoroughly or fully dried. In Japan, the corm is known as a great source of Konnyaku, a type of flour used in many dietary products, and jelly. Flowers are used as treatment for fever. The root is used in facilitating childbirth, as a sialogogue (increases the saliva flow rate), and as treatment for cancer. The corm contains glucomannan which helps in weight loss, relieving constipation and irritable bowel syndrome, and reducing serum cholesterol levels. The plant also has insecticidal properties.",
14,Physical Characteristics,"Amorphophallus konjac is an evergreen Perennial growing to 1.3 m (4ft 3in) by 1.3 m (4ft 3in) at a fast rate. See above for USDA hardiness. It is hardy to UK zone 8 and is frost tender. The flowers are pollinated by Flies.  Suitable for: light (sandy) and medium (loamy) soils and prefers  well-drained soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils and  can grow in very acid soils. It can grow in full shade (deep woodland) or  semi-shade (light woodland). It prefers  moist soil.",
