,Attributes,Description
0,Latin Name,Hordeum bulbosum
1,Common Name,Bulbous Barley
2,Family,Poaceae or Gramineae
3,USDA hardiness,Coming soon
4,Known Hazards,None known
5,Habitats,Dry grassland[50].
6,Range,S. Europe - Mediterranean.
7,Edibility Rating,(2 of 5)
8,Other Uses,(2 of 5)
9,Weed Potential,No
10,Medicinal Rating,(0 of 5)
11,Care (info),"Well drained soil,Moist Soil,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/HordeumBulbosum.jpg, https://pfaf.org/../Admin/PlantImages/noplantimage2.JPG"
13,Summary,
14,Physical Characteristics,"Hordeum bulbosum is a PERENNIAL growing to 1.2 m (4ft).  It is in flower from June to July. The species is hermaphrodite (has both male and female organs) and is pollinated by Wind.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils and prefers  well-drained soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It cannot grow in the shade. It prefers dry or  moist soil."
15,Synonyms,
16,Plant Habitats,Cultivated Beds;
17,Edible Parts,"Root: includes bulbs, corms, tubers, rhizomes etc.,Seed: includes nuts, cereals, peas and beans."
18,Edible Uses,
19,Edible Uses Description,"Seed - cooked[105, 177, 183]. The seed can be ground into a flour and used as a cereal in making bread, porridge etc. Root - chewed or occasionally eaten[105, 177, 183]."
20,Medicinal Uses,
21,Medicinal Uses Description,Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.None known
22,Other Uses,"Biomass: Provides a large quantity of plant material that can be converted into fuel etc.,Fibre: Used for making cloth, rope, paper etc.,Mulch: Used for covering the ground to conserve the nutrients in the soil.,Paper: Related to the entry for Fibre, these plants have been specifically mentioned for paper making."
23,Other Uses Description,"The stems, after the seed has been harvested, have many uses. They are a source of fibres for making paper, a biomass for fuel etc, they can be shredded and used as a mulch[141, 171]."
24,Cultivation Details,
25,Cultivation Details Description,Succeeds in most soils[171]. Easily grown in light soils[162]. This plant is currently (1992) being tested for its potential as a perennial grain in N. America[183].
26,Plant Propagation,Seed - sow in situ in March or October and only just cover the seed. Make sure the soil surface does not dry out if the weather is dry. Germination takes place within 2 weeks.
27,Other Names,If available other names are mentioned here
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search"
29,Found In,Countries where the plant has been found are listed here if the information is available
30,Weed Potencial,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.
