,Attributes,Description
0,Latin Name,Hordeum distichon
1,Common Name,Two-Rowed Barley
2,Family,Poaceae or Gramineae
3,USDA hardiness,4-8
4,Known Hazards,None known
5,Habitats,Not known in the wild. Occurs as a relict of cultivation in Britain but it does not persist[17].
6,Range,"Of uncertain origin, possibly a hybrid between H. spontaneum and a 6-rowed barley[34]."
7,Edibility Rating,(4 of 5)
8,Other Uses,(2 of 5)
9,Weed Potential,No
10,Medicinal Rating,(3 of 5)
11,Care (info),"Fully Hardy,Moist Soil,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/HordeumDistichon.jpg, https://pfaf.org/../Admin/PlantImages/HordeumDistichon2.jpg"
13,Summary,
14,Physical Characteristics,"Hordeum distichon is a ANNUAL growing to 1.2 m (4ft).  See above for USDA hardiness. It is hardy to UK zone 4 and is not frost tender.  It is in flower from June to August. The species is hermaphrodite (has both male and female organs) and is pollinated by Wind.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils and prefers  well-drained soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It cannot grow in the shade. It prefers  moist soil."
15,Synonyms,H. vulgare distichon.
16,Plant Habitats,Cultivated Beds;
17,Edible Parts,"Seed: includes nuts, cereals, peas and beans."
18,Edible Uses,"Coffee: the various substitutes that can be used instead of coffee.,Salt: plants that provide a substitute for salt.,Sweetener: includes sugar substitutes."
19,Edible Uses Description,"enerSeed - cooked. The seed can be ground into a flour and used as a cereal in making bread, porridge etc[1, 4, 34, 46]. Malt is obtained by sprouting and roasting the seed, then boiling the seed. The resulting liquid is a sweet substance that is used in making beer and as a food[4, 46]. The longer the seed is roasted, the darker this liquid will be. The roasted (unsprouted) seed is used as a coffee and a salt substitute[46]."
20,Medicinal Uses,"Antidiarrhoeal: Provides symptomatic relief for diarrhoea. Also see Astringent.,Demulcent: Soothes, lubricates and softens irritated tissues, especially the mucous membranes.,Nutritive: A food for convalescents to help restore strength.,Urinary: Treats urinary problems, including urinary tract infection (UTI)."
21,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Antidiarrhoeal  Demulcent  Nutritive  UrinaryBarley grain is an excellent food for convalescence, either in the form of porridge or as a decoction of the seed. It is soothing to the throat and provides easily assimilated nutrients[4, 254]. It can also be taken to clear catarrh. Its demulcent properties soothes inflammation of the gut and urinary tract[254]. It is commonly given to children suffering minor infections or diarrhoea and is particularly recommended as a treatment for feverish states and in catarrhal affections of the respiratory and urinary organs[4, 254]. Made into a poultice, the seed is an effective remedy for soothing and reducing inflammation in sores and swellings[254]. Modern research has shown that barley may be of aid in the treatment of hepatitis, whilst other trials have shown that it may help to control diabetes[254]. Barley bran may have the effect of lowering blood cholesterol levels and preventing bowel cancer[254]."
22,Other Uses,"Biomass: Provides a large quantity of plant material that can be converted into fuel etc.,Mulch: Used for covering the ground to conserve the nutrients in the soil.,Paper: Related to the entry for Fibre, these plants have been specifically mentioned for paper making."
23,Other Uses Description,"The stems, after the seed has been harvested, have many uses. They are a source of fibres for making paper, a biomass for fuel etc, they can be shredded and used as a mulch[141, 171]."
24,Cultivation Details,
25,Cultivation Details Description,"Succeeds in most soils and in climates ranging from sub-arctic to sub-tropical[1, 171]. Easily grown in light soils[162]. Widely cultivated in temperate zones, especially in cooler or moister areas, for its edible seed[1, 50, 171]. There are many named varieties. This species is sometimes considered to be no more than a sub-species of H. vulgare[61]."
26,Plant Propagation,Seed - sow in situ in March or October and only just cover the seed. Make sure the soil surface does not dry out if the weather is dry. Germination takes place within 2 weeks.
27,Other Names,If available other names are mentioned here
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search"
29,Found In,Countries where the plant has been found are listed here if the information is available
30,Weed Potencial,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.
