,Attributes,Description
0,Latin Name,Lamium amplexicaule
1,Common Name,"Henbit, Henbit deadnettle"
2,Family,Lamiaceae or Labiatae
3,USDA hardiness,Coming soon
4,Known Hazards,None known
5,Habitats,"Cultivated soil, usually on light dry soils[17]."
6,Range,"Europe, including Britain, from Norway south and east to N. Africa, W. Mediterranean and W. Asia."
7,Edibility Rating,(2 of 5)
8,Other Uses,(0 of 5)
9,Weed Potential,Yes
10,Medicinal Rating,(1 of 5)
11,Care (info),"Well drained soil,Moist Soil,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/LamiumAmplexicaule.jpg, https://pfaf.org/../Admin/PlantImages/LamiumAmplexicaule2.jpg"
13,Summary,
14,Physical Characteristics,"Lamium amplexicaule is a ANNUAL growing to 0.3 m (1ft).  It is in flower from April to August. The species is hermaphrodite (has both male and female organs) and is pollinated by Bees. The plant is self-fertile.  Suitable for: light (sandy) and medium (loamy) soils, prefers  well-drained soil and can grow in heavy clay soil. Suitable pH: mildly acid and neutral soils. It cannot grow in the shade. It prefers dry or  moist soil."
15,Synonyms,
16,Plant Habitats,Cultivated Beds;
17,Edible Parts,Leaves: 
18,Edible Uses,
19,Edible Uses Description,"Young leaves - raw or cooked[54, 62, 105]. Added to salads or used as a potherb[183]."
20,Medicinal Uses,"Antirheumatic: Treats rheumatism.,Diaphoretic: Induces perspiration.,Febrifuge: Reduces fevers.,Laxative: Stimulates bowel movements in a fairly gentle manner.,Stimulant: Excites or quickens activity of the physiological processes. Faster acting than a tonic but differing from a narcotic in that it does not give a false sense of well-being."
21,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Antirheumatic  Diaphoretic  Febrifuge  Laxative  StimulantThe plant is antirheumatic, diaphoretic, excitant, febrifuge, laxative and stimulant[218, 240]."
22,Other Uses,
23,Other Uses Description,None known
24,Cultivation Details,
25,Cultivation Details Description,"Tolerates most soils and conditions. Prefers a light dry soil[17, 54]. Plants seem to be immune to the predations of rabbits[233]."
26,Plant Propagation,"Seed - this species usually self sows freely and should not require human intervention. When required, it can be sown in situ as soon as it is ripe or in spring. The seed can germinate at any time of the year in the wild if conditions are suitable[17]."
27,Other Names,If available other names are mentioned here
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search"
29,Found In,Countries where the plant has been found are listed here if the information is available
30,Weed Potencial,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.
