,Attributes,Description
0,Latin Name,Corypha utan
1,Common Name,"Gebang Palm. Corypha palm, Sugar palm"
2,Family,Arecaceae
3,USDA hardiness,11-12
4,Known Hazards,None known
5,Habitats,"Flat, low-lying land in woodlands and forests in monsoonal areas[297 ]. Open grasslands, and along rivers and wetlands[314 ]."
6,Range,"E. Asia - India, Malaysia and Indo-China to Australia."
7,Edibility Rating,(3 of 5)
8,Other Uses,(3 of 5)
9,Weed Potential,No
10,Medicinal Rating,(2 of 5)
11,Care (info),"Tender,Well drained soil,Moist Soil,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/Corypha_utan1.jpg, https://pfaf.org/../Admin/PlantImages/Corypha_utan2.jpg"
13,Summary,
14,Physical Characteristics,"Corypha utan is an evergreen Tree growing to 18 m (59ft) by 4 m (13ft) at a slow rate. See above for USDA hardiness. It is hardy to UK zone 10.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It cannot grow in the shade. It prefers dry or  moist soil."
15,Synonyms,Borassus sylvestris Giseke Corypha elata Roxb. Corypha gebang Mart. Corypha gembanga (Blume) Blume Corypha griffithiana Becc. Corypha macrophylla Roster Corypha macropoda Kurz ex Linden Corypha macropoda Linden ex Kurz Corypha sylvestris Mart. Gembanga rotundifolia Blume Livistona vidalii Becc. Taliera elata (Roxb.) Wall. Taliera gembanga Blume Taliera sylvestris Blume
16,Plant Habitats,
17,Edible Parts,"Flowers: ,Seed: includes nuts, cereals, peas and beans.,Stem: this often intergrades into leaves."
18,Edible Uses,"Apical bud: Typically, the end of a shoot contains an apical bud, which is the location where shoot growth occurs.,Drink: not including plant saps, tea or coffee substitutes.,Sweetener: includes sugar substitutes."
19,Edible Uses Description,"sap is obtained from the inflorescence[297 ]. This can be used as sugar or fermented into an alcoholic drink[297 ]. Apical bud - raw, cooked with rice or pickled[301 ]. Eaten raw as a salad, or cooked as a vegetable[46 , 360 ]. Eating this bud effectively kills the plant because it is unable to make side branches[301 , K ]. A starch obtained from the pith of the stem is used to make sago[46 , 301 , 360 ]. The kernels of young seeds are eaten or made into sweetmeats[46 , 301 , 360 ]."
20,Medicinal Uses,"Antidiarrhoeal: Provides symptomatic relief for diarrhoea. Also see Astringent.,Antitussive: Prevents or relieves coughing.,Demulcent: Soothes, lubricates and softens irritated tissues, especially the mucous membranes.,Diuretic: Acts on the kidneys, promoting the flow of urine.,Emollient: Softens the skin, causing warmth and moisture.,Febrifuge: Reduces fevers.,Stimulant: Excites or quickens activity of the physiological processes. Faster acting than a tonic but differing from a narcotic in that it does not give a false sense of well-being."
