,Attributes,Description
0,Latin Name,Acacia farnesiana
1,Common Name,"Sweet Acacia, Perfume Acacia, Huisache"
2,Family,Fabaceae or Leguminosae
3,USDA hardiness,9-11
4,Known Hazards,"The seeds, containing an unnamed alkaloid, are used to kill rabid dogs in Brazil[269]."
5,Habitats,"Dry sandy soils in pinelands, hammocks and disturbed areas in south-eastern N. America[229]."
6,Range,"The original range is uncertain, but is probably tropical America."
7,Edibility Rating,(2 of 5)
8,Other Uses,(4 of 5)
9,Weed Potential,Yes
10,Medicinal Rating,(2 of 5)
11,Care (info),"Frost Hardy,Well drained soil,Moist Soil,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/AcaciaFarnesiana.jpg, https://pfaf.org/../Admin/PlantImages/AcaciaFarnesiana2.jpg"
13,Summary,"Bloom Color: Yellow.Main Bloom Time: Early summer, Early fall, Early spring, Early winter, Late summer, Late fall, Late spring, Late winter, Mid summer, Mid fall, Mid spring, Mid winter. Form: Rounded, Spreading or horizontal, Vase."
14,Physical Characteristics,"Acacia farnesiana is a deciduous Shrub growing to 9 m (29ft 6in) at a fast rate. See above for USDA hardiness. It is hardy to UK zone 8.  It is in flower from February to March. The species is hermaphrodite (has both male and female organs). It can fix Nitrogen.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils, prefers  well-drained soil and can grow in nutritionally poor soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils and  can grow in very acid, very alkaline and saline soils. It cannot grow in the shade. It prefers dry or  moist soil and can tolerate drought."
15,Synonyms,A. acicularis Willd. A. (Small) Cory. A. ferox M.Martens & Galeotti. A. indica (Poir.) Desv. A. lenticellata F.Muell. A. minuta (M.E.Jones) R.M.Beauch. A. pedunculata Willd. A. smallii Isely. Farnesia odora Gasp. Farnesiana odora Gasp. Mimosa acicularis Poir. Mimosa farnesiana L. Mimosa indica Poir. Mimosa suaveolens Salisb. Pithecellobium acuminatum M.E.Jones. Pithecellobium minutum M.E.Jones. Popanax farnesiana (L.) Raf. [Spelling variant]. Poponax farnesiana (L.) Raf. Vachellia densiflora Small. Vachellia farnesiana (L.) Wight & Arn.
16,Plant Habitats,Woodland Garden Sunny Edge; South Wall. By. West Wall. By.
17,Edible Parts,
18,Edible Uses,"Gum: can be chewed as a chewing gum or can often be used as a sweetener or thickening agent in foods.,Gum: can be chewed as a chewing gum or can often be used as a sweetener or thickening agent in foods."
19,Edible Uses Description,umA low-quality gum obtained from the plant is used to prepare sweets[272].
20,Medicinal Uses,"Astringent: Produces contraction in living tissue, reducing the flow of secretions and discharges of blood, mucus, diarrhoea etc.,Demulcent: Soothes, lubricates and softens irritated tissues, especially the mucous membranes.,Dysentery: Used in treating dysentery - an infection of the intestines that causes diarrhoea containing blood or mucus.,Poultice: A moist, usually warm or hot, mass of plant material applied to the skin in the treatment of burns etc.,Stomachic: Aids and improves the action of the stomach."
21,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Astringent  Demulcent  Dysentery  Poultice  StomachicThe bark is astringent and demulcent[240]. Along with the leaves and roots it is used for medicinal purposes[269]. Colombians bathe in the bark decoction as a treatment for typhoid[269]. The gummy roots have been chewed as a treatment for sore throat[269]. A decoction of the gum from the trunk has been used in the treatment of diarrhoea[269]. An infusion of the flowers has been used as a stomachic. It is also used in the treatment of dyspepsia and neuroses[269]. The flowers are added to ointment, which is rubbed on the forehead to treat headaches[269]. The powdered dried leaves have been applied externally as a treatment for wounds[269]. The green pods have been decocted and used in the treatment of dysentery and inflammations of the skin and raucous membranes[269]. An infusion of the pod has been used in the treatment of sore throats, diarrhoea, leucorrhoea, conjunctivitis, and uterorrhagia[269]. The juice of the bark is used in Nepal to treat swellings[272]."
22,Other Uses,"Adhesive: Glues.,Dye: Plants that provide dyes.,Essential: Essential oils that are used in perfumery, medicines, paint solvents, insect repellents etc.,Gum: Gums have a wide range of uses, especially as stabilizers, emulsifiers, thickening agents, adhesives etc.,Gum: Gums have a wide range of uses, especially as stabilizers, emulsifiers, thickening agents, adhesives etc.,Ink: Plants that can be used as an ink.,Tannin: An astringent substance obtaied from plants, it is used medicinally, as a dye and mordant, stabilizer in pesticide etc.,Teeth: Plants used to clean and care for the teeth.,Wood: A list of the trees and shrubs that are noted for having useful wood."
