,Attributes,Description
0,Latin Name,Ixeris polycephala
1,Common Name,
2,Family,Asteraceae or Compositae
3,USDA hardiness,Coming soon
4,Known Hazards,None known
5,Habitats,"Wet places by paddy fields, central and southern Japan[58]. Moist shady places at elevations of 700 - 2100 metres in Nepal[272]."
6,Range,"E. Asia - Himalayas to China, Japan and Korea."
7,Edibility Rating,(1 of 5)
8,Other Uses,(0 of 5)
9,Weed Potential,No
10,Medicinal Rating,(1 of 5)
11,Care (info),"Moist Soil,Wet Soil,Semi-shade,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/noplantimage1.JPG, https://pfaf.org/../Admin/PlantImages/noplantimage2.JPG"
13,Summary,
14,Physical Characteristics,"Ixeris polycephala is a BIENNIAL growing to 0.3 m (1ft). The species is hermaphrodite (has both male and female organs) and is pollinated by Insects.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It can grow in  semi-shade (light woodland) or no shade. It prefers  moist or  wet soil."
15,Synonyms,Lactuca polycephala. (Cass.)Benth.
16,Plant Habitats,Bog Garden; Cultivated Beds;
17,Edible Parts,Leaves: 
18,Edible Uses,
19,Edible Uses Description,"Leaves and young stems - cooked[105, 177]."
20,Medicinal Uses,"Febrifuge: Reduces fevers.,Parasiticide: Treats external parasites such as ringworm This should perhaps be joined with Parasiticide in "
21,Medicinal Uses Description,Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Febrifuge  ParasiticideThe juice of the plant is used in the treatment of fevers[272]. A paste made from the flower heads is applied to the skin in the treatment of scabies[272].
22,Other Uses,Parasiticide: Kills external body parasites such as hair lice.
23,Other Uses Description,None known
24,Cultivation Details,
25,Cultivation Details Description,"We have very little information on this species and do not know if it will be hardy in this country, though judging by its native range it should succeed outdoors at least in the milder parts of the country. We suggest growing it in a sunny position and a moist or wet soil."
26,Plant Propagation,"Seed - we have no information on this species but suggest sowing the seed in a cold frame in spring and only just covering the seed. When they are large enough to handle, prick the seedlings out into individual pots and plant them out in the summer."
27,Other Names,If available other names are mentioned here
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search"
29,Found In,Countries where the plant has been found are listed here if the information is available
30,Weed Potencial,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.
