,Attributes,Description
0,Latin Name,Comandra pallida
1,Common Name,Pale Bastard Toadflax
2,Family,Santalaceae
3,USDA hardiness,Coming soon
4,Known Hazards,There is a report that the plant can be toxic to mammals.
5,Habitats,Dry hills and plains[43]. Sandy or open rocky ground in Texas[274].
6,Range,Western N. America - Manitoba to British Columbia and south to Texas.
7,Edibility Rating,(1 of 5)
8,Other Uses,(2 of 5)
9,Weed Potential,No
10,Medicinal Rating,(1 of 5)
11,Care (info),"Moist Soil,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/ComandraPallida.gif, https://pfaf.org/../Admin/PlantImages/ComandraPallida2.gif"
13,Summary,
14,Physical Characteristics,"Comandra pallida is a PERENNIAL growing to 0.4 m (1ft 4in).  It is in flower from May to June. The species is hermaphrodite (has both male and female organs).  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils and prefers  well-drained soil. Suitable pH: mildly acid soils and  can grow in very acid soils. It cannot grow in the shade. It prefers  moist soil."
15,Synonyms,C. umbellata pallida. (A.DC.)Piehl.
16,Plant Habitats,Cultivated Beds;
17,Edible Parts,"Fruit: ,Seed: includes nuts, cereals, peas and beans."
18,Edible Uses,
19,Edible Uses Description,"Fruit[105, 161, 177]. A sweet flavour[274]. The fruit is about 10mm in diameter[200]. The small round seeds are eaten like nuts by children[257]."
20,Medicinal Uses,"Foot care: Plants that are used in various ways to treat foot problems.,Narcotic: Relieves pain, induces drowsiness and gives a sense of well-being.,Ophthalmic: Treats eye complaints.,Salve: Soothes and heals damaged skin."
21,Medicinal Uses Description,Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Foot care  Narcotic  Ophthalmic  SalveThe plant is narcotic[257]. A decoction has been used in the treatment of headaches and externally as a foot bath to treat corns[257]. The plant has been used to treat sore eyes and sores on the body and also as a mouth wash for canker sores[257].
22,Other Uses,Dye: Plants that provide dyes.
23,Other Uses Description,A blue dye is obtained from the area next to the root bark[257].
24,Cultivation Details,
25,Cultivation Details Description,"Requires a well-drained moisture retentive lime-free soil[200]. A parasitic plant obtaining at least some of its nutrients from the roots of other plants[200, 235]. It is said to parasitize over 200 different species of plants in the wild[274]."
26,Plant Propagation,Seed - stratify for 3 months at 5°c and then sow in the greenhouse in a pot with a suitable host. Plant out when it is well established close to a mature host plant[200].
27,Other Names,If available other names are mentioned here
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search"
29,Found In,Countries where the plant has been found are listed here if the information is available
30,Weed Potencial,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.
