,Attributes,Description,age
0,Latin Name,Diospyros texanum,
1,Common Name,Black Persimmon,
2,Family,Ebenaceae,
3,USDA hardiness,Coming soon,
4,Known Hazards,None known,
5,Habitats,"Rocky hills, ravine sides and canyons, often on limestone[149].",
6,Range,Southern N. America - Texas and New Mexico.,
7,Edibility Rating,(2 of 5),
8,Other Uses,(3 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(0 of 5),
11,Care (info),"Moist Soil,Semi-shade,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/DiospyrosTexanum.gif, https://pfaf.org/../Admin/PlantImages/DiospyrosTexanum2.gif",
13,Summary,,
14,Physical Characteristics,"Diospyros texanum is a TREE growing to 12 m (39ft 4in). The species is hermaphrodite (has both male and female organs).  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It can grow in  semi-shade (light woodland) or no shade. It prefers  moist soil.",
15,Synonyms,Brayodendron texanum,
16,Plant Habitats,Woodland Garden Secondary; Sunny Edge;,
17,Edible Uses Description,"Fruit - raw. The fruits, which are about 20mm in diameter are sweet and tasty when fully ripe[149, 274].",
18,Medicinal Uses,,
19,Medicinal Uses Description,Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.None known,
20,Other Uses,,
21,Other Uses Description,"A black dye can be obtained from the juice of the fruit[149, 274]. Wood - heavy, hard, compact, takes a high polish[149]. It is used for making tools, engraving blocks etc[149].",
22,Cultivation Details,,
23,Cultivation Details Description,257201,
24,Plant Propagation,"Seed - best sown in a cold frame as soon as it is ripe[113, 200]. Stored seed requires a period of cold-stratification and should be sown as early in the year as possible[78]. It usually germinates in 1 - 6 months at 15°c[175]. Pot up the young seedlings as soon as they are large enough to handle into fairly deep pots and plant them out into their permanent positions in early summer. Give them some protection from winter cold for their first year or two outdoors. Cuttings of half-ripe wood, July/August in a frame[200]. Layering in spring[200].",
25,Other Names,If available other names are mentioned here,
26,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search",
27,Found In,Countries where the plant has been found are listed here if the information is available,
28,Weed Potencial Description,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.,
