,Attributes,Description,age
0,Latin Name,Ranunculus pennsylvanicus,
1,Common Name,Pennsylvania Buttercup,
2,Family,Ranunculaceae,
3,USDA hardiness,Coming soon,
4,Known Hazards,"Although no specific record of toxicity has been found for this plant, many if not all members of this genus are poisonous. These toxins can be destroyed by heat or by drying[4, 10, 13, 19, 62, 65]. Many if not all plants in this genus also have a strongly acrid juice that can cause blistering to the skin[65, 183].",
5,Habitats,"Wet meadows, alluvium, ditches etc[43]. Stream banks, bogs, moist clearings, depressions in woodlands from sea level to 1700 metres[270].",
6,Range,Northern N. America - Labrador to Alaska and south to Colorado.,
7,Edibility Rating,(1 of 5),
8,Other Uses,(2 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(1 of 5),
11,Care (info),"Moist Soil,Wet Soil,Semi-shade,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/RanunculusPensylvanicus.jpg, https://pfaf.org/../Admin/PlantImages/RanunculusPensylvanicus2.jpg",
13,Summary,,
14,Physical Characteristics,"Ranunculus pennsylvanicus is a ANNUAL/PERENNIAL growing to 1 m (3ft 3in).  It is in flower from June to August. The species is hermaphrodite (has both male and female organs) and is pollinated by Insects.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It can grow in  semi-shade (light woodland) or no shade. It prefers  moist or  wet soil.",
15,Synonyms,Ranunculus pensylvanicus,
16,Plant Habitats,Bog Garden;,
17,Edible Parts,Leaves: ,
18,Edible Uses,,
19,Edible Uses Description,Leaves - cooked[179]. The leaves contain toxins but in too low a concentration to be harmful[179].,
20,Medicinal Uses,"Rubefacient: A counter-irritant and external stimulant, it produces inflammation and redness of the skin.",
21,Medicinal Uses Description,Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.RubefacientThe plant is rubefacient[240]. It is used to raise blisters[240].,
22,Other Uses,Dye: Plants that provide dyes.,
23,Other Uses Description,"The entire plant can be boiled to yield a red dye[257]. It is mixed with the bark of bur oak (Quercus macrocarpa) which acts to fix the colour[257]. The entire plant can be boiled with rushes (Juncus spp) or flags (Iris spp and Acorus calamus) to colour them yellow for use in making mats, baskets etc[257].",
24,Cultivation Details,,
25,Cultivation Details Description,"We have very little information on this species and do not know if it will be hardy in Britain, though judging by its native range it should succeed outdoors in most areas of the country. The following notes are based on the general needs of the genus. Prefers a moist loamy soil[1]. A greedy plant, inhibiting the growth of nearby plants, especially legumes[54].",
26,Plant Propagation,"Seed - sow spring in a cold frame. When they are large enough to handle, prick the seedlings out into individual pots and plant them out in the summer.",
27,Other Names,If available other names are mentioned here,
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search",
29,Found In,Countries where the plant has been found are listed here if the information is available,
30,Weed Potencial Description,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.,
