,Attributes,Description
0,Latin Name,Lespedeza bicolor
1,Common Name,"Lespedeza, Shrub lespedeza"
2,Family,Fabaceae or Leguminosae
3,USDA hardiness,4-8
4,Known Hazards,None known
5,Habitats,"Grassy places and thickets in lowland all over Japan[58]. Mountain slopes, forest margins, roadsides, thickets and forests at elevations of 150 - 1000 metres[266]."
6,Range,"E. Asia - China, Japan, Korea, Manchuria."
7,Edibility Rating,(3 of 5)
8,Other Uses,(4 of 5)
9,Weed Potential,Yes
10,Medicinal Rating,(0 of 5)
11,Care (info),"Fully Hardy,Well drained soil,Moist Soil,Semi-shade,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/LespedezaBicolor.jpg, https://pfaf.org/../Admin/PlantImages/LespedezaBicolor2.jpg"
13,Summary,
14,Physical Characteristics,"Lespedeza bicolor is a deciduous Shrub growing to 3 m (9ft 10in) at a medium rate.  See above for USDA hardiness. It is hardy to UK zone 5 and is not frost tender.  It is in flower from August to September, and the seeds ripen from October to November. The species is hermaphrodite (has both male and female organs) and is pollinated by Insects. It can fix Nitrogen.  Suitable for: light (sandy) and medium (loamy) soils and prefers  well-drained soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It can grow in  semi-shade (light woodland) or no shade. It prefers dry or  moist soil."
15,Synonyms,
16,Plant Habitats,Woodland Garden Sunny Edge; Dappled Shade;
17,Edible Parts,"Flowers: ,Leaves: ,Seed: includes nuts, cereals, peas and beans.,Stem: this often intergrades into leaves."
18,Edible Uses,"Oil: Oil,Oil: ,Tea: the various herb teas that can be used in place of tea, plus the genuine article."
19,Edible Uses Description,"oung leaves and stems - cooked[105, 177, 179, 183]. Flowers - cooked[177, 183]. Seed - cooked[105, 177, 179]. Occasionally boiled and eaten with rice[183]. The leaves are used as a tea substitute[177, 183, 266].."
20,Medicinal Uses,
21,Medicinal Uses Description,Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.None known
22,Other Uses,"Basketry: Plant used in making baskets and other items such as chairs. Includes plants that are only used as an ornamental addition.,Fodder: Food given to the animals (including plants cut and carried to them) rather than forage for themselves.,Oil: Vegetable oils have many uses, as lubricants, lighting, soap and paint making, waterproofing etc. This does not include the edible oils unless they are also mentioned as having other uses.,Shelterbelt: Wind resistant plants than can be grown to provide shelter in the garden etc.,Soil stabilization: Plants that can be grown in places such as sand dunes in order to prevent erosion by wind, water or other agents."
23,Other Uses Description,"The seed oil is used as a lubricant[266]. The branchletsare used for making baskets[266]. Because this species tolerates arid soils, it is grown as a windbreak, and for sand stabilization, and soil conservation[266]."
