,Attributes,Description,age
0,Latin Name,Exocarpus cupressiformis,
1,Common Name,Native Cherry,
2,Family,Santalaceae,
3,USDA hardiness,Coming soon,
4,Known Hazards,One report says that the foliage might be poisonous[154].,
5,Habitats,Sandy soils on dry hillsides[154]. In eucalyptus forests to the montane zone[152].,
6,Range,"Australia - New South Wales, Queensland, Tasmania, Victoria.",
7,Edibility Rating,(2 of 5),
8,Other Uses,(2 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(1 of 5),
11,Care (info),"Well drained soil,Moist Soil,Semi-shade,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/noplantimage1.JPG, https://pfaf.org/../Admin/PlantImages/noplantimage2.JPG",
13,Summary,,
14,Physical Characteristics,"Exocarpus cupressiformis is an evergreen Shrub growing to 4 m (13ft 1in). It is in leaf all year. The species is hermaphrodite (has both male and female organs).  Suitable for: light (sandy) and medium (loamy) soils and prefers  well-drained soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It can grow in  semi-shade (light woodland) or no shade. It prefers dry or  moist soil.",
15,Synonyms,,
16,Plant Habitats,Woodland Garden Sunny Edge; Dappled Shade;,
17,Edible Parts,Fruit: ,
18,Edible Uses,,
19,Edible Uses Description,"Fruit stalk - sweet and palatable when fully ripe, astringent otherwise[144, 154, 193]. It is eaten raw or made into preserves[2]. Rather small, it is about 4 - 6mm long[193].",
20,Medicinal Uses,"Astringent: Produces contraction in living tissue, reducing the flow of secretions and discharges of blood, mucus, diarrhoea etc.,Bitter: Increases the appetite and stimulates digestion by acting on the mucous membranes of the mouth. Also increases the flow of bile, stimulates repair of the gut wall lining and regulates the secretion of insulin and glucogen.,Tonic: Improves general health. Slower acting than a stimulant, it brings steady improvement.",
21,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Astringent  Bitter  TonicAstringent, bitter tonic.",
22,Other Uses,"Tannin: An astringent substance obtaied from plants, it is used medicinally, as a dye and mordant, stabilizer in pesticide etc.,Wood: A list of the trees and shrubs that are noted for having useful wood.",
23,Other Uses Description,"The bark contains up to 15% tannin[154].  - hard, tough, close-grained. Used for turnery, furniture etc[46, 154].",
24,Cultivation Details,,
25,Cultivation Details Description,"We have very little information on this species and do not know if it will be hardy in this country. It is likely to require a light well-drained soil and a sunny sheltered position. It is a root parasite, we do not know which species it parasitizes. Plants spread by means of underground suckers, often forming clumps of seemingly disparate trees and shrubs[193].",
26,Plant Propagation,Seed - we have no information on this species but would recommend sowing it in spring in a warm greenhouse in a pot that contains a suitable host.,
27,Other Names,If available other names are mentioned here,
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search",
29,Found In,Countries where the plant has been found are listed here if the information is available,
30,Weed Potencial Description,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.,
