,Attributes,Description
0,Latin Name,Artemisia absinthium
1,Common Name,"Wormwood, Absinthium."
2,Family,Asteraceae or Compositae
3,USDA hardiness,4-9
4,Known Hazards,"The plant is poisonous if used in large quantities[20, 61]. Even small quantities have been known to cause nervous disorders, convulsions, insomnia etc[222]. Just the scent of the plant has been known to cause headaches and nervousness in some people[169]. The plant contains thujone. In small quantities this acts as a brain stimulant but is toxic in excess[254]. Avoid if prone to seizures. Avoid during pregnancy & breast feeding. Absinthism adverse effects include hallucinations, insomnia, loss of intellect, psychosis, tremor & seizures [301]."
5,Habitats,"Waste land, rocks and screes[4, 9, 100]."
6,Range,"Temperate regions of Europe and Asia, including Britain, north to Lapland and Siberia."
7,Edibility Rating,(1 of 5)
8,Other Uses,(2 of 5)
9,Weed Potential,Yes
10,Medicinal Rating,(3 of 5)
11,Care (info),"Fully Hardy,Well drained soil,Moist Soil,Semi-shade,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/ArtemisiaAbsinthum.jpg, https://pfaf.org/../Admin/PlantImages/ArtemisiaAbsinthum2.jpg"
13,Summary,"Wormwood, a perennial ornamental plant used as an ingredient in the spirit absinthe,  has a long history of use as a medicinal herb. It is valued especially for its tonic effect on the liver, gallbladder and digestive system, and for its vermicidal activity. The leaves can be used as a flavouring. The fresh or dried shoots are said to repel insects and mice. Bloom Color: Yellow. Main Bloom Time: Late summer. Form: Upright or erect. Other names: absinthe wormwood, Louisiana  Artemisia, Cudweed, Western Mugwort, White Sage, Wormwood, Absinthe"
14,Physical Characteristics,"Artemisia absinthium is a PERENNIAL growing to 1 m (3ft 3in) by 0.6 m (2ft) at a medium rate.  See above for USDA hardiness. It is hardy to UK zone 4 and is not frost tender.  It is in flower from July to August. The species is hermaphrodite (has both male and female organs) and is pollinated by Wind.  Suitable for: light (sandy) and medium (loamy) soils, prefers  well-drained soil and can grow in nutritionally poor soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils and can grow in very alkaline soils. It can grow in  semi-shade (light woodland) or no shade. It prefers dry or  moist soil and can tolerate drought."
15,Synonyms,Absinthium officinale Brot. Artemisia pendula Salisb.. Artemisia rhaetica Brügger.
16,Plant Habitats,
17,Edible Parts,
18,Edible Uses,"Condiment: the various plants that are used as flavourings, either as herbs, spices or condiments."
19,Edible Uses Description,"Leaves are occasionally used as a flavouring[27, 177, 183]. Caution is advised, prolonged use is known to have a detrimental effect - see the notes above on toxicity[K]. Absinthe - a distilled, highly alcoholic drink usually produced in France, Switzerland, Australia, Spain, and the Czech Republic."
20,Medicinal Uses,"Anthelmintic: Expels parasites from the gut.,Antiseptic: Preventing sepsis, decay or putrefaction, it destroys or arrests the growth of micro-organisms.,Antispasmodic: Relaxes muscular spasms and cramps, calming nervous irritation.,Appetizer: Improves the appetite,Carminative: Reduces flatulence and expels gas from the intestines.,Cholagogue: Increases the flow of bile and its discharge from the body.,Emmenagogue: Promotes or increases the menstrual flow. In early stages of pregnancy it can induce an abortion.,Febrifuge: Reduces fevers.,Homeopathy: A plant used in homeopathic treatments.,Hypnotic: Induces sleep.,Stimulant: Excites or quickens activity of the physiological processes. Faster acting than a tonic but differing from a narcotic in that it does not give a false sense of well-being.,Stomachic: Aids and improves the action of the stomach.,Tonic: Improves general health. Slower acting than a stimulant, it brings steady improvement.,Vermifuge: Expels and kills internal parasites."
