,Attributes,Description,age
0,Latin Name,Fabiana imbricata,
1,Common Name,Pichi,
2,Family,Solanaceae,
3,USDA hardiness,7-10,
4,Known Hazards,None known,
5,Habitats,Not known,
6,Range,S. America - Chile.,
7,Edibility Rating,(0 of 5),
8,Other Uses,(0 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(2 of 5),
11,Care (info),"Frost Hardy,Moist Soil,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/FabianaImbricata.gif, https://pfaf.org/../Admin/PlantImages/FabianaImbricata2.gif",
13,Summary,,
14,Physical Characteristics,"Fabiana imbricata is an evergreen Shrub growing to 2.5 m (8ft) by 2.5 m (8ft).  See above for USDA hardiness. It is hardy to UK zone 8. The species is hermaphrodite (has both male and female organs).  Suitable for: light (sandy) soils and prefers  well-drained soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It cannot grow in the shade. It prefers  moist soil.",
15,Synonyms,,
16,Plant Habitats,Woodland Garden Sunny Edge; Dappled Shade;,
17,Edible Uses Description,None known,
18,Medicinal Uses,"Cholagogue: Increases the flow of bile and its discharge from the body.,Diuretic: Acts on the kidneys, promoting the flow of urine.,Tonic: Improves general health. Slower acting than a stimulant, it brings steady improvement.,Urinary: Treats urinary problems, including urinary tract infection (UTI).",
19,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Cholagogue  Diuretic  Tonic  UrinaryThe dried leaves and twigs are cholagogue, a valuable terebinthic diuretic and tonic[4].It is largely used in the treatment of acute urinary bladder catarrh, giving very favourable results where urinary irritation where irritation is caused by gravel[4]. It is contra-indicated where there is organic disease of the kidneys[4].",
20,Other Uses,,
21,Other Uses Description,None known,
22,Cultivation Details,,
23,Cultivation Details Description,"Succeeds in a sunny position in a light well-drained soil[200]. Plants are not very hardy in Britain, growing best in areas that receive little or no frost[200]. The cultivar 'Violacea' is generally faster growing and is somewhat hardier than the type, tolerating temperatures down to about -5°c[200].",
24,Plant Propagation,"Seed - sow in a well-drained sandy soil in the greenhouse[200]. When they are large enough to handle, prick the seedlings out into individual pots and grow them on in the greenhouse for at least their first winter. Plant them out into their permanent positions in late spring or early summer, after the last expected frosts. Greenwood cuttings, rooted with gentle bottom heat, summer in a cold frame[200].",
25,Other Names,If available other names are mentioned here,
26,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search",
27,Found In,Countries where the plant has been found are listed here if the information is available,
28,Weed Potencial Description,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.,
