,Attributes,Description
0,Latin Name,Cirsium foliosum
1,Common Name,Elk thistle
2,Family,Asteraceae or Compositae
3,USDA hardiness,5-9
4,Known Hazards,None known
5,Habitats,Swales and other moderately moist and badly drained sites[60]
6,Range,N. America - Montana to Saskatchewan.
7,Edibility Rating,(3 of 5)
8,Other Uses,(2 of 5)
9,Weed Potential,Yes
10,Medicinal Rating,(0 of 5)
11,Care (info),"Fully Hardy,Moist Soil,Wet Soil,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/CirsiumFoliosum.jpg, https://pfaf.org/../Admin/PlantImages/CirsiumFoliosum2.jpg"
13,Summary,
14,Physical Characteristics,"Cirsium foliosum is a PERENNIAL growing to 0.6 m (2ft).  See above for USDA hardiness. It is hardy to UK zone 6.  It is in flower from July to August, and the seeds ripen from August to September. The species is hermaphrodite (has both male and female organs) and is pollinated by Bees, flies, Lepidoptera (Moths & Butterflies), beetles. The plant is self-fertile.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It cannot grow in the shade. It prefers  moist or  wet soil."
15,Synonyms,C. drummondii. Torr.&Gray.
16,Plant Habitats,Bog Garden; Cultivated Beds;
17,Edible Parts,"Leaves: ,Root: includes bulbs, corms, tubers, rhizomes etc.,Stem: this often intergrades into leaves."
18,Edible Uses,"Oil: Oil,Oil: "
19,Edible Uses Description,"t - cooked[61, 85, 105, 161]. About the size of a carrot, they are sweet and well-flavoured though require long preparation[207]. The root is likely to be rich in inulin, a starch that cannot be digested by humans. This starch thus passes straight through the digestive system and, in some people, ferments to produce flatulence[K]. Plant crown[85]. No more details are given. Stems - peeled[161]. The peeled stems are a sweet potherb[207]. Tender with a sweet delicate taste212]."
20,Medicinal Uses,
21,Medicinal Uses Description,Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.None known
22,Other Uses,"Oil: Vegetable oils have many uses, as lubricants, lighting, soap and paint making, waterproofing etc. This does not include the edible oils unless they are also mentioned as having other uses."
23,Other Uses Description,The seed of all species of thistles yields a good oil by expression[4]. No details of potential yields etc are given[K].
24,Cultivation Details,
25,Cultivation Details Description,"An easily grown plant, succeeding in any ordinary garden soil in a sunny position[200]. This species should tolerate wet soils[K]."
26,Plant Propagation,Seed - sow early spring or autumn in situ. Germination usually takes place within 2 - 8 weeks at 20°c[164]. Division in spring or autumn.
27,Other Names,If available other names are mentioned here
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search"
29,Found In,Countries where the plant has been found are listed here if the information is available
30,Weed Potencial,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.
