,Attributes,Description,age
0,Latin Name,Senecio nemorensis,
1,Common Name,,
2,Family,Asteraceae or Compositae,
3,USDA hardiness,5-9,
4,Known Hazards,"Although no mention of toxicity has been seen for this species, it belongs to a genus that contains a number of plants with a cumulative poisonous effect on the liver[65]. Some caution is advised.",
5,Habitats,"Damp places, 800 - 1800 metres in Turkey[93].",
6,Range,Europe to W. Asia.,
7,Edibility Rating,(1 of 5),
8,Other Uses,(0 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(1 of 5),
11,Care (info),"Fully Hardy,Moist Soil,Semi-shade,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/SenecioNemorensis.jpg, https://pfaf.org/../Admin/PlantImages/SenecioNemorensis2.jpg",
13,Summary,,
14,Physical Characteristics,"Senecio nemorensis is a PERENNIAL growing to 2 m (6ft 7in).  See above for USDA hardiness. It is hardy to UK zone 6.  It is in flower from July to August. The species is hermaphrodite (has both male and female organs) and is pollinated by Insects.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils and can grow in heavy clay and nutritionally poor soils. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It can grow in  semi-shade (light woodland) or no shade. It prefers  moist soil.",
15,Synonyms,basionym of: Jacobaea nemorensis,
16,Plant Habitats,Cultivated Beds;,
17,Edible Parts,Stem: this often intergrades into leaves.,
18,Edible Uses,,
19,Edible Uses Description,"Young stems - pickled[177]. Some caution is advised, see the notes above on toxicity.",
20,Medicinal Uses,"Hypoglycaemic: Reduces the levels of sugar in the blood.,Urinary: Treats urinary problems, including urinary tract infection (UTI).",
21,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Hypoglycaemic  UrinaryUninary tract infections, gout, rheumatism and stone formation in the urinary tract. Lowers blood sugar. The herb is contraindicated in pregnancy and nursing and children under 12. Recommended only for external use. Do not appy to broken skin [301].",
22,Other Uses,,
23,Other Uses Description,None known,
24,Cultivation Details,,
25,Cultivation Details Description,Succeeds in a sunny position in most well-drained moderately fertile soils[200]. The sub-species S. nemorensis fuchsii. (Gmel.)Celak. is the form used for food in Asia[177].,
26,Plant Propagation,"Seed - sow spring in a greenhouse and only just cover the seed. Make sure the compost does not dry out. Prick out the seedlings into individual pots when they are large enough to handle and plant them out in early summer if they have grown sufficiently. Otherwise, grow them on in the greenhouse or cold frame for their first winter and plant them out the following year after the last expected frosts. Division in spring[200]. Root cuttings in early spring[200].",
27,Other Names,If available other names are mentioned here,
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search",
29,Found In,Countries where the plant has been found are listed here if the information is available,
30,Weed Potencial Description,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.,
