,Attributes,Description
0,Latin Name,Mangifera indica
1,Common Name,"Mango, Bowen Mango"
2,Family,Anacardiaceae
3,USDA hardiness,10-12
4,Known Hazards,"In sensitive individuals, ingestion of the fruit or skin contact with the juice may cause a rash like that of poison ivy[303 ]. (Parts of plant are poisonous if ingested)"
5,Habitats,"A mid-canopy tree in humid tropical forests, usually growing in the more open, secondary formations, at elevations usually below 500 metres, but occasionally ascending to 1,700 metres[307 , 653 ]."
6,Range,"E. Asia - Indian subcontinent, Myanmar."
7,Edibility Rating,(5 of 5)
8,Other Uses,(3 of 5)
9,Weed Potential,No
10,Medicinal Rating,(3 of 5)
11,Care (info),"Tender,Moist Soil,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/Mangifera indica_Jacquin.JPEG, https://pfaf.org/../Admin/PlantImages/Mangifera indica5_Low_Resolution.JPEG"
13,Summary,"Mangifera indica, otherwise known as Mango, is a popular fruit tree and the national tree of Bangladesh. It is large and evergreen growing up to 45 m in height and 120 cm in bole diameter. The canopy is umbrella-shaped and spreading. It has a taproot system that can be up to 5 m deep. It is commonly grown in East Asia. Mango fruit is the national fruit of India, Pakistan, and the Philippines. One of the most popular fruits worldwide, it can be eaten raw, processed into juice, jams, candies, etc., or dried and ground into powder. The seeds are sources of starch and edible fat. Young leaves are cooked as a vegetable. Mango has medicinal uses as well. Generally, it is anti-diuretic, antidiarrheal, and antiemetic. Plant parts are used in the treatment of various conditions such as high blood pressure, angina, asthma, coughs, diabetes, dental problems, skin problems, colds, diarrhea, bleeding piles, dysentery, scorpion stings, hemorrhage, stomach pain, etc. The bark and leaves yield yellowish-brown dye used for silk. The flowers are used to repel mosquitos. The wood is used for construction, furniture, carpentry, flooring, box and crates, etc. It is moderately heavy, moderately hard, not durable under exposed conditions, and susceptible to fungi, borers, and termites."
14,Physical Characteristics,"Mangifera indica is an evergreen Tree growing to 25 m (82ft) by 25 m (82ft) at a medium rate.  See above for USDA hardiness. It is hardy to UK zone 10 and is frost tender. The flowers are pollinated by Bees, Bats, Flies, Ants. The plant is self-fertile. It is noted for attracting wildlife.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils and prefers  well-drained soil. Suitable pH: mildly acid and neutral soils and  can grow in very acid and saline soils. It cannot grow in the shade. It prefers  moist soil and can tolerate drought. The plant can tolerates strong winds but not maritime exposure."
15,Synonyms,Mangifera amba Forsk. Mangifera domestica Gaertn. Mangifera gladiata Boj. Mangifera racemosa Boj. Ma
16,Plant Habitats,
17,Edible Parts,"Flowers: ,Fruit: ,Leaves: ,Seed: includes nuts, cereals, peas and beans."
18,Edible Uses,"Condiment: the various plants that are used as flavourings, either as herbs, spices or condiments.,Drink: not including plant saps, tea or coffee substitutes.,Tea: the various herb teas that can be used in place of tea, plus the genuine article."
19,Edible Uses Description,"TeaFruit - raw or cooked. One of the most popular fruits in the world, it is commonly eaten raw, is juiced and can also be prepared in a variety of ways such as in chutneys, jams, pickles etc[200 , 301 ]. The dried, unripe fruit is ground into a powder and used as a flavouring in Indian cuisine[301 ]. They are an ingredient of the spice mixture chat masala[301 ]. A variable fruit, ranging in colour from green through orange and yellow to red, it can be anything from 50g to 1.5kg in weight[296 ]. The fruit is usually 8 - 12cm long, but can be up to 30cm[303 ]. The fruit contains about 15% sugars, 0.5% protein and significant amounts of vitamins A, B and C[200 ]. The seeds are used in the preparation of dodol, or pudding[301 ]. A starch and an edible fat can be obtained from them[301 ]. The kernels are important as a famine food in India, but the astringency has to be removed by boiling, roasting and soaking them for a long time[303 ]. Flowers[301 ]. Young leaves[301 ]. Cooked as a vegetable[303 ]."
20,Medicinal Uses,"Anthelmintic: Expels parasites from the gut.,Antiasthmatic: Treats asthma.,Antidiarrhoeal: Provides symptomatic relief for diarrhoea. Also see Astringent.,Antihaemorrhoidal: Treats haemorrhoids (piles). This would probably be best added to another heading.,Antirheumatic: Treats rheumatism.,Antiscorbutic: A plant rich in vitamin C that is used to counteract scurvy.,Antitussive: Prevents or relieves coughing.,Aphrodisiac: Increases the sexual appetite.,Astringent: Produces contraction in living tissue, reducing the flow of secretions and discharges of blood, mucus, diarrhoea etc.,Diuretic: Acts on the kidneys, promoting the flow of urine.,Dysentery: Used in treating dysentery - an infection of the intestines that causes diarrhoea containing blood or mucus.,Hypotensive: Reduces blood pressure, it is used in the treatment of high blood pressure,Mouthwash: Treats problems such as mouth ulcers.,Odontalgic: Treats toothache (temporary measure only) and other problems of the teeth and gums.,Skin: Plants used in miscellaneous treatments for the skin.,Stimulant: Excites or quickens activity of the physiological processes. Faster acting than a tonic but differing from a narcotic in that it does not give a false sense of well-being.,Stings: Used in the treatment of stings and insect bites.,Styptic: An astringent that stops bleeding by contracting the blood vessels.,Vitamin C: Plants good for their vitamin C content"
