,Attributes,Description,age
0,Latin Name,Mimosa scabrella,
1,Common Name,"abaracaatinga, bracaatinga, bracatinga",
2,Family,Fabaceae,
3,USDA hardiness,10-12,
4,Known Hazards,None known,
5,Habitats,"Araucaria pine forests at higher elevations, where it is more common in secondary formations[419 ].",
6,Range,S. America - southern and eastern Brazil.,
7,Edibility Rating,(0 of 5),
8,Other Uses,(4 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(0 of 5),
11,Care (info),"Tender,Moist Soil,Wet Soil,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/Mimosa scabrella 1.JPEG, https://pfaf.org/../Admin/PlantImages/Mimosa scabrella 2.JPEG",
13,Summary,"Mimosa scabrella is a fast-growing tree reaching a height of up to 15 m and a trunk diameter of about 10 - 50 cm. It is a cross pollinating species and capable of fixing atmospheric nitrogen. It is used as a shade tree in coffee plantations and as green manure. The leaves are bipinnate and yellow green, forming a large, open, and rounded canopy. The white to yellow flowers are formed into clusters at the leaf bases. The seeds are small and brown. M. scabrella has many uses in paper production and honey production. Its wood is moderately heavy and hard, but of low durability. It is used mainly for veneers and boxes.",
14,Physical Characteristics,"Mimosa scabrella is a deciduous Tree growing to 10 m (32ft) by 12 m (39ft) at a fast rate. See above for USDA hardiness. It is hardy to UK zone 10. The flowers are pollinated by Bees. It can fix Nitrogen.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils, prefers  well-drained soil and can grow in nutritionally poor soil. Suitable pH: mildly acid and neutral soils and  can grow in very acid soils. It cannot grow in the shade. It prefers  moist or  wet soil. The plant is not wind tolerant.",
15,Synonyms,Mimosa bracaatinga Hoehne,
16,Plant Habitats,,
17,Edible Parts,,
18,Edible Uses,"Agroforestry Services: Nitrogen: Plants that contribute to nitrogen fixation include the legume family – Fabaceae.,Agroforestry Services: Understory legume: Legume vegetation, especially the trees and shrubs growing between the forest canopy and the forest floor.,Fodder: Pasture: Enclosed tracts of farmland mainly of grasses, with an interspersion of legumes and other forbs (non-grass herbaceous plants).,Management: Fodder: Non-destructive management systems maintaining the soil organic carbon.,Management: Hay: Cut to the ground and harvested annually. Non-destructive management systems maintaining the soil organic carbon.,Regional Crop: These crops have been domesticated and cultivated regionally but have not been adopted elsewhere and are typically not traded globally, Examples in this broad category include perennial cottons and many nuts and staple fruits.",
19,Edible Uses Description,,
20,Medicinal Uses,,
21,Medicinal Uses Description,Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.None known,
22,Other Uses,"Containers: Plants, such as gourds, that can be used as containers. Does not include baskets or containers made from wood.,Fencing: Plants that can be used for fencing.,Fuel: Usually wood, plant materials that have been mentioned as being a good fuel.,Pioneer: Plants, usually trees and shrubs, that can be used to reforest land.,Soil conditioner: Plants grown to improve the structure of the soil. See also Green manures.,Wood: A list of the trees and shrubs that are noted for having useful wood.",
23,Other Uses Description,"Agroforestry Uses: A natural pioneer species within its native range, it is fast-growing and also fixes atmospheric nitrogen. It can be used as part of a mixed planting in native reforestation projects[419 ]. The tree is used to provide shade in highland coffee plantations in Cameroon and Central America[303 ]. The tree sheds large quantities of nitrogen-rich leaves that decompose rapidly and form rich humus, whilst its attractive flowers make it a pleasant live fence[303 ]. Other Uses The heartwood is tinted a greyish-rose colour; the sapwood is pinkish. The texture is medium; the grain straight. The wood is hard, moderately heavy, of low durability under adverse circumstances, with a moderately rough surface without lustre. Hard to cut, the wood is used in house construction, indoor finishing, and mainly for veneers and boxes[419 ]. The wood makes a high-quality fuel, although charcoal made from it produces a large amount of ash[303 , 419 ].",
24,Cultivation Details,,
