,Attributes,Description,age
0,Latin Name,Ajuga australis,
1,Common Name,Australian Bugle,
2,Family,Lamiaceae or Labiatae,
3,USDA hardiness,5-9,
4,Known Hazards,None known,
5,Habitats,"Most habitats, especially in open forests, in sandy soils in the montane zone[152, 154].",
6,Range,"E. Australia - New South Wales, Tasmania and Victoria.",
7,Edibility Rating,(0 of 5),
8,Other Uses,(3 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(1 of 5),
11,Care (info),"Fully Hardy,Well drained soil,Moist Soil,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/AjugaAustralis.jpg, https://pfaf.org/../Admin/PlantImages/noplantimage2.JPG",
13,Summary,,
14,Physical Characteristics,"Ajuga australis is an evergreen Perennial growing to 0.2 m (0ft 8in).  See above for USDA hardiness. It is hardy to UK zone 6. It is in leaf all year. The species is hermaphrodite (has both male and female organs).  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils and prefers  well-drained soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It cannot grow in the shade. It prefers dry or  moist soil.",
15,Synonyms,,
16,Plant Habitats,Woodland Garden Dappled Shade; Ground Cover;,
17,Edible Uses Description,None known,
18,Medicinal Uses,Salve: Soothes and heals damaged skin.,
19,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.SalveThe leaves are used as a salve for wounds[238] and also in the treatment of boils and sores[152, 238].",
20,Other Uses,,
21,Other Uses Description,Plants can be used for ground cover[200].,
22,Cultivation Details,,
23,Cultivation Details Description,"Prefers a humus-rich, moisture retentive soil and a sunny position[200]. Easily grown in the rock garden[1], it spreads rapidly by root suckers[157].",
24,Plant Propagation,Seed - sow spring or autumn in the open border[1]. Division in spring.,
25,Other Names,If available other names are mentioned here,
26,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search",
27,Found In,Countries where the plant has been found are listed here if the information is available,
28,Weed Potencial Description,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.,
