,Attributes,Description,age
0,Latin Name,Marah fabaceus,
1,Common Name,"Bigroot, California manroot",
2,Family,Cucurbitaceae,
3,USDA hardiness,7-10,
4,Known Hazards,The root is said to be poisonous to fish[257]. We have no reports as to whether or not it is toxic to mammals[K].,
5,Habitats,Banks and slopes below 750 metres in coastal strand and mixed evergreen forests[71].,
6,Range,South-western N. America - California.,
7,Edibility Rating,(1 of 5),
8,Other Uses,(1 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(0 of 5),
11,Care (info),"Frost Hardy,Moist Soil,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/MarahFabaceus.jpg, https://pfaf.org/../Admin/PlantImages/MarahFabaceus2.jpg",
13,Summary,,
14,Physical Characteristics,"Marah fabaceus is a PERENNIAL CLIMBER growing to 6 m (19ft 8in).  See above for USDA hardiness. It is hardy to UK zone 8.  It is in flower from July to September. The species is monoecious (individual flowers are either male or female, but both sexes can be found on the same plant) and is pollinated by Insects. The plant is self-fertile.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils and prefers  well-drained soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It cannot grow in the shade. It prefers  moist soil.",
15,Synonyms,Echinocystis fabacea. Naudin.,
16,Plant Habitats,Woodland Garden Sunny Edge; Dappled Shade;,
17,Edible Parts,Leaves: ,
18,Edible Uses,,
19,Edible Uses Description,"Used as a vegetable[177]. We do not know if the fruit, root or the leaves are used[K].",
20,Medicinal Uses,,
21,Medicinal Uses Description,Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.None known,
22,Other Uses,"Hair: Plants used as hair shampoos, tonics, to treat balding etc.",
23,Other Uses Description,"The crushed seeds, mixed with oil, have been rubbed on the hair to prevent baldness[257].",
24,Cultivation Details,,
25,Cultivation Details Description,"Requires a rich soil and abundant moisture[1]. This species is not hardy in the colder areas of the country, it tolerates temperatures down to between -5 and -10°c[200]. A climbing plant, supporting itself by means of tendrils[219].",
26,Plant Propagation,Seed - sow early spring in pots of rich soil in a greenhouse. Germination usually takes place within 1 - 2 weeks at 20°c. Put 2 or 3 seeds in each pot and thin to the best plant. Grow on fast and plant out after the last expected frosts.,
27,Other Names,If available other names are mentioned here,
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search",
29,Found In,Countries where the plant has been found are listed here if the information is available,
30,Weed Potencial Description,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.,
