,Attributes,Description
0,Latin Name,Stachys officinalis
1,Common Name,"Wood Betony, Common hedgenettle, Betony, Woundwort"
2,Family,Lamiaceae or Labiatae
3,USDA hardiness,5-10
4,Known Hazards,None known
5,Habitats,"Grassland, hedgebanks, heath and open woods, avoiding calcareous soils[9, 17]."
6,Range,"Europe, including Britain, south and east from Sweden to Spain, Italy, Greece and the Caucasus."
7,Edibility Rating,(1 of 5)
8,Other Uses,(2 of 5)
9,Weed Potential,No
10,Medicinal Rating,(2 of 5)
11,Care (info),"Fully Hardy,Moist Soil,Semi-shade,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/StachysOfficinalis.jpg, https://pfaf.org/../Admin/PlantImages/StachysOfficinalis2.jpg"
13,Summary,"Bloom Color: Pink, Purple. Main Bloom Time: Early summer, Late summer, Late spring, Mid summer, Mid spring. Form: Rounded."
14,Physical Characteristics,"Stachys officinalis is a PERENNIAL growing to 0.6 m (2ft) by 0.5 m (1ft 8in) at a fast rate. See above for USDA hardiness. It is hardy to UK zone 5 and is not frost tender.  It is in flower from June to September, and the seeds ripen from July to October. The species is hermaphrodite (has both male and female organs) and is pollinated by Bees. It is noted for attracting wildlife.  Suitable for: light (sandy) and medium (loamy) soils, prefers  well-drained soil and can grow in heavy clay soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It can grow in  semi-shade (light woodland) or no shade. It prefers  moist soil."
15,Synonyms,S. betonica. Benth. Betonica officinalis.
16,Plant Habitats,Woodland Garden Sunny Edge; Dappled Shade; Shady Edge; Hedgerow;
17,Edible Parts,
18,Edible Uses,"Tea: the various herb teas that can be used in place of tea, plus the genuine article."
19,Edible Uses Description,"The leaves and flowering tops make a good tea substitute. Refreshing and aromatic[21, 100, 183], it has all the good qualities of tea without the negative ones[4]."
20,Medicinal Uses,"Anthelmintic: Expels parasites from the gut.,Antiseptic: Preventing sepsis, decay or putrefaction, it destroys or arrests the growth of micro-organisms.,Astringent: Produces contraction in living tissue, reducing the flow of secretions and discharges of blood, mucus, diarrhoea etc.,Carminative: Reduces flatulence and expels gas from the intestines.,Cathartic: A strong laxative but less violent than a purgative.,Cholagogue: Increases the flow of bile and its discharge from the body.,Digestive: Aids digestion.,Diuretic: Acts on the kidneys, promoting the flow of urine.,Emetic: Induces vomiting.,Emmenagogue: Promotes or increases the menstrual flow. In early stages of pregnancy it can induce an abortion.,Expectorant: Clears phlegm from the chest by inducing coughing.,Homeopathy: A plant used in homeopathic treatments.,Nervine: Stimulates and calms the nerves.,Sedative: Gently calms, reducing nervousness, distress and irritation.,Sternutatory: Promotes sneezing and nasal discharges.,Tonic: Improves general health. Slower acting than a stimulant, it brings steady improvement.,Vulnerary: Promotes the healing of wounds."
