,Attributes,Description,age
0,Latin Name,Agathis macrophylla,
1,Common Name,Dakua,
2,Family,Araucariaceae,
3,USDA hardiness,10-12,
4,Known Hazards,None Known,
5,Habitats,"A dominant component of lowland subtropical and tropical forests at elevations of 5 - 1,150 metres[ 312 ].",
6,Range,"Southwest Pacific - Fiji, Vanuatu, Solomon Islands.",
7,Edibility Rating,(0 of 5),
8,Other Uses,(4 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(0 of 5),
11,Care (info),"Tender,Moist Soil,Full shade,Semi-shade,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/Agathis_macrophylla_Small.png, https://pfaf.org/../Admin/PlantImages/Agathis-macrophylla2.jpg",
13,Summary,"Agathis macrophylla, Dakua or Pacific kauri is a fast growing large tropical tree. It grows 40 m high with a trunk to 3 m across. An excellent commercial timber.",
14,Physical Characteristics,"Agathis macrophylla is an evergreen Tree growing to 30 m (98ft) by 8 m (26ft) at a fast rate. See above for USDA hardiness. It is hardy to UK zone 10 and is frost tender. The flowers are pollinated by Wind.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils, prefers  well-drained soil and can grow in nutritionally poor soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils and  can grow in very acid, very alkaline and saline soils. It can grow in full shade (deep woodland) semi-shade (light woodland) or no shade. It prefers  moist soil. The plant can tolerate maritime exposure.",
15,Synonyms,Abies dammara (Lamb.) Poir. Agathis alba (Rumph. ex Hassk.) Foxw. Agathis celebica (Koord.) Warb. Ag,
16,Plant Habitats,,
17,Edible Uses Description,None Known,
18,Medicinal Uses,,
19,Medicinal Uses Description,Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.None Known,
