,Attributes,Description
0,Latin Name,Mammea americana
1,Common Name,"Mammee Apple, Mammey"
2,Family,Clusiaceae
3,USDA hardiness,10-12
4,Known Hazards,"The bitter tasting seeds in the fruit are poisonous to fish, chicks and some insects[200 ].(Seed is poisonous if ingested)"
5,Habitats,"Within its natural range, mammee is most frequently found in semi-cultivation or in areas that have been disturbed[303 ]."
6,Range,Northern S. America to the Caribbean.
7,Edibility Rating,(4 of 5)
8,Other Uses,(3 of 5)
9,Weed Potential,No
10,Medicinal Rating,(2 of 5)
11,Care (info),"Tender,Moist Soil,Semi-shade,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/Mammea americana6_Low_Resolution.JPEG, https://pfaf.org/../Admin/PlantImages/Mammea_americana_small.JPEG"
13,Summary,"Mammea americana, commonly known as Mammee Apple, Mammee, Mamey, Mamey Apple, Santo Domingo Apricot, tropical Apricot, or South American Apricot, is an 18 - 21 m tall tree with a short trunk that reaches a diameter of 1.2 m. It is heavily branched and has a highly dense oval crown. The leaves are dark green, opposite, and leathery. The flowers are white and fragrant, with 4 or 6 petals. Mammee apple fruit is a round berry, with a brown or gray brown thick rind. It has a thick flesh with flavor similar to that of apricot’s. It can be eaten raw or made into dessert. An alcoholic drink is fermented from the sap of the tree. Mammee apple is also used medicinally particularly in the treatment of scalp infections, diarrhea, and digestive and eye problems. The bark contains tannins. It also contains a pale yellow latex that is used as an insecticide. However, other plant parts also contain insecticidal properties. The wood is hard, strong, and heavy; it used for cabinet work, pillars, turnery, and posts. It can also be used for fuel. Propagation is through seed or grafting."
14,Physical Characteristics,"Mammea americana is an evergreen Tree growing to 18 m (59ft) by 16 m (52ft) at a medium rate.  See above for USDA hardiness. It is hardy to UK zone 10 and is frost tender. It is noted for attracting wildlife.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils and can grow in heavy clay soil. Suitable pH: mildly acid and neutral soils and  can grow in very acid and saline soils. It can grow in  semi-shade (light woodland) or no shade. It prefers  moist soil and can tolerate drought. The plant can tolerates strong winds but not maritime exposure."
15,Synonyms,
16,Plant Habitats,
17,Edible Parts,"Flowers: ,Fruit: "
18,Edible Uses,"Sap: usually of trees and usually but not always used as a drink.,Drink: not including plant saps, tea or coffee substitutes.,Gum: can be chewed as a chewing gum or can often be used as a sweetener or thickening agent in foods.,Pectin: a substance that is used to thicken jams etc and as a culture medium in laboratories."
19,Edible Uses Description,"nFruit - raw or cooked. A firm, thick flesh with an aromatic flavour similar to apricots[200 ]. A delicious fruit, it is used as a dessert and can also be made into jams, sauces, pies, tarts etc[301 , 307 ]. The flesh immediately surrounding the 2 - 4 seeds in the fruit is bitter[307 ]. The fruit is rich in pectin and therefore makes good preserves, these taste remarkably like apricot preserves[200 , 301 ]. The immature green fruit is high in pectin and can be added to pectin-low fruits when making jellies, jams etc[301 ]. The light brown fruit is a globose to irregular berry, 10 - 20cm in diameter[418 ]. The fruits can be as large as a child's head and weigh up to 2 kilos[200 , 303 ]. A liqueur is distilled from the fragrant flowers[46 , 301 ]. An alcoholic drink is fermented from the sap of the tree[301 ]."
20,Medicinal Uses,"Anthelmintic: Expels parasites from the gut.,Antidiarrhoeal: Provides symptomatic relief for diarrhoea. Also see Astringent.,Digestive: Aids digestion.,Febrifuge: Reduces fevers.,Skin: Plants used in miscellaneous treatments for the skin.,Tonic: Improves general health. Slower acting than a stimulant, it brings steady improvement."
