,Attributes,Description,age
0,Latin Name,Nicotiana rustica,
1,Common Name,"Wild Tobacco, Aztec tobacco",
2,Family,Solanaceae,
3,USDA hardiness,7-10,
4,Known Hazards,All parts of the plant are poisonous[200].,
5,Habitats,"The original habitat is obscure. Plants are naturalized in Eastern N. America where they grow in waste places, open areas etc[192].",
6,Range,S. America - Ecuador to Bolivia.,
7,Edibility Rating,(0 of 5),
8,Other Uses,(3 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(2 of 5),
11,Care (info),"Frost Hardy,Moist Soil,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/NicotianaRustica.jpg, https://pfaf.org/../Admin/PlantImages/NicotianaRustica2.jpg",
13,Summary,,
14,Physical Characteristics,"Nicotiana rustica is a ANNUAL growing to 1.5 m (5ft).  See above for USDA hardiness. It is hardy to UK zone 8 and is frost tender.  It is in flower from July to September. The species is hermaphrodite (has both male and female organs) and is pollinated by Lepidoptera (Moths & Butterflies).  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils and prefers  well-drained soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It cannot grow in the shade. It prefers  moist soil.",
15,Synonyms,,
16,Plant Habitats,Cultivated Beds;,
17,Edible Uses Description,None known,
18,Medicinal Uses,"Antispasmodic: Relaxes muscular spasms and cramps, calming nervous irritation.,Emetic: Induces vomiting.,Narcotic: Relieves pain, induces drowsiness and gives a sense of well-being.,Sedative: Gently calms, reducing nervousness, distress and irritation.",
19,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Antispasmodic  Emetic  Narcotic  SedativeAll parts of the plant contain nicotine which is a strong narcotic[192]. The leaves are antispasmodic, cathartic, emetic, narcotic and sedative[240, 257]. They are used externally as a poultice and a wash in the treatment of rheumatic swelling, skin diseases and scorpion stings[240].",
20,Other Uses,Insecticide: Kills insects.,
21,Other Uses Description,"All parts of the plant contain nicotine, this has been extracted and used as an insecticide. The dried leaves can also be used, they remain effective for 6 months after drying[169]. The leaves have also been dried and then chewed as a stimulant or made into snuff for sniffing, or smoked. This species is more potent than N. tabacum (the species normally cultivated for cigarettes). Dynamic accumulator.",
22,Cultivation Details,,
23,Cultivation Details Description,"Prefers a well-drained deep rich moist soil in a sunny position[1, 200]. This plant was formerly cultivated for its use as an insecticide but it has now been largely replaced by N. tabacum[46, 50, 200]. Plants require more than 14 hours daylight per day in order to induce flowering[169].",
24,Plant Propagation,"Seed - surface sow in a warm greenhouse about 10 weeks before the last expected spring frosts. The seed usually germinates in 10 - 20 days at 20°c. Keep the soil moist and pot up as soon as the plants are big enough to handle, planting them out after the last expected frosts.",
25,Other Names,If available other names are mentioned here,
26,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search",
27,Found In,Countries where the plant has been found are listed here if the information is available,
28,Weed Potencial Description,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.,
