,Attributes,Description
0,Latin Name,Guiera senegalensis
1,Common Name,"Moshi medicine, guier du Senegal"
2,Family,Combretaceae
3,USDA hardiness,10-12
4,Known Hazards,None known
5,Habitats,"(Degraded) savannah, savannah forests, forest on fallow land (abandoned farms); light dry soils, sandy or rocky; at elevations from 945 - 1,020 metres[328 ]."
6,Range,Tropical Africa - drier areas from Senegal to Sudan.
7,Edibility Rating,(1 of 5)
8,Other Uses,(4 of 5)
9,Weed Potential,No
10,Medicinal Rating,(4 of 5)
11,Care (info),"Tender,Well drained soil,Moist Soil,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/Guiera senegalensis 1.JPEG, https://pfaf.org/../Admin/PlantImages/Guiera senegalensis 2.JPEG"
13,Summary,"Guiera senegalensis is an evergreen flowering shrub usually growing 1 - 3 m in height commonly found in tropical Africa. The bark is gray. The branches are softly hairy. The flowers are yellowish green and are in round heads. The leaves are gray-green and oval. The leaves are known as a ?cure-all? and used for the treatment of a wide range of conditions. The twigs are chewed for symptomatic relief of scorpion stings. The roots can be powdered and/or boiled and used for relief from diarrhea and dysentery. The fruits are used for hiccups. The plant is a source of 3,4,5-Tri-O-galloylquinic acid, a hydrolysable tannin classified as a natural product with anti-HIV activity and a DNA polymerase inhibitor. Also, the plant is a pioneer species and is often found growing on very poor and degraded land. The bark produces gum. The thin branches are used for baskets and mats. The roots are used asa chew sticks and toothpicks. The smoke from burning branches repel flies. The wood is commonly used for the framework of wells, bed post, etc."
14,Physical Characteristics,"Guiera senegalensis is an evergreen Shrub growing to 2.5 m (8ft) by 2.5 m (8ft) at a slow rate. See above for USDA hardiness. It is hardy to UK zone 10.  Suitable for: light (sandy) and medium (loamy) soils, prefers  well-drained soil and can grow in nutritionally poor soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It cannot grow in the shade. It prefers dry or  moist soil and can tolerate drought."
15,Synonyms,Guiera glandulosa Sm.
16,Plant Habitats,
17,Edible Parts,
18,Edible Uses,Gum: can be chewed as a chewing gum or can often be used as a sweetener or thickening agent in foods.
19,Edible Uses Description,The leaves are also used to curdle milk.
