,Attributes,Description,age
0,Latin Name,Euonymus alatus apterus,
1,Common Name,Winged Spindle Tree,
2,Family,Celastraceae,
3,USDA hardiness,3-7,
4,Known Hazards,"Although no records of toxicity have been seen for this species, a number of plants in this genus are suspected of being poisonous and so some caution is advised.",
5,Habitats,Thickets and woods in lowland and mountains all over Japan.,
6,Range,E. Asia - Japan.,
7,Edibility Rating,(1 of 5),
8,Other Uses,(0 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(2 of 5),
11,Care (info),"Fully Hardy,Well drained soil,Moist Soil,Semi-shade,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/noplantimage1.JPG, https://pfaf.org/../Admin/PlantImages/noplantimage2.JPG",
13,Summary,,
14,Physical Characteristics,"Euonymus alatus apterus is a deciduous Shrub growing to 2 m (6ft) by 3 m (9ft).  See above for USDA hardiness. It is hardy to UK zone 3.  It is in flower from July to August, and the seeds ripen in October. The species is hermaphrodite (has both male and female organs) and is pollinated by Insects.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils and prefers  well-drained soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils and can grow in very alkaline soils. It can grow in  semi-shade (light woodland) or no shade. It prefers dry or  moist soil.",
15,Synonyms,,
16,Plant Habitats,Woodland Garden Sunny Edge; Dappled Shade; Hedge;,
17,Edible Parts,"Fruit: ,Leaves: ",
18,Edible Uses,"Tea: the various herb teas that can be used in place of tea, plus the genuine article.",
19,Edible Uses Description,"Young leaves, boiled[105, 177]. The fruit may be edible[105, 177]. No further details. The fruit is about 8mm in diameter[200]. These reports of edibility should be treated with some caution, see the notes above on toxicity. The flowers are a tea substitute[178].",
20,Medicinal Uses,"Anodyne: Relieves pain, it is milder than an analgesic.,Anthelmintic: Expels parasites from the gut.,Antiphlogistic: Reduces inflammation.,Astringent: Produces contraction in living tissue, reducing the flow of secretions and discharges of blood, mucus, diarrhoea etc.,Blood tonic: Is this any different to a blood purifier?,Carminative: Reduces flatulence and expels gas from the intestines.,Emmenagogue: Promotes or increases the menstrual flow. In early stages of pregnancy it can induce an abortion.",
21,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Anodyne  Anthelmintic  Antiphlogistic  Astringent  Blood tonic  Carminative  EmmenagogueAnodyne, anthelmintic, antiphlogistic, astringent[178]. The stem and branches are alterative, analgesic, anthelmintic, anticoagulant, antipruritic, blood tonic, carminative, emmenagogue and purgative[147, 218]. A decoction is used in the treatment of 'cold' headache, general body aches, pruritis, irregular menstruation and other gynaecological diseases[147]. Plants contain the anticancer compound dulcitol[218].",
22,Other Uses,"Hedge: Plants that can be grown as hedges.,Hedge: Plants that can be grown as hedges.",
23,Other Uses Description,None known,
24,Cultivation Details,,
25,Cultivation Details Description,"Thrives in almost any well-drained soil, including chalk, it is particularly suited to dry shaded areas[200]. Prefers a well-drained loamy soil[1]. A very ornamental plant[1].",
26,Plant Propagation,"Seed - best sown as soon as it is ripe in a cold frame. Stored seed requires 8 - 12 weeks warm followed by 8 - 16 weeks cold stratification and can then be sown in a cold frame[78, 98]. When they are large enough to handle, prick the seedlings out into individual pots and grow them on in the greenhouse for at least their first winter. Plant them out into their permanent positions in late spring or early summer, after the last expected frosts. Cuttings of half-ripe wood, 5 - 8cm long taken at a node or with a heel, July/August in a frame. Very easy[200].",
27,Other Names,If available other names are mentioned here,
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search",
29,Found In,Countries where the plant has been found are listed here if the information is available,
30,Weed Potencial Description,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.,
