,Attributes,Description
0,Latin Name,Malpighia emarginata
1,Common Name,"Acerola, Barbados Cherry"
2,Family,Malpighiaceae
3,USDA hardiness,10-12
4,Known Hazards,None known
5,Habitats,Not known
6,Range,C. America - Mexico to northern S. America and the Caribbean.
7,Edibility Rating,(4 of 5)
8,Other Uses,(2 of 5)
9,Weed Potential,No
10,Medicinal Rating,(0 of 5)
11,Care (info),"Tender,Moist Soil,Semi-shade,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/Malpighia emarginata 1.JPEG, https://pfaf.org/../Admin/PlantImages/Malpighia emarginata 2.JPEG"
13,Summary,"Malpighia emarginata or also known in various names such as acerola, Barbados cherry, West Indian cherry, and wild crepe myrtle is an evergreen shrub or small tree with a short bole and spreading branches. It usually grows about 2-3 m in height. The branches are brittle. The leaves are simple ovate-lanceolate, opposite, and with small hairs. The flowers are bisexual with five pink or red petals. The fruits are bright red drupes, juicy, and has high vitamin C content making the fruits taste sour. The fruits are edible, usually eaten raw but also made into juices, baby food, jam, etc. Acerola is native to South America, southern Mexico, Puerto Rico, Brazil, and Central America. It is also grown as ornaments and for hedges."
14,Physical Characteristics,"Malpighia emarginata is an evergreen Shrub growing to 4 m (13ft) by 4 m (13ft) at a medium rate.  See above for USDA hardiness. It is hardy to UK zone 10 and is frost tender. It is noted for attracting wildlife.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils and prefers  well-drained soil. Suitable pH: mildly acid and neutral soils and  can grow in very acid and saline soils. It can grow in  semi-shade (light woodland) or no shade. It prefers  moist soil and can tolerate drought. The plant can tolerates strong winds but not maritime exposure."
15,Synonyms,Malpighia berteroana Spreng. Malpighia glabra Hort. Malpighia lanceolata Griseb. Malpighia punicifol
16,Plant Habitats,
17,Edible Parts,Fruit: 
18,Edible Uses,"Drink: not including plant saps, tea or coffee substitutes."
19,Edible Uses Description,"Fruit - raw or cooked[301 ]. The bright red fruit can range in flavour from sweet to somewhat acid[296 , 301 ]. As well as being eaten out of hand, they can also be stewed, made into juices, sauces, jellies, jams, wines or purees[301 , 317 ]. The fruits are very rich in vitamin C (1 - 4 g per 100 g juice)[296 , 317 ]. They are widely used in the preparation of vitamin tablets and other nutritional supplements[301 ]. The juice is added to other juices in order to improve their nutritional value[317 ]. Plants can produce 2 - 3 crops of fruit a year[296 ]."
20,Medicinal Uses,"Dysentery: Used in treating dysentery - an infection of the intestines that causes diarrhoea containing blood or mucus.,Vitamin C: Plants good for their vitamin C content"
21,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Dysentery  Vitamin CThe fruits are considered beneficial against liver problems, diarrhoea, dysentery, coughs and colds[303 ]. The bark exudes a gum that is recommended as a pectoral[348 ]. Known historically as a natural source of ascorbic acid (Vitamin C). Ascorbic acid levels in fresh acerola fruit are in the range of 1.5 to 4% by weight. A glass of acerola juice (180-ml) contains 35mg/ml of ascorbic acid the same as 14 litres of orange Juice."
22,Other Uses,
23,Other Uses Description,Agroforestry Uses: Grown as an edible hedge[317 ].
24,Cultivation Details,
25,Cultivation Details Description,"Easily grown in good soil and a sunny position[296 ]. Seedlings can fruit when only 2 - 3 years old but are not always of as good quality as their parents[296 ]. Flowering Time: Mid-Spring, Late Spring/Early Summer. Bloom Color: Pink. Spacing: 15-18 in. (38-45 cm) 18-24 in. (45-60 cm) 24-36 in. (60-90 cm) 36-48 in. (90-120 cm) 4-6 ft. (1.2-1.8 m) 6-8 ft. (1.8-2.4 m). Dwarf varieties are available with a compact habit growing to approx 1.5m (5ft)."
26,Plant Propagation,Seed - Cuttings
27,Other Names,If available other names are mentioned here
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search"
29,Found In,Countries where the plant has been found are listed here if the information is available
30,Weed Potencial,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.
