,Attributes,Description
0,Latin Name,Acer rubrum
1,Common Name,"Red Maple, Drummond's maple, Swamp Maple"
2,Family,Aceraceae
3,USDA hardiness,4-10
4,Known Hazards,None known
5,Habitats,"Usually found in swamps and uplands, it also occasionally grows on dry rocky hillsides and sand dunes[43, 82]."
6,Range,"Eastern N. America - Quebec to Florida, west to Texas, Minnesota and Ontario."
7,Edibility Rating,(3 of 5)
8,Other Uses,(3 of 5)
9,Weed Potential,Yes
10,Medicinal Rating,(1 of 5)
11,Care (info),"Fully Hardy,Moist Soil,Semi-shade,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/AcerRubrum.jpg, https://pfaf.org/../Admin/PlantImages/AcerRubrum2.jpg"
13,Summary,"Bloom Color: Red.Main Bloom Time: Early spring, Early winter, Late spring, Late winter, Mid spring, Mid winter. Form: Oval, Rounded, Upright or erect."
14,Physical Characteristics,"Acer rubrum is a deciduous Tree growing to 30 m (98ft 5in) at a fast rate. See above for USDA hardiness. It is hardy to UK zone 3.  It is in flower from March to April, and the seeds ripen from May to June. The species is hermaphrodite (has both male and female organs) and is pollinated by Wind.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils, prefers  well-drained soil and can grow in heavy clay soil. Suitable pH: mildly acid and neutral soils. It can grow in  semi-shade (light woodland) or no shade. It prefers  moist soil. It can tolerate atmospheric pollution."
15,Synonyms,
16,Plant Habitats,Woodland Garden Canopy;
17,Edible Parts,"Leaves: ,Seed: includes nuts, cereals, peas and beans."
18,Edible Uses,"Inner bark: the bark that is found just beneath the tough outer bark of trees and shrubs.,Sap: usually of trees and usually but not always used as a drink.,Sweetener: includes sugar substitutes."
19,Edible Uses Description,"ins sugar and this can be used as a drink or be concentrated into a syrup by boiling off the water[2, 11, 74, 159]. The syrup is used as a sweetener on many foods. This species only yields about half the quantity obtained from the sugar maple (A. saccharum)[4]. It makes a good maple syrup although the yield is comparatively small[183]. It can be harvested in late winter, the flow is best on warm sunny days following a frost. The best sap production comes from cold-winter areas with continental climates. Inner bark - cooked[105, 177]. It is dried, ground into a powder and then used as a thickening in soups etc or mixed with cereals when making bread[161]. Self-sown seedlings, gathered in early spring, are eaten fresh or dried for later use[213]. Seeds - cooked. The wings are removed and the seeds boiled then eaten hot[213]. The seed is very small, about 5mm long, and is produced in small clusters[K]."
20,Medicinal Uses,"Antispasmodic: Relaxes muscular spasms and cramps, calming nervous irritation.,Astringent: Produces contraction in living tissue, reducing the flow of secretions and discharges of blood, mucus, diarrhoea etc.,Dysentery: Used in treating dysentery - an infection of the intestines that causes diarrhoea containing blood or mucus.,Ophthalmic: Treats eye complaints."
21,Medicinal Uses Description,Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Antispasmodic  Astringent  Dysentery  OphthalmicThe bark has astringent properties and has been used as an application for sore eyes[4]. The inner bark was used according to one report[257]. An infusion of the bark has been used to treat cramps and dysentery[257].
22,Other Uses,"Basketry: Plant used in making baskets and other items such as chairs. Includes plants that are only used as an ornamental addition.,Companion: Companion planting is the careful placement of plants (especially vegetables and herbs) which have been shown to have beneficial effects on one another.,Dye: Plants that provide dyes.,Pioneer: Plants, usually trees and shrubs, that can be used to reforest land.,Preservative: For food, or for treating wood, ropes etc.,Wood: A list of the trees and shrubs that are noted for having useful wood."
23,Other Uses Description,"The leaves are packed around apples, rootcrops etc to help preserve them[18, 20]. The boiled inner bark yields a purple colour[4, 57, 82]. Mixed with lead sulphate this produces a black dye which can also be used as an ink[4]. The dye is dark blue according to another report[95]. The wood is used to make basket splints[257]. This species can successfully establish itself in recently cleared areas and partially open woodlands[229]. It can therefore be used as a pioneer species to speed the regeneration of woodland[K].  - not strong, close grained, hard, very heavy[46, 82, 227]. It weighs 38lb per cubic foot[227]. The grain of some old specimens is undulated, this gives beautiful effects of light and shade on polished surfaces[4]. The wood is commonly used for making furniture, turnery, pulp, etc[46, 82, 227]."
24,Cultivation Details,
