,Attributes,Description,age
0,Latin Name,Circaea lutetiana,
1,Common Name,"Enchanter's Nightshade, Broadleaf enchanter's nightshade",
2,Family,Onagraceae,
3,USDA hardiness,Coming soon,
4,Known Hazards,None known,
5,Habitats,"Woods and shady places on a moist, base-rich soil, throughout Britain to 360 metres[17].",
6,Range,"Most of Europe, including Britain, south and east to N. Africa and Iran.",
7,Edibility Rating,(0 of 5),
8,Other Uses,(0 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(1 of 5),
11,Care (info),"Moist Soil,Semi-shade",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/noplantimage1.JPG, https://pfaf.org/../Admin/PlantImages/noplantimage2.JPG",
13,Summary,,
14,Physical Characteristics,"Circaea lutetiana is a PERENNIAL growing to 0.7 m (2ft 4in).  It is in flower from June to August, and the seeds ripen from July to September. The species is hermaphrodite (has both male and female organs) and is pollinated by Diptera.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It can grow in  semi-shade (light woodland). It prefers  moist soil.",
15,Synonyms,,
16,Plant Habitats,Woodland Garden Sunny Edge; Dappled Shade; Shady Edge;,
17,Edible Uses Description,None known,
18,Medicinal Uses,,
19,Medicinal Uses Description,Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.The plant has been used as a treatment on wounds[257]. A compound infusion has been drunk and also used as a wash on injured parts of the body[257].,
20,Other Uses,,
21,Other Uses Description,None known,
22,Cultivation Details,,
23,Cultivation Details Description,"Prefers a moist soil and a position in partial shade, growing well in woodland conditions[200].",
24,Plant Propagation,"Seed - sow spring in situ if you have sufficient seed. Otherwise sow in pots in light shade in a cold frame, pricking the seedlings out into individual pots once they are large enough to handle. Plant out in the summer or the following spring.",
25,Other Names,If available other names are mentioned here,
26,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search",
27,Found In,Countries where the plant has been found are listed here if the information is available,
28,Weed Potencial Description,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.,
