,Attributes,Description,age
0,Latin Name,Geranium dissectum,
1,Common Name,"Cut-Leafed Cranesbill, Cutleaf geranium",
2,Family,Geraniaceae,
3,USDA hardiness,6-9,
4,Known Hazards,None known,
5,Habitats,"Cultivated and waste ground, grassland, hedgebanks etc to 375m[17].",
6,Range,"Most of Europe, including Britain, south to N. Africa and east to Iran.",
7,Edibility Rating,(1 of 5),
8,Other Uses,(2 of 5),
9,Weed Potential,Yes,
10,Medicinal Rating,(2 of 5),
11,Care (info),"Fully Hardy,Moist Soil,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/GeraniumDissectum.gif, https://pfaf.org/../Admin/PlantImages/GeraniumDissectum2.gif",
13,Summary,,
14,Physical Characteristics,"Geranium dissectum is a ANNUAL growing to 0.6 m (2ft).  See above for USDA hardiness. It is hardy to UK zone 7 and is not frost tender.  It is in flower from May to August. The species is hermaphrodite (has both male and female organs). The plant is self-fertile.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It cannot grow in the shade. It prefers  moist soil.",
15,Synonyms,,
16,Plant Habitats,Meadow; Hedgerow;,
17,Edible Parts,"Root: includes bulbs, corms, tubers, rhizomes etc.",
18,Edible Uses,,
19,Edible Uses Description,"Root - cooked. A famine food, used when all else fails[177].",
20,Medicinal Uses,"Antiseptic: Preventing sepsis, decay or putrefaction, it destroys or arrests the growth of micro-organisms.,Astringent: Produces contraction in living tissue, reducing the flow of secretions and discharges of blood, mucus, diarrhoea etc.,Cholera: Used in the treatment of cholera - an acute diarrheal illness caused by infection of the intestine with Vibrio cholerae bacteria.,Dysentery: Used in treating dysentery - an infection of the intestines that causes diarrhoea containing blood or mucus.,Styptic: An astringent that stops bleeding by contracting the blood vessels.,Tonic: Improves general health. Slower acting than a stimulant, it brings steady improvement.",
21,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Antiseptic  Astringent  Cholera  Dysentery  Styptic  TonicThe whole plant, but especially the roots, is rich in tannin[4]. It is antiseptic, highly astringent, styptic and tonic[4]. An infusion of the whole plant, or of the roots alone, is used in the treatment of diarrhoea (especially for children and the elderly), dysentery, cholera, gastro-enteritis, internal bleeding, excessive menstruation etc[4]. Externally, it is used in the treatment of purulent wounds, haemorrhoids, thrush, vaginal discharges, inflammations of the mouth etc[238]. It is best to harvest the roots as the plant comes into flower since they are then at their most active medicinally[4]. The leaves should be harvested before the plant sets seed[4]. Both are dried for later use[238].",
22,Other Uses,"Dye: Plants that provide dyes.,Tannin: An astringent substance obtaied from plants, it is used medicinally, as a dye and mordant, stabilizer in pesticide etc.",
23,Other Uses Description,A brown dye is obtained from the dry flowers[168]. The leaves and roots are rich in tannin[4].,
24,Cultivation Details,,
25,Cultivation Details Description,Succeeds in any moderately fertile retentive soil in a sunny position[200]. Tolerates a range of soil types[200]. Members of this genus are rarely if ever troubled by browsing deer or rabbits[233].,
26,Plant Propagation,"Seed - sow spring in a cold frame. When they are large enough to handle, prick the seedlings out into individual pots and plant them out in the summer.",
27,Other Names,If available other names are mentioned here,
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search",
29,Found In,Countries where the plant has been found are listed here if the information is available,
30,Weed Potencial Description,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.,
