,Attributes,Description
0,Latin Name,Nypa fruticans
1,Common Name,"Nipa Palm, Mangrove Palm"
2,Family,Arecaceae
3,USDA hardiness,11-12
4,Known Hazards,None known
5,Habitats,"Mangrove swamps, tidal areas in deep mud in swampy coastal lowland areas, growing in water or subject to tidal inundation[200 , 297 ]."
6,Range,"E. Asia - India, Malaysia, Indo-China to northern Australia."
7,Edibility Rating,(3 of 5)
8,Other Uses,(4 of 5)
9,Weed Potential,No
10,Medicinal Rating,(2 of 5)
11,Care (info),"Tender,Moist Soil,Wet Soil,Water Plants,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/Nypa fruticans 1.JPEG, https://pfaf.org/../Admin/PlantImages/Nypa fruticans 2.JPEG"
13,Summary,"Nipa Palm or Nypa fruticans, a native to the coastlines and estuarine habitats of the Indian and Pacific Oceans, is an unusual palm tree because its trunk grows beneath the ground and only its leaves and flower stalks grow above the surface. The trunk can reach up to 45 cm in diameter and the leaves can each be up to 6 m long.The inflorescence of this palm is globose and comprised of female flowers at the tip and male flowers at the lower branches. It is edible and also yields sugary sap used mainly to make alcoholic beverages, syrup, sugar, and vinegar. The seed is eaten raw; it is harvested when fruits are immature. Plant parts have medicinal uses and specifically used in traditional medicine to treat toothache, headache, ulcers, and centipede bites. The leaves are used for thatching and making baskets and mats, and considered to be of superior quality than coconut thatch. Nipa palm can be grown from seeds or by dividing off suckers."
14,Physical Characteristics,"Nypa fruticans is an evergreen Shrub growing to 5 m (16ft) by 5 m (16ft) at a medium rate.  See above for USDA hardiness. It is hardy to UK zone 10. The flowers are pollinated by Flies.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils and can grow in very alkaline and saline soils. It cannot grow in the shade. It prefers  moist or  wet soil and can grow in water."
15,Synonyms,Cocos nypa Lour. Nipa fruticans Thunb. Nipa litoralis Blanco
16,Plant Habitats,
17,Edible Parts,"Flowers: ,Seed: includes nuts, cereals, peas and beans."
18,Edible Uses,"Sap: usually of trees and usually but not always used as a drink.,Drink: not including plant saps, tea or coffee substitutes.,Sweetener: includes sugar substitutes."
19,Edible Uses Description,"eed - raw[301 ]. Harvested when the fruits are immature, the seed has a delicious creamy flavour[297 ]. The white endosperm of immature seeds is sweet and jelly-like, and is consumed as a snack[303 ]. The mature seeds are sometimes eaten, but are very hard[459 ]. A sugary sap is obtained from the inflorescence[46 , 297 ]. It is used mainly to make an alcoholic beverage, but also to make syrup, sugar and vinegar[297 ]. The inflorescence is cooked in the syrup obtained from the inflorescence to produce an energy-giving sweetmeat[301 ]."
20,Medicinal Uses,"Mouthwash: Treats problems such as mouth ulcers.,Odontalgic: Treats toothache (temporary measure only) and other problems of the teeth and gums.,Stings: Used in the treatment of stings and insect bites."
21,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Mouthwash  Odontalgic  StingsVarious parts of nipa palm are a source of traditional medicines (e.g. juice from young shoots is used against herpes, ash of burned nipa material against toothache and headache)[303 ]. The plant (part not specified) is used as a remedy for the bites of centipedes and as a cure for ulcers[459 ]."
22,Other Uses,"Basketry: Plant used in making baskets and other items such as chairs. Includes plants that are only used as an ornamental addition.,Broom: Used for sweeping the floor etc.,Fibre: Used for making cloth, rope, paper etc.,Roofing: Used to give a waterproof roof to buildings. See also Thatching.,Shelterbelt: Wind resistant plants than can be grown to provide shelter in the garden etc.,Soil stabilization: Plants that can be grown in places such as sand dunes in order to prevent erosion by wind, water or other agents.,Tannin: An astringent substance obtaied from plants, it is used medicinally, as a dye and mordant, stabilizer in pesticide etc.,Teeth: Plants used to clean and care for the teeth.,Thatching: Used for making thatched roofs.,Weaving: Items such as grass and palm leaves that are woven together for making mats, baskets etc. See also Basket making and Fibre."
