,Attributes,Description
0,Latin Name,Asclepias tuberosa
1,Common Name,"Pleurisy Root, Butterfly milkweed, Rolfs' milkweed, Indian Paintbrush"
2,Family,Asclepiadaceae
3,USDA hardiness,3-9
4,Known Hazards,"Although no specific reports have been seen for this species, many, if not all, members of this genus contain toxic resinoids, alkaloids and cardiac glycosides[274]. They are usually avoided by grazing animals[274]. The plant is poisonous if eaten in large quantities[20, 62]. Very large doses can cause diarrhoea and vomiting[268]."
5,Habitats,"Dry open sandy and gravelly soils and grassy places by the sides of roads[43, 187, 268]."
6,Range,"N. America - S. Ontario and New York to Minnesota, south to Florida and Colorado."
7,Edibility Rating,(3 of 5)
8,Other Uses,(4 of 5)
9,Weed Potential,No
10,Medicinal Rating,(3 of 5)
11,Care (info),"Fully Hardy,Well drained soil,Moist Soil,Semi-shade,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/AsclepiasTuberosa.jpg, https://pfaf.org/../Admin/PlantImages/AsclepiasTuberosa2.jpg"
13,Summary,"Bloom Color: Orange, Red, Yellow.Main Bloom Time: Early summer, Late summer, Mid summer. Form: Upright or erect."
14,Physical Characteristics,"Asclepias tuberosa is a PERENNIAL growing to 0.8 m (2ft 7in) by 0.5 m (1ft 8in) at a medium rate.  See above for USDA hardiness. It is hardy to UK zone 3.  It is in flower from July to September. The species is hermaphrodite (has both male and female organs) and is pollinated by Bees, insects, Lepidoptera (Moths & Butterflies).  Suitable for: light (sandy) and medium (loamy) soils and prefers  well-drained soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It can grow in  semi-shade (light woodland) or no shade. It prefers dry or  moist soil."
15,Synonyms,
16,Plant Habitats,Cultivated Beds;
17,Edible Parts,"Flowers: ,Leaves: ,Root: includes bulbs, corms, tubers, rhizomes etc.,Seedpod: things such as Okra, French and Runner beans.,Shoots: "
18,Edible Uses,"Oil: Oil,Oil: ,Sweetener: includes sugar substitutes."
19,Edible Uses Description,"hilst most parts of this plant have been used as food, some caution is advised since large doses can cause diarrhoea and vomiting - see the notes above on toxicity. Flower buds - cooked. They taste somewhat like peas[85]. Young shoots - cooked. An asparagus substitute[2, 4, 46, 85, 183]. The tips of older shoots are cooked like spinach[85]. Young seed pods - cooked. Harvested when 3 - 4 cm long and before the seed floss begins to form, they are very appetizing[2, 4, 21, 61, 85]. The flower clusters can be boiled down to make a sugary syrup[2, 4, 85, 183]. In hot weather the flowers produce so much nectar that it crystallises out into small lumps which can be eaten like sweets, they are delicious[K]. Root - cooked[2, 4, 46, 61, 85, 105]. A nutty flavour[165]. Some reports say that it is poisonous[183]. An edible oil is obtained from the seed[112]. The seed is very small, however, and commercial usage would not be very viable."
20,Medicinal Uses,"Antispasmodic: Relaxes muscular spasms and cramps, calming nervous irritation.,Carminative: Reduces flatulence and expels gas from the intestines.,Cathartic: A strong laxative but less violent than a purgative.,Diaphoretic: Induces perspiration.,Diuretic: Acts on the kidneys, promoting the flow of urine.,Dysentery: Used in treating dysentery - an infection of the intestines that causes diarrhoea containing blood or mucus.,Expectorant: Clears phlegm from the chest by inducing coughing.,Poultice: A moist, usually warm or hot, mass of plant material applied to the skin in the treatment of burns etc.,Tonic: Improves general health. Slower acting than a stimulant, it brings steady improvement.,Vasodilator: Widens the blood vessels, thereby reducing blood pressure."
21,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Antispasmodic  Carminative  Cathartic  Diaphoretic  Diuretic  Dysentery  Expectorant  Poultice  Tonic  VasodilatorPleurisy root is a bitter, nutty-flavoured tonic herb that increases perspiration, relieves spasms and acts as an expectorant[238]. It was much used by the North American Indians and acquired a reputation as a heal-all amongst the earlier white settlers[254, 257]. Its main use in present day herbalism is for relieving the pain and inflammation of pleurisy[254]. The root is antispasmodic, carminative, mildly cathartic, diaphoretic, diuretic, expectorant, tonic and vasodilator[4, 21, 46, 165]. The root was very popular as a medicinal herb for the treatment of a range of lung diseases, it was considered especially useful as an expectorant[4, 213, 254]. It has never been scientifically examined and warrants further investigation[213]. It has also been used internally with great advantage in the treatment of diarrhoea, dysentery, rheumatism etc[4]. Use with caution[21], This remedy should not be prescribed for pregnant women[238]. See also the notes above on toxicity. The root is harvested in the autumn and can be used fresh or dried[238]. A poultice of the dried, powdered roots is used in the treatment of swellings, bruises, wounds, ulcers, lameness etc[222, 238, 268]."
22,Other Uses,"Fibre: Used for making cloth, rope, paper etc.,Latex: A source of rubber.,Oil: Vegetable oils have many uses, as lubricants, lighting, soap and paint making, waterproofing etc. This does not include the edible oils unless they are also mentioned as having other uses.,Pollution: Plants used to combat pollution.,Stuffing: Used in making soft toys, mattresses, pillows etc."
