,Attributes,Description,age
0,Latin Name,Bromus rigidus,
1,Common Name,Ripgut Brome,
2,Family,Poaceae or Gramineae,
3,USDA hardiness,6-9,
4,Known Hazards,None known,
5,Habitats,"Waste places on sandy shores in the Channel Islands, a casual in other parts of Britain[17].",
6,Range,"Southern and western Europe, including Britain, to N. Africa.",
7,Edibility Rating,(1 of 5),
8,Other Uses,(0 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(0 of 5),
11,Care (info),"Fully Hardy,Well drained soil,Moist Soil,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/BromusRigidus.jpg, https://pfaf.org/../Admin/PlantImages/BromusRigidus2.jpg",
13,Summary,,
14,Physical Characteristics,"Bromus rigidus is a ANNUAL growing to 1 m (3ft 3in).  See above for USDA hardiness. It is hardy to UK zone 7.  It is in flower from May to June. The species is hermaphrodite (has both male and female organs) and is pollinated by Wind, Cleistogomy (self-pollinating without flowers ever opening). The plant is self-fertile.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils, prefers  well-drained soil and can grow in nutritionally poor soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It cannot grow in the shade. It prefers dry or  moist soil and can tolerate drought. The plant can tolerates strong winds but not maritime exposure.",
15,Synonyms,Anisantha rigidus. (Roth.)Hyl. B. diandrus. Roth.,
16,Plant Habitats,Cultivated Beds;,
17,Edible Parts,"Seed: includes nuts, cereals, peas and beans.",
18,Edible Uses,,
19,Edible Uses Description,"Seed[161, 177]. Used as a piñole, or dried then ground into a powder and mixed with water to make a gruel[257]. The seed is small and would be rather fiddly to use[K].",
20,Medicinal Uses,,
21,Medicinal Uses Description,Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.None known,
22,Other Uses,,
23,Other Uses Description,None known,
24,Cultivation Details,,
25,Cultivation Details Description,"Succeeds in ordinary well-drained garden soil in a sunny position[138, 200]. The plant has cleistogamous flowers, these flowers do not open but produce seed by means of self-fertilization.",
26,Plant Propagation,Seed - sow spring or autumn in situ and only just cover. Germination should take place within 2 weeks.,
27,Other Names,If available other names are mentioned here,
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search",
29,Found In,Countries where the plant has been found are listed here if the information is available,
30,Weed Potencial Description,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.,
