,Attributes,Description
0,Latin Name,Tilia platyphyllos
1,Common Name,"Large Leaved Lime, Largeleaf linden, Bigleaf Linden"
2,Family,Tiliaceae
3,USDA hardiness,4-6
4,Known Hazards,"If the flowers used for making tea are too old, they may produce symptoms of narcotic intoxication[4]."
5,Habitats,Woods on good calcareous or base rich soils[17].
6,Range,"Europe, from Britain and Belgium south and east to Spain, Crimea, Caucasus and W. Asia."
7,Edibility Rating,(5 of 5)
8,Other Uses,(4 of 5)
9,Weed Potential,No
10,Medicinal Rating,(3 of 5)
11,Care (info),"Fully Hardy,Moist Soil,Semi-shade,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/TiliaPlatyphyllos.jpg, https://pfaf.org/../Admin/PlantImages/TiliaPlatyphyllos2.jpg"
13,Summary,"Bloom Color: Yellow. Main Bloom Time: Early summer, Late summer, Mid summer. Form: Oval, Pyramidal."
14,Physical Characteristics,"Tilia platyphyllos is a deciduous Tree growing to 30 m (98ft) by 20 m (65ft) at a medium rate.  See above for USDA hardiness. It is hardy to UK zone 5 and is not frost tender.  It is in flower from June to July, and the seeds ripen in October. The species is hermaphrodite (has both male and female organs) and is pollinated by Bees. It is noted for attracting wildlife.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils and prefers  well-drained soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It can grow in  semi-shade (light woodland) or no shade. It prefers  moist soil."
15,Synonyms,T. grandifolia. T. officinarum. pro parte.
16,Plant Habitats,Woodland Garden Canopy;
17,Edible Parts,Leaves: 
18,Edible Uses,"Sap: usually of trees and usually but not always used as a drink.,Chocolate: substitutes for chocolate, that is.,Tea: the various herb teas that can be used in place of tea, plus the genuine article."
19,Edible Uses Description,"oung leaves - raw. A delicious addition to salads and sandwiches, the young leaves are mild and tender with a somewhat mucilaginous texture[K]. A very acceptable chocolate substitute can be made from a paste of the ground-up flowers and immature fruit. Trials on marketing the product failed because the paste is very apt to decompose[2, 115]. A popular herb tea is made from the flowers, it has a sweet, fragrant pleasant flavour. Some caution is advised, see notes above on toxicity. Sap - harvested in the spring, it is sweet and can be used as a drink or concentrated into a syrup[4]."
20,Medicinal Uses,"Antispasmodic: Relaxes muscular spasms and cramps, calming nervous irritation.,Diaphoretic: Induces perspiration.,Diuretic: Acts on the kidneys, promoting the flow of urine.,Expectorant: Clears phlegm from the chest by inducing coughing.,Hypotensive: Reduces blood pressure, it is used in the treatment of high blood pressure,Laxative: Stimulates bowel movements in a fairly gentle manner.,Sedative: Gently calms, reducing nervousness, distress and irritation."
21,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Antispasmodic  Diaphoretic  Diuretic  Expectorant  Hypotensive  Laxative  SedativeLime flowers are a popular domestic remedy for a number of ailments, especially in the treatment of colds and other ailments where sweating is desirable[9]. A tea made from the fresh or dried flowers is antispasmodic, diaphoretic, expectorant, hypotensive, laxative and sedative[4, 9, 13, 226, 238]. Lime flower tea is also used internally in the treatment of indigestion, hypertension, hardening of the arteries, hysteria, nervous vomiting or palpitation[4, 238]. The flowers are harvested commercially and often sold in health shops etc[226]. Lime flowers are said to develop narcotic properties as they age and so they should only be harvested when freshly opened[238]. A charcoal made from the wood is used in the treatment of gastric or dyspeptic disturbances and is also made into a powder then applied to burns or sore places[4]. It is also quite an effective vasodilator[7]."
