,Attributes,Description
0,Latin Name,Patrinia triloba
1,Common Name,
2,Family,Valerianaceae
3,USDA hardiness,Coming soon
4,Known Hazards,None known
5,Habitats,"Grassy places in the mountains of C. Japan[58, 187]."
6,Range,E. Asia - Japan.
7,Edibility Rating,(1 of 5)
8,Other Uses,(2 of 5)
9,Weed Potential,No
10,Medicinal Rating,(0 of 5)
11,Care (info),"Moist Soil,Semi-shade,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/PatriniaTriloba.jpg, https://pfaf.org/../Admin/PlantImages/PatriniaTriloba2.jpg"
13,Summary,
14,Physical Characteristics,"Patrinia triloba is a PERENNIAL growing to 0.5 m (1ft 8in) by 0.6 m (2ft).  It is in flower in August. The species is hermaphrodite (has both male and female organs).  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It can grow in  semi-shade (light woodland) or no shade. It prefers  moist soil."
15,Synonyms,P. palmata. Max.
16,Plant Habitats,Woodland Garden Sunny Edge; Dappled Shade; Ground Cover;
17,Edible Parts,Leaves: 
18,Edible Uses,
19,Edible Uses Description,"Leaves - cooked. A famine food, it is only used when all else fails[179]."
20,Medicinal Uses,
21,Medicinal Uses Description,Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.None known
22,Other Uses,
23,Other Uses Description,Plants can be grown as a ground cover when spaced about 30cm apart each way[208].
24,Cultivation Details,
25,Cultivation Details Description,"Easily grown in any light rich soil[1]. Requires a moist soil and a cool position[187]. Thrives in any moderately retentive fertile soil in sun or part shade[200]. Plants are hardy to about -15°c[187]. A very ornamental plant[1], it grows well in the rock garden[1] or the woodland garden[200]."
26,Plant Propagation,"Seed - sow in situ in April[111]. If you only have a small quantity of seed it is probably better to sow it in a pot in a cold frame. When they are large enough to handle, prick the seedlings out into individual pots and plant them out in early summer. Division in spring or autumn."
27,Other Names,If available other names are mentioned here
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search"
29,Found In,Countries where the plant has been found are listed here if the information is available
30,Weed Potencial,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.
