,Attributes,Description
0,Latin Name,Solanum sisymbriifolium
1,Common Name,Sticky Nightshade
2,Family,Solanaceae
3,USDA hardiness,Coming soon
4,Known Hazards,"Although no specific mention of toxicity has been seen for this species, it belongs to a genus where many if not all the members have poisonous leaves and sometimes also the unripe fruits."
5,Habitats,Naturalised in South-eastern N. America where it grows near sea ports in waste places and on ballast[235].
6,Range,S. America - Brazil.
7,Edibility Rating,(1 of 5)
8,Other Uses,(0 of 5)
9,Weed Potential,No
10,Medicinal Rating,(0 of 5)
11,Care (info),"Moist Soil,Semi-shade,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/SolanumSisymbriifolium.jpg, https://pfaf.org/../Admin/PlantImages/SolanumSisymbriifolium2.jpg"
13,Summary,
14,Physical Characteristics,"Solanum sisymbriifolium is a PERENNIAL growing to 1 m (3ft 3in).  It is frost tender. The species is hermaphrodite (has both male and female organs).  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It can grow in  semi-shade (light woodland) or no shade. It prefers  moist soil."
15,Synonyms,
16,Plant Habitats,Cultivated Beds;
17,Edible Parts,Fruit: 
18,Edible Uses,
19,Edible Uses Description,Fruit[177]. The fruit is up to 2cm in diameter[200].
20,Medicinal Uses,
21,Medicinal Uses Description,Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.None known
22,Other Uses,
23,Other Uses Description,None known
24,Cultivation Details,
25,Cultivation Details Description,"Succeeds in most soils[1]. Plants are not very hardy outdoors in Britain, though they can be grown as spring-sown annuals. In milder almost frost-free climates they are perennial[200]."
26,Plant Propagation,"Seed - sow early spring in a warm greenhouse. When they are large enough to handle, prick the seedlings out into individual pots and plant them out after the last expected frosts."
27,Other Names,If available other names are mentioned here
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search"
29,Found In,Countries where the plant has been found are listed here if the information is available
30,Weed Potencial,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.
