,Attributes,Description,age
0,Latin Name,Microlaena stipoides,
1,Common Name,Weeping rice grass,
2,Family,Poaceae,
3,USDA hardiness,8-10,
4,Known Hazards,None known,
5,Habitats,"Damp grassland, heath, woodland and forest; widespread in damper lowlands of southern Australia. On the northern tablelands of NSW it is found particularly in shaded high fertility areas, whereas in Victoria, Australia it also occurs on unshaded slopes under grazing.",
6,Range,"Distributed in South Africa, Sri Lanka, Philippines, New Guinea, Australia, New Zealand and Hawaii.",
7,Edibility Rating,(3 of 5),
8,Other Uses,(3 of 5),
9,Weed Potential,Yes,
10,Medicinal Rating,(0 of 5),
11,Care (info),"Half Hardy,Moist Soil,Semi-shade,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/Microlaena_stipoides1.JPEG, https://pfaf.org/../Admin/PlantImages/Microlaena_stipoides2.JPEG",
13,Summary,Microlaena stipoides (Labill.) R.Br. is a synonym of Ehrharta stipoides Labill.,
14,Physical Characteristics,"Microlaena stipoides is a PERENNIAL growing to 0.6 m (2ft) by 0.2 m (0ft 8in) at a fast rate. See above for USDA hardiness. It is hardy to UK zone 9. It is noted for attracting wildlife.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils and prefers  well-drained soil. Suitable pH: mildly acid and neutral soils and  can grow in very acid and saline soils. It can grow in  semi-shade (light woodland) or no shade. It prefers  moist soil and can tolerate drought. The plant can tolerate maritime exposure.",
15,Synonyms,Microlaena stipoides (Labill.) R.Br. is a synonym of Ehrharta stipoides Labill.,
16,Plant Habitats,,
17,Edible Parts,"Seed: includes nuts, cereals, peas and beans.",
18,Edible Uses,,
19,Edible Uses Description,"A relative of rice. The flour has much higher protein levels -  it was 22%, compared with only 9% for rice, 12–14% for hard wheats, and up to 18% for high-protein hybrid maize varieties. Carbon Farming Solutions - Staple Crop: balanced carb (The term staple crop typically refers to a food that is eaten routinely and accounts for a dominant part of people's diets in a particular region of the world) [1-1]. In production although yields are low or unreported.",
20,Medicinal Uses,,
21,Medicinal Uses Description,Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.None Known,
22,Other Uses,,
23,Other Uses Description,"A high quality grass in late spring, summer and early autumn for grazing cattle. It produces high quality feed (10 to 27% crude protein). Of greater pastoral importance in woodlands of Tasmania and South Australia. Developed for low maintenance lawns -  variety (‘Griffin’). Good habitat and seed for native birds. An ornamental in rockeries or under trees.",
24,Cultivation Details,"Industrial Crop: Starch: Materials and chemicals include bioplastics, paper, cardboard, solvents, paints, glues etc. Plants are usually pods, starchy fruits, nuts & seeds, starchy trunks.,Management: Standard: Plants grow to their standard height. Harvest fruit, seeds, or other products. Non-Destructive management systems.,Under Development: Plant breeders are actively working to domesticate these plants for cultivation, but they are not yet commercially available as crops. Examples include most of the perennial cereal grains.",
25,Cultivation Details Description,"Industrial Crop: Starch  Management: Standard  Under DevelopmentClimate: Mediterranean, warm temperate. Humidity: semi-arid. Prefers moist well drained soils that are moderately to highly fertile, in semi-shaded areas. Mean annual rainfall: 200-2250mm. Mean annual temperature: 9-20 °C. Mean max. temperature of the hottest month: 15-41 °C. Mean min. temperature of the coldest month: -1-9 °C. Altitude: 0-1200 metres. Moderately drought tolerant. Tolerates frosts in the 0° to -5°C range. Tolerates salt-laden coastal winds. Grows on clay loam or loam, sandy loam, sandy clay loam soils. Soil pH: acidic (less than 6.5). Soil depth: moderate to deep (30-100 cm or greater). Short-lived less than 15 years. Growth rate: fast. Root system: shallow and spreading. Shade tolerance: tolerates partial shade. Carbon Farming Solutions - Cultivation: under development. Management: standard (Describes the non-destructive management systems that are used in cultivation) [1-1].",
26,Plant Propagation,Seed,
27,Other Names,If available other names are mentioned here,
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search",
29,Found In,Countries where the plant has been found are listed here if the information is available,
30,Weed Potencial Description,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.,
