,Attributes,Description,age
0,Latin Name,Bactris gasipaes,
1,Common Name,"Peach Palm, Pupunha",
2,Family,Arecaceae,
3,USDA hardiness,11-12,
4,Known Hazards,"The stems are usually heavily armed with rings of very sharp, black spines about 5 cm long[ 314 ].(Plant has spines or sharp edges; use extreme caution when handling )",
5,Habitats,"Not known in a truly wild location[ 300 , 200 ]. Plants are found in disturbed natural ecosystems, principally along riverbeds and primary forest gaps[ 303 ].",
6,Range,Central and northern S. America.,
7,Edibility Rating,(5 of 5),
8,Other Uses,(4 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(2 of 5),
11,Care (info),"Tender,Moist Soil,Semi-shade,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/Bactris gasipaes5.jpg, https://pfaf.org/../Admin/PlantImages/Bactris gasipaes2.jpg",
13,Summary,"Peach Palm or Bactris gasipaes is a tropical tall, slender palm that grows up to 24 m in height. It is native to South and Central America. Thorns are present on the trunk and suckers are formed at the base. Seed oil is used medicinally as a rub for relief from rheumatic pains. It is also edible and is used for cooking. The ovoid, yellow to orange fruit is highly nutritious. It is cooked or ground into flour and used in baking. The seed is edible as well - consumed as a nut or made into a meal to flavour drinks. The apical bud is cooked as a vegetable. The pinnate leaves are used as a thatch and as a source of green dye for fabrics. Plant spines are used as needles in tattooing. The roots have vermicidal properties. Fibre used in paper-making can be obtained from the whole plant. The wood is used in construction. Peach palm is grown from seeds or suckers.",
14,Physical Characteristics,"Bactris gasipaes is an evergreen Tree growing to 15 m (49ft) by 7 m (23ft) at a fast rate. See above for USDA hardiness. It is hardy to UK zone 10 and is frost tender. The flowers are pollinated by Insects, wind. It is noted for attracting wildlife.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils, prefers  well-drained soil and can grow in heavy clay and nutritionally poor soils. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils and  can grow in very acid and very alkaline soils. It can grow in  semi-shade (light woodland) or no shade. It prefers  moist soil and can tolerate drought. The plant can tolerates strong winds but not maritime exposure.",
15,Synonyms,Bactris caribaea H.Karst. Bactris ciliata (Ruiz & Pav.) Mart. Bactris coccinea Barb.Rodr. Bactris da,
16,Plant Habitats,,
17,Edible Parts,"Flowers: ,Fruit: ,Seed: includes nuts, cereals, peas and beans.,Shoots: ",
18,Edible Uses,"Oil: Oil,Condiment: the various plants that are used as flavourings, either as herbs, spices or condiments.,Oil: ,Salt: plants that provide a substitute for salt.",
