,Attributes,Description,age
0,Latin Name,Theobroma grandiflorum,
1,Common Name,"Cupuassu, Cupuacu",
2,Family,Malvaceae,
3,USDA hardiness,10-12,
4,Known Hazards,None known,
5,Habitats,"Rainforests, usually in areas that do not become inundated[416 ]. The lower tree storey of evergreen rainforests[636 ].",
6,Range,S. America - Amazonian Brazil.,
7,Edibility Rating,(4 of 5),
8,Other Uses,(3 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(3 of 5),
11,Care (info),"Tender,Moist Soil,Semi-shade",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/Theobroma grandiflorum_Low_Resolution.JPEG, https://pfaf.org/../Admin/PlantImages/Theobroma grandiflorum 2.JPEG",
13,Summary,"Theobroma grandiflorum, otherwise known as Cupuassu, grows up to 15 m high. It is evergreen with brown bark, elongated or pyramidal crown, and bole that can be up to 30 cm in diameter. It is common is rainforests in South America. The fruits are oblong, brown, and covered with a thick and hard exocarp. The fruit pulp can be eaten raw to made into juice, jams, and desserts. Seeds of this species are used as chocolate substitute. It is rich in oil and a great source of cocoa butter. It can also be used in cosmetics and pharmaceuticals. Medicinally, the plant is used in the treatment of abdominal pains, angina, high blood pressure, chapped skin and burns, and bruises. Plants are usually grown from seeds.",
14,Physical Characteristics,"Theobroma grandiflorum is an evergreen Tree growing to 10 m (32ft) by 10 m (32ft) at a medium rate.  See above for USDA hardiness. It is hardy to UK zone 10. The flowers are pollinated by Insects, Wind. Suitable for: medium (loamy) and heavy (clay) soils and prefers  well-drained soil. Suitable pH: mildly acid and neutral soils. It can grow in  semi-shade (light woodland). It prefers  moist soil.",
15,Synonyms,Bubroma grandiflora Willd. ex Spreng. Guazuma grandiflora (Spreng.) G.Don Theobroma macrantha Bernou,
16,Plant Habitats,,
17,Edible Parts,"Fruit: ,Seed: includes nuts, cereals, peas and beans.",
18,Edible Uses,"Oil: Oil,Chocolate: substitutes for chocolate, that is.,Drink: not including plant saps, tea or coffee substitutes.,Drink: not including plant saps, tea or coffee substitutes.,Oil: ",
19,Edible Uses Description,"OilThe fruit contains a number of large seeds surrounded by a very aromatic, succulent pulp with a slightly acidic flavour[335 , 416 ]. This pulp can be eaten raw and is said to be delicious[317 , 335 ]. Creamy, with an exotic flavour[318 ]. Sweetish and agreeably scented[420 ]. It is also used to make fresh juice, ice cream, jam and tarts[317 , 318 ]. The brown fruit is 12 - 25cm long and 10 - 12cm in diameter, with the pulp occupying about a third of the space within[335 ]. Seed - used as a substitute for chocolate[420 ]. The seeds have a high amount of fat and give a good cocoa butter[317 ]. The seeds of species in this genus are generally a rich source of oil (around 50%), starch (around 15%) and protein (around 15%)[636 ]. They also contain a volatile oil and the stimulating alkaloids caffeine and theobromine[636 ].",
20,Medicinal Uses,"Antibacterial: Kills bacteria.,Cardiac: Used in the treatment of heart problems.,Emollient: Softens the skin, causing warmth and moisture.,Hypotensive: Reduces blood pressure, it is used in the treatment of high blood pressure,Skin: Plants used in miscellaneous treatments for the skin.,Stimulant: Excites or quickens activity of the physiological processes. Faster acting than a tonic but differing from a narcotic in that it does not give a false sense of well-being.,Tonic: Improves general health. Slower acting than a stimulant, it brings steady improvement.",
21,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Antibacterial  Cardiac  Emollient  Hypotensive  Skin  Stimulant  TonicThe plant (part not specified, but it is almost certainly the fruit or the seed[K ]) is nutritive, stimulant and tonic[318 ]. The seeds are used in the treatment of abdominal pains[318 ]. The juiced fruit is drunk to facilitate difficult births[318 ]. Although no specific reports of medicinal use have been seen for this plant, the seed is a source of cacao powder and butter. These products have the following medicinal uses:- Cacao powder and butter, which are obtained from the seed, are nutritive[238 ]. The butter is also applied externally as an emollient[238 ]. Cacao powder is taken internally in the treatment of angina and high blood pressure[238 ]. Cacao butter is an excellent emollient, being applied to the skin to soothe and soften it[238 ]. It is used traditionally to treat chapped skin and burns, and is also rubbed into bruises[238 ]. Research has shown that it can help to counter the bacteria responsible for boils and septicaemia[254 ].",
