,Attributes,Description
0,Latin Name,Garcinia mangostana
1,Common Name,"Mangosteen, Manggis"
2,Family,Clusiaceae
3,USDA hardiness,11-12
4,Known Hazards,None known
5,Habitats,"The tree is mostly known from cultivation, but is also probably wild on hillsides and ridges in undisturbed mixed dipterocarp forests at elevations up to 200 metres[653 ]."
6,Range,E. Asia - Malaysia.
7,Edibility Rating,(5 of 5)
8,Other Uses,(2 of 5)
9,Weed Potential,No
10,Medicinal Rating,(2 of 5)
11,Care (info),"Tender,Moist Soil,Semi-shade,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/Garcinia-mangostana_Houtte.jpg, https://pfaf.org/../Admin/PlantImages/Garcinia-mangostana_2.jpg"
13,Summary,"Mangosteen or Garcinia mangostana is a small evergreen fruit tree that has a pyramidal crown. It is slow-growing, reaching up to 25 m in height and up to 37cm bole diameter. It is commonly found in East Asia. It is not tolerant to drought and strong winds. The fruits of mangosteen are edible and known to be one of the tastiest fruits in the market. It is juicy and aromatic with a sweet, delicate flavor. The seeds can also be eaten after boiling or roasting. Though widely recognized for its fruits, mangosteen also has medicinal properties. The rind of the fruit can be used internally for dysentery, diarrhea, cystitis, and gonorrhea. Externally, it can be used for eczema and other skin conditions. Leaf and bark decoction can also be used for such purposes. Leaf infusion can be used on circumcision wound. The fruit rind is a source of tannins which can be used as a black dye. The twigs are used as chew sticks. The wood is used in construction and cabinet work. Mangosteen is usually propagated by seedlings."
14,Physical Characteristics,Garcinia mangostana is an evergreen Tree growing to 12 m (39ft) by 10 m (32ft) at a slow rate. See above for USDA hardiness. It is hardy to UK zone 10 and is frost tender. The plant is self-fertile. Suitable for: medium (loamy) and heavy (clay) soils and prefers  well-drained soil. Suitable pH: mildly acid and neutral soils and  can grow in very acid soils. It can grow in  semi-shade (light woodland) or no shade. It prefers  moist soil. The plant is not wind tolerant.
15,Synonyms,No synonyms are recorded for this name.
16,Plant Habitats,
17,Edible Parts,"Fruit: ,Seed: includes nuts, cereals, peas and beans."
18,Edible Uses,"Condiment: the various plants that are used as flavourings, either as herbs, spices or condiments."
19,Edible Uses Description,"Fruit - raw. The white fruit is delicious[296 ]. The fruit is aromatic, juicy, with a texture so soft it almost melts in the mouth and a sweet, delicate flavour[301 ]. About the size of an apple, the skin can be removed to reveal about 6 kernels of white pulp with a flavour that is tart and sweet, like a cross between grapes and strawberries. The fruit is a globose berry 34 - 75mm in diameter[303 ]. The best table fruits are those with the highest number of stigma lobes at the apex, for these have the highest number of fleshy segments and the fewest seeds[303 ]. Seed - occasionally eaten after boiling or roasting[301 ]. They add a delicious nutty flavour to preserves when cooked with the pulp[301 ]."
20,Medicinal Uses,"Antidermatosic: Prevents or cures skin complaints.,Antidiarrhoeal: Provides symptomatic relief for diarrhoea. Also see Astringent.,Antifungal: An agent that inhibits or destroys fungi. Used in the treatment of various fungal problems such as candida.,Astringent: Produces contraction in living tissue, reducing the flow of secretions and discharges of blood, mucus, diarrhoea etc.,Dysentery: Used in treating dysentery - an infection of the intestines that causes diarrhoea containing blood or mucus.,Eczema: Used in the treatment of eczema - a chronic health condition that affects the skin, causing redness, dryness, itching and infections.,Febrifuge: Reduces fevers.,Skin: Plants used in miscellaneous treatments for the skin.,Urinary: Treats urinary problems, including urinary tract infection (UTI)."
21,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Antidermatosic  Antidiarrhoeal  Antifungal  Astringent  Dysentery  Eczema  Febrifuge  Skin  UrinaryThe rind is astringent and has been used internally to treat dysentery, diarrhoea, cystitis and gonorrhoea. It is applied externally to treat eczema and other skin disorders[303 ]. The rind of partially ripe fruits yields a polyhydroxy-xanthone derivative termed mangostin. That of fully ripe fruits contains the xanthones, gartanin, 8-disoxygartanin, and normangostin. A derivative of mangostin, mangostin-e, 6-di-O-glucoside, is a central nervous system depressant and causes a rise in blood pressure[303 ] A decoction of the leaves and bark is used as an astringent, febrifuge and to treat thrush, diarrhoea, dysentery and urinary disorders[303 , 345 ]. A bark extract called 'amibiasine', has been marketed for the treatment of amoebic dysentery[303 ] An infusion of the leaves, combined with unripe banana and a little benzoin, is applied to the circumcision wound[303 ]. A root decoction is taken to regulate menstruation[303 ]."
22,Other Uses,"Dye: Plants that provide dyes.,Furniture: A few miscellaneous uses that do not fit easily into other headings.,Tannin: An astringent substance obtaied from plants, it is used medicinally, as a dye and mordant, stabilizer in pesticide etc.,Teeth: Plants used to clean and care for the teeth.,Wood: A list of the trees and shrubs that are noted for having useful wood."
