,Attributes,Description
0,Latin Name,Baptisia tinctoria
1,Common Name,"Wild Indigo, Horseflyweed"
2,Family,Fabaceae or Leguminosae
3,USDA hardiness,4-8
4,Known Hazards,"The plant is poisonous in large quantities[21, 46]. Irritation of the eyes. May cause dermatitis. Avoid with inflammatory gastrointestinal diseases [301]."
5,Habitats,"Dry soils in open woods and clearings[21, 43]."
6,Range,Eastern N. America - Virginia to Florida.
7,Edibility Rating,(1 of 5)
8,Other Uses,(2 of 5)
9,Weed Potential,No
10,Medicinal Rating,(3 of 5)
11,Care (info),"Fully Hardy,Well drained soil,Moist Soil,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/BaptisiaTinctoria.jpg, https://pfaf.org/../Admin/PlantImages/BaptisiaTinctoria2.jpg"
13,Summary,
14,Physical Characteristics,"Baptisia tinctoria is a PERENNIAL growing to 0.9 m (3ft) by 0.5 m (1ft 8in).  See above for USDA hardiness. It is hardy to UK zone 5. It is in leaf from April to October, in flower from July to August, and the seeds ripen from August to October. The species is hermaphrodite (has both male and female organs). It can fix Nitrogen.  Suitable for: light (sandy) and medium (loamy) soils and prefers  well-drained soil. Suitable pH: mildly acid and neutral soils. It cannot grow in the shade. It prefers dry or  moist soil."
15,Synonyms,Baptisia gibbesii. Podalyria tinctoria. Sophora tinctoria.
16,Plant Habitats,Cultivated Beds;
17,Edible Parts,"Leaves: ,Shoots: "
18,Edible Uses,
19,Edible Uses Description,"Young shoots - cooked. An asparagus substitute[2, 105, 161, 177]. Some caution is advised, see the notes above on toxicity."
20,Medicinal Uses,"Adaptogen: Helps the body ,Alterative: Causes a gradual beneficial change in the body, usually through improved nutrition and elimination, without having any marked specific action.,Antibacterial: Kills bacteria.,Antiseptic: Preventing sepsis, decay or putrefaction, it destroys or arrests the growth of micro-organisms.,Astringent: Produces contraction in living tissue, reducing the flow of secretions and discharges of blood, mucus, diarrhoea etc.,Cholagogue: Increases the flow of bile and its discharge from the body.,Emetic: Induces vomiting.,Febrifuge: Reduces fevers.,Homeopathy: A plant used in homeopathic treatments.,Purgative: A drastic laxative causing a cleansing or watery evacuation of the bowels, usually with a griping pain.,Stimulant: Excites or quickens activity of the physiological processes. Faster acting than a tonic but differing from a narcotic in that it does not give a false sense of well-being."
