,Attributes,Description
0,Latin Name,Entada phaseoloides
1,Common Name,St. Thomas Bean
2,Family,Fabaceae
3,USDA hardiness,10-12
4,Known Hazards,The plant is poisonous[ 266 ]. The seeds and bark have been used in many countries as a fish poison[ 520 ].
5,Habitats,"Found in a wide variety of habitats, ranging from freshwater swamp and inland from the mangrove up to montane forest, at elevations up to 900 metres, occasionally to 1,700 metres[ 310 ]."
6,Range,"E. Asia - southern China, Vietnam, Indonesia, Malaysia, Philippines to the Pacific Islands."
7,Edibility Rating,(3 of 5)
8,Other Uses,(4 of 5)
9,Weed Potential,No
10,Medicinal Rating,(2 of 5)
11,Care (info),"Tender,Moist Soil,Semi-shade,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/Entada-phaseoloides.jpg, https://pfaf.org/../Admin/PlantImages/Entada-phaseoloides_Low_Res.jpg"
13,Summary,"Entada phaseoloides or commonly known as St. Thomas Bean is an evergreen, woody plant that climbs and has a flattened and spiral stem. It can be 100 m long and 18 cm in diameter. It can be found in tropical and subtropical areas in East Asia. The flowers are yellowish white and form on a long spike in the leaf axils. The leaves have long leaf stalks. Medicinally, the plant is used against rheumatic joint and muscle pains, respiratory ailments, hernia, fish poisoning, gonorrhoea, various skin ailments, ulcers, headache, colic, etc. The plant can be poisonous thus consumption must be cautious. Seeds are soaked and roasted prior to eating. Roasted seeds are used as a coffee substitute. The seeds also yield edible oil that can also be used as a fuel and for illuminant oil in lamps. Young leaves can be eaten as a vegetable. The plant is rich in saponins and is used for washing the hair and as detergent. It can be grown from seed but the seed has a hard seed coat that needs to be cut prior to sowing."
14,Physical Characteristics,"Entada phaseoloides is an evergreen Climber growing to 30 m (98ft) by 0.5 m (1ft 8in) at a fast rate. See above for USDA hardiness. It is hardy to UK zone 10. It can fix Nitrogen.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils and prefers  well-drained soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It can grow in  semi-shade (light woodland) or no shade. It prefers  moist soil."
15,Synonyms,Acacia scandens Willd. Entada rumphii Scheff. Entada scandens (L.) Benth. Entada tonkinensis Gagnep.
16,Plant Habitats,
