,Attributes,Description,age
0,Latin Name,Artemisia dracunculus,
1,Common Name,"Tarragon, French Tarragon",
2,Family,Asteraceae or Compositae,
3,USDA hardiness,5-9,
4,Known Hazards,"Although no reports of toxicity have been seen for this species, skin contact with some members of this genus can cause dermatitis or other allergic reactions in some people[222].",
5,Habitats,By rivers and streams[244]. Grassland and arid steppe.,
6,Range,S. Europe to W. Asia.,
7,Edibility Rating,(4 of 5),
8,Other Uses,(3 of 5),
9,Weed Potential,Yes,
10,Medicinal Rating,(2 of 5),
11,Care (info),"Fully Hardy,Well drained soil,Moist Soil,Semi-shade,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/ArtemisiaDracunculus.jpg, https://pfaf.org/../Admin/PlantImages/ArtemisiaDracunculus2.jpg",
13,Summary,"Artemisia dracunculus, commonly called wild tarragon, is a polymorphic species that is native to temperate Europe and Asia. It is also found in western North America, though many of these populations may have resulted from introduction and naturalization. 'Sativa' or Artemisia dracunculus var. sativa is commonly called French tarragon and is commonly used as a culinary herb. It is noted for the pungent anise-like flavor and aroma of its leaves. Also known as: Estragon, alse tarragon,green sagewort,silky wormwood,tarragon. Bloom Color: Yellow.Main Bloom Time: Late summer, Mid summer. Form: Upright or erect.",
14,Physical Characteristics,Artemisia dracunculus is a PERENNIAL growing to 0.6 m (2ft) by 0.3 m (1ft in) at a medium rate.  See above for USDA hardiness. It is hardy to UK zone 6.  It is in flower from June to August. The species is hermaphrodite (has both male and female organs) and is pollinated by Wind. It is noted for attracting wildlife.  Suitable for: light (sandy) and medium (loamy) soils and prefers  well-drained soil. Suitable pH: neutral and basic (mildly alkaline) soils. It can grow in  semi-shade (light woodland) or no shade. It prefers dry or  moist soil and can tolerate drought.,
15,Synonyms,,
16,Plant Habitats,Cultivated Beds;,
17,Edible Parts,"Leaves: ,Shoots: ",
18,Edible Uses,"Condiment: the various plants that are used as flavourings, either as herbs, spices or condiments.",
19,Edible Uses Description,"Leaves - raw or used as a flavouring in soups etc[2, 4, 14, 21, 37]. Tarragon is a commonly used herbal flavouring that is used in many traditional recipes[244]. It is particularly of value because of its beneficial effect upon the digestion and so is often used with oily foods[244]. The leaves can also be harvested in late summer and dried for later use[4]. The aromatic leaves have a very nice flavour that is somewhat liquorice-like[183, K]. They make an excellent flavouring in salads[K]. The young shoots can also be cooked and used as a potherb[183]. The leaves are used as a flavouring in vinegar[4]. An essential oil from the leaves is used as a flavouring[61].",
20,Medicinal Uses,"Antiscorbutic: A plant rich in vitamin C that is used to counteract scurvy.,Appetizer: Improves the appetite,Diuretic: Acts on the kidneys, promoting the flow of urine.,Emmenagogue: Promotes or increases the menstrual flow. In early stages of pregnancy it can induce an abortion.,Febrifuge: Reduces fevers.,Hypnotic: Induces sleep.,Odontalgic: Treats toothache (temporary measure only) and other problems of the teeth and gums.,Stomachic: Aids and improves the action of the stomach.,Vermifuge: Expels and kills internal parasites.",
21,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Antiscorbutic  Appetizer  Diuretic  Emmenagogue  Febrifuge  Hypnotic  Odontalgic  Stomachic  VermifugeTarragon is a bitter warming aromatic herb that stimulates the digestive system and uterus, lowers fevers and destroys intestinal worms[238]. It is little used in modern herbalism, though it is sometimes employed as an appetizer[268]. The leaves (and an essential oil obtained from them) are antiscorbutic, diuretic, emmenagogue, hypnotic and stomachic[21, 146, 179, 238]. An infusion is used in the treatment of indigestion, flatulence, nausea, hiccups etc[244]. The plant is mildly sedative and has been taken to aid sleep[254]. It also has mild emmenagogue properties and can be used to induce a delayed period[254]. A poultice can be used to relieve rheumatism, gout, arthritis and toothache[244]. The plant is harvested in the summer and can be dried for later use[238]. This herb should not be prescribed for pregnant women[238]. The root has been used to cure toothache[4]. The essential oil is used in aromatherapy to treat digestive and menstrual problems[238].",
22,Other Uses,"Essential: Essential oils that are used in perfumery, medicines, paint solvents, insect repellents etc.,Repellent: Plants that are said to deter but not necessarily kill various mammals, birds, insects etc.",
23,Other Uses Description,"The leaves contain about 0.3% essential oil, about 70% of which is methyl chivacol[240]. This is used as a food flavouring, in detergents and also medicinally[61, 238]. Both the growing and the dried plant repels insects[99]. Landscape Uses: Container, Seashore. Special Features: Edible, Fragrant foliage, Not North American native, Inconspicuous flowers or blooms. Provides shelter for beneficial invertebrates: insects and other arthropods. A specialist nectary plant [1-2].",
24,Cultivation Details,,
