,Attributes,Description
0,Latin Name,Cirsium acaulon
1,Common Name,Stemless Thistle
2,Family,Asteraceae or Compositae
3,USDA hardiness,4-8
4,Known Hazards,None known
5,Habitats,"Closely grazed pastures, especially on chalk or limestone[17]."
6,Range,"Europe, including Britain, from Scandanavia to Spain and east to W. Asia."
7,Edibility Rating,(0 of 5)
8,Other Uses,(2 of 5)
9,Weed Potential,No
10,Medicinal Rating,(1 of 5)
11,Care (info),"Fully Hardy,Moist Soil,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/noplantimage1.JPG, https://pfaf.org/../Admin/PlantImages/noplantimage2.JPG"
13,Summary,
14,Physical Characteristics,"Cirsium acaulon is a PERENNIAL growing to 0.3 m (1ft).  See above for USDA hardiness. It is hardy to UK zone 4.  It is in flower from July to September, and the seeds ripen from August to October. The species is hermaphrodite (has both male and female organs) and is pollinated by Bees, flies, Lepidoptera (Moths & Butterflies), beetles. The plant is self-fertile.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It cannot grow in the shade. It prefers  moist soil."
15,Synonyms,Carduus acaulos. L.
16,Plant Habitats,Meadow; Cultivated Beds;
17,Edible Uses Description,None known
18,Medicinal Uses,Odontalgic: Treats toothache (temporary measure only) and other problems of the teeth and gums.
19,Medicinal Uses Description,Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.OdontalgicAt one time the root used to be chewed as a remedy for toothache[4].
20,Other Uses,
21,Other Uses Description,The seed of all species of thistles yields a good oil by expression[4]. No details of potential yields etc are given[K].
22,Cultivation Details,
23,Cultivation Details Description,"An easily grown plant, succeeding in any ordinary garden soil in a sunny position[200]. This plant is very injurious in grassland, killing all plants that grow below it[4]."
24,Plant Propagation,Seed - sow early spring or autumn in situ. Germination usually takes place within 2 - 8 weeks at 20°c.
25,Other Names,If available other names are mentioned here
26,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search"
27,Found In,Countries where the plant has been found are listed here if the information is available
28,Weed Potencial,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.
