,Attributes,Description
0,Latin Name,Croton lechleri
1,Common Name,"Sangre De Grado, Dragon's blood"
2,Family,Euphorbiaceae
3,USDA hardiness,10-12
4,Known Hazards,None known
5,Habitats,Secondary forest.
6,Range,"S. America - Peru, Ecuador, Colombia."
7,Edibility Rating,(0 of 5)
8,Other Uses,(1 of 5)
9,Weed Potential,No
10,Medicinal Rating,(4 of 5)
11,Care (info),"Tender,Moist Soil,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/Croton lechleri 1.jpg, https://pfaf.org/../Admin/PlantImages/Croton lechleri 2.jpg"
13,Summary,"Sangre de Grado (Croton lechleri) is a flowering plant with a broad but open crown native to north western South America. It grows up to 20 meters in height with bole diameter of usually 30 cm. It is also known as Sangre de Drago. It is characterized by its thick red latex that has medicinal properties. It is used as a liquid bandage for wounds and other skin-related injuries and disorders. It is an effective antiviral treatment and is also used in the treatment of tumours. Native to northwestern South America. Also known as: Sangre de Grado (Peruvian Spanish), Sangre de Drago (Ecuadorian Spanish), Dragon's blood."
14,Physical Characteristics,"Croton lechleri is an evergreen Tree growing to 12 m (39ft) by 12 m (39ft) at a fast rate. See above for USDA hardiness. It is hardy to UK zone 10.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils and prefers  well-drained soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It cannot grow in the shade. It prefers  moist soil. The plant can tolerates strong winds but not maritime exposure."
15,Synonyms,C. draco cordatus Müll.Arg. Oxydectes lechleri (Müll.Arg.) Kuntze
16,Plant Habitats,
17,Edible Uses Description,None known
18,Medicinal Uses,"Antibacterial: Kills bacteria.,Antifungal: An agent that inhibits or destroys fungi. Used in the treatment of various fungal problems such as candida.,Antihaemorrhoidal: Treats haemorrhoids (piles). This would probably be best added to another heading.,Antiinflammatory: Reduces inflammation of joints, injuries etc.,Antipruritic: Treats itching of the skin.,Antitumor: Preventing, or effective against, tumors, it is used in the treatment of cancer. Probably synonymous with Cytotoxic.,Antiviral: Treats virus diseases,Cancer: Used in the treatment of cancer.,Odontalgic: Treats toothache (temporary measure only) and other problems of the teeth and gums.,Skin: Plants used in miscellaneous treatments for the skin.,Stings: Used in the treatment of stings and insect bites.,Vulnerary: Promotes the healing of wounds."
19,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Antibacterial  Antifungal  Antihaemorrhoidal  Antiinflammatory  Antipruritic  Antitumor  Antiviral  Cancer  Odontalgic  Skin  Stings  VulnerarySangre de grado is a common name for several trees in the genus Croton - all have a red sap and can be used interchangeably. The sap is a popular and effective herbal treatment, and so it is commonly harvested from the wild for both local use and for trade. It is also an ingredient of commercial cosmetic preparations. The red sap or latex (and also its bark) has a long history of indigenous use in the rainforest and in South America. The curative power of the sap was widely known throughout the indigenous tribes of Mexico, Peru, and Ecuador. Modern research has shown that it is a very effective treatment for a wide range of injuries and disorders, particularly relating to the skin; both internal and external ulcers; is an effective antiviral and also helps in the treatment of tumours[ 318 ]. The resin or sap is a storehouse of phytochemicals including proanthocyanidins (antioxidants), simple phenols, diterpenes, phytosterols, and biologically active alkaloids and lignans Scientists have attributed many of the biologically active properties of the sap (especially its wound-healing capacity) to two main 'active' constituents: an alkaloid named taspine, and a lignan named dimethylcedrusine[ 318 ]. Taspine has been shown to have anti-inflammatory, antitumor and antiviral actions, and to be active against the herpes virus[ 318 ]. The lignan 'dimethylcedrusine' has been shown to play a central role in the resin's effective wound-healing action. The study revealed that the crude resin stimulated the contraction of wounds, helped in the formation of a crust/scab at the wound site, regenerated skin more rapidly, and assisted in the formation of new collagen[ 318 ]. Other phytochemicals, including phenolic compounds, proanthocyanidins, and diterpenes, have shown potent antibacterial activity (against E. Coli and Bacillus subtilis) as well as wound-healing properties[ 318 ]. Research has shown that the resin is a potent, cost-effective treatment for gastrointestinal ulcers and distress via antimicrobial, anti-inflammatory, and sensory afferent-dependent actions[ 318 ]. The resin has also shown an in vitro effect against stomach cancer and colon cancer cells[ 318 ]. It inhibits the growth of a human myelogenous leukaemia cell line and also prevents cells from mutating in test tube studies[ 318 ]. The sap is antibacterial, antifungal, anti-inflammatory, antimicrobial, antipruritic, antitumor, haemostatic and vulnerary[ 318 ]. It is used internally in the treatment of intestinal and stomach ulcers; upper respiratory viruses; stomach viruses; and HIV[ 318 , 355 ]. For internal use, the traditional remedy is 10 - 15 drops in a small amount of liquid, taken 1-3 times daily (be prepared, however; it tastes quite dreadful)[ 318 ]. It is taken as a douche for relieving vaginal discharge[ 318 ]. The sap is painted on wounds to staunch bleeding, accelerate healing, and to seal and protect injuries from infection. The sap dries quickly and forms a barrier, much like a 'second skin'. It is used as a treatment on wounds, insect bites and stings, skin disorders, fractures, and haemorrhoids., Other uses include treating inflamed or infected gums, in vaginal baths before and after childbirth, for haemorrhaging after childbirth, and for a wide range of skin disorders[ 318 , 355 ]. For external use, the resin is rubbed directly on the affected area several times daily and allowed to dry. Please note: the resin is red! It will temporarily stain the skin a reddish-brown (which will wash off), but it will permanently stain clothing. Rubbing the resin in the palm of the hand first or directly where applied will thicken the resin into a thin, lighter coloured paste, which helps form a second skin on top of a wound or rash and reduces staining[ 318 ]."
20,Other Uses,Latex: A source of rubber.
21,Other Uses Description,"Agroforestry Uses: The tree has an open, though broad crown. It intercrops well with smaller trees[ 355 ]. Other Uses: None known"
22,Cultivation Details,
23,Cultivation Details Description,"Grows best in a well-drained, fertile soil[ 355 ]. A fast-growing tree[ 355 ]."
