,Attributes,Description
0,Latin Name,Peltogyne purpurea
1,Common Name,"Purpleheart, Amaranth, Nazareno"
2,Family,Fabaceae
3,USDA hardiness,10-12
4,Known Hazards,None known
5,Habitats,"Found in very humid climates, it grows best in the hills or in areas with good soil drainage at elevations from 50 - 500 metres[381 ]."
6,Range,"Northern S. America - Colombia; C. America - Panama, Costa Rica."
7,Edibility Rating,(0 of 5)
8,Other Uses,(4 of 5)
9,Weed Potential,No
10,Medicinal Rating,(0 of 5)
11,Care (info),"Tender,Well drained soil,Moist Soil,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/Peltogyne purpurea 1.JPEG, https://pfaf.org/../Admin/PlantImages/Peltogyne purpurea 2.JPEG"
13,Summary,"One of the most valuable timbers of southern Costa Rica, Peltogyne purpurea or commonly known as Nazareno grows up to 40m in height, with an elongated crown. The bole that branches from low down is moderately buttressed and can be up to 100cm in diameter. It is commonly grown in Colombia, Panama, and Costa Rica. The leaves are pinnate and alternate. The flowers are white, small, aromatic, and forms into clusters. Fruits are brown containing single seed pods, and mature between November and February. The wood is very hard, heavy, tough, and strong. It is difficult to work and used for agricultural tools, boats, carpentry, construction, furniture, cabinet-making, flooring, veneer, and panelling among others."
14,Physical Characteristics,"Peltogyne purpurea is a deciduous Tree growing to 30 m (98ft) by 25 m (82ft) at a medium rate.  See above for USDA hardiness. It is hardy to UK zone 10. It can fix Nitrogen.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils and prefers  well-drained soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It cannot grow in the shade. It prefers dry or  moist soil."
15,Synonyms,No synonyms are recorded for this name.
16,Plant Habitats,
17,Edible Uses Description,None known
18,Medicinal Uses,
19,Medicinal Uses Description,Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.None known
20,Other Uses,Wood: A list of the trees and shrubs that are noted for having useful wood.
21,Other Uses Description,"Other Uses The heartwood is purple, streaked with darker or lighter shades of the same, drying to a brilliant purple when exposed to the light; the thick layer of sapwood is nearly white, drying to a gray-yellow-brown[381 , 551 ]. The wood is very hard, heavy, strong, tough, fine-grained and often cross-grained. It takes a very beautiful polish. It is difficult to split and work[381 , 551 ]. It has been used for agricultural tools, boats, general carpentry, interior and exterior construction, railway foundations, furniture, cabinetwork, panelling, inlays, flooring, dock fenders, veneer, and ornamental plates[381 ]."
22,Cultivation Details,
23,Cultivation Details Description,"A plant of the moist, lowland tropics, usually found in areas with a distinct dry season[409 ]."
24,Plant Propagation,"The fruits remain on the trees long after their maturation and the seeds, when freed by the opening of the valves, continue to adhere to the valves through the funicle, reaching the ground only, as it seems, when the condition are favourable to ensure germination[551 ]."
25,Other Names,If available other names are mentioned here
26,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search"
27,Found In,Countries where the plant has been found are listed here if the information is available
28,Weed Potencial,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.
