,Attributes,Description
0,Latin Name,Acacia auriculiformis
1,Common Name,"Ear-Pod Wattle, Black Acacia, Earleaf, Black wattle"
2,Family,Fabaceae
3,USDA hardiness,10-12
4,Known Hazards,None known
5,Habitats,"A riparian species, ringing perennial rivers and semi-perennial creeks, and tending to form discontinuous populations along drainage systems[ 303 ]. Savannahs, woodlands, swamp edges, coastal savannas, grasslands, monsoon forests and regrowth[ 359 ]."
6,Range,"Australia - Queensland, north through Papua New Guinea to Indonesia."
7,Edibility Rating,(1 of 5)
8,Other Uses,(4 of 5)
9,Weed Potential,Yes
10,Medicinal Rating,(0 of 5)
11,Care (info),"Tender,Well drained soil,Moist Soil,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/Acacia_auriculiformis.jpg, https://pfaf.org/../Admin/PlantImages/Acacia_auriculiformis_Kratie.jpg"
13,Summary,"A useful agroforestry plant with minor edible uses. It can grow to 20m and has a dense round crown. A crooked, gnarly tree good for shade. A rough hard bark grayish green in colour on a 50cm diameter trunk. Sickle shaped shiny dark green leaves 10-20cm long taper to a blunt tip and are 1.5 – 3.5 cm wide. Three main veins are prominent.  Flowers are dull golden/yellow rods occurring in pairs. Early spring, Late spring, Mid spring. Acacia auriculiformis has distinctive ear-like pods, woody twisted and hard. Roots are shallow and spreading. There are about 1,350 Acacia species with over 1,000 occuring in Australia. Acacia auriculiformis can become invasive in the wrong conditions.  Nitrogen fixing: Acacia auriculiformis can fix nitrogen after nodulating with a range of Rhizobium and Bradyrhizobium strains. It also has associations with both ecto- and endo-mycorrhizal fungi."
14,Physical Characteristics,"Acacia auriculiformis is an evergreen Tree growing to 25 m (82ft) by 5 m (16ft) at a fast rate. See above for USDA hardiness. It is hardy to UK zone 10 and is frost tender. The flowers are pollinated by Insects. It can fix Nitrogen. It is noted for attracting wildlife.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils, prefers  well-drained soil and can grow in nutritionally poor soil. Suitable pH: mildly acid and neutral soils and  can grow in very acid and saline soils. It cannot grow in the shade. It prefers dry or  moist soil and can tolerate drought. The plant is not wind tolerant."
15,Synonyms,Racosperma auriculiforme (Benth.) Pedley; Acacia auriculaeformis; Acacia moniliformis Griseb.
16,Plant Habitats,
17,Edible Parts,"Seed: includes nuts, cereals, peas and beans."
18,Edible Uses,"Oil: Oil,Oil: "
19,Edible Uses Description,", Seeds - oil. The gum is eaten in Australia."
20,Medicinal Uses,
21,Medicinal Uses Description,Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.None known
22,Other Uses,"Oil: Vegetable oils have many uses, as lubricants, lighting, soap and paint making, waterproofing etc. This does not include the edible oils unless they are also mentioned as having other uses."
