,Attributes,Description,age
0,Latin Name,Geranium robertianum,
1,Common Name,"Herb Robert, Robert geranium",
2,Family,Geraniaceae,
3,USDA hardiness,5-9,
4,Known Hazards,None known,
5,Habitats,"Moist shady positions in undergrowth[7], rocks and walls, hedge banks, roadsides and waste places[9].",
6,Range,"Europe, including Britain, from Scandanavia to N. Africa, east to.Japan and the Himalayas",
7,Edibility Rating,(0 of 5),
8,Other Uses,(2 of 5),
9,Weed Potential,Yes,
10,Medicinal Rating,(2 of 5),
11,Care (info),"Fully Hardy,Well drained soil,Moist Soil,Semi-shade,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/GeraniumRobertianum.gif, https://pfaf.org/../Admin/PlantImages/GeraniumRobertianum2.gif",
13,Summary,,
14,Physical Characteristics,"Geranium robertianum is a ANNUAL/BIENNIAL growing to 0.4 m (1ft 4in) by 0.4 m (1ft 4in).  See above for USDA hardiness. It is hardy to UK zone 6 and is not frost tender.  It is in flower from June to October, and the seeds ripen from July to October. The species is hermaphrodite (has both male and female organs) and is pollinated by Insect. The plant is self-fertile.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils and prefers  well-drained soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It can grow in  semi-shade (light woodland) or no shade. It prefers dry or  moist soil.",
15,Synonyms,,
16,Plant Habitats,Woodland Garden Dappled Shade; Shady Edge; Hedgerow; North Wall. In. East Wall. In. West Wall. In.,
17,Edible Uses Description,None known,
18,Medicinal Uses,"Antidiarrhoeal: Provides symptomatic relief for diarrhoea. Also see Astringent.,Antirheumatic: Treats rheumatism.,Astringent: Produces contraction in living tissue, reducing the flow of secretions and discharges of blood, mucus, diarrhoea etc.,Diuretic: Acts on the kidneys, promoting the flow of urine.,Homeopathy: A plant used in homeopathic treatments.,Vulnerary: Promotes the healing of wounds.",
19,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Antidiarrhoeal  Antirheumatic  Astringent  Diuretic  Homeopathy  VulneraryHerb Robert is little used in modern herbalism, but is occasionally employed as an astringent to halt bleeding, treat diarrhoea etc in much the same way as G. maculatum[254]. The leaves are antirheumatic, astringent, mildly diuretic and vulnerary[7, 9, 21, 222, 238]. Modern research has shown that the leaves can lower blood sugar levels and so it can be useful in the treatment of diabetes[244]. An infusion of the leaves is used in the treatment of bleeding, stomach ailments, kidney infections, jaundice etc[222]. Externally, a wash or poultice is applied to swollen and painful breasts[222], rheumatic joints[7], bruises, bleeding etc[9]. It is best to use the entire plant, including the roots[9]. The plant can be harvested at any time from late spring to early autumn and is usually used fresh[9, 238]. A homeopathic remedy is made from the plant[9]. Details of uses are not given in this report[K].",
20,Other Uses,"Dye: Plants that provide dyes.,Repellent: Plants that are said to deter but not necessarily kill various mammals, birds, insects etc.",
21,Other Uses Description,Freshly picked leaves are rubbed on the body to repel mosquitoes[53]. They impart their own peculiar odour. A brown dye is obtained from the whole plant[168].,
22,Cultivation Details,,
23,Cultivation Details Description,"Succeeds in any moderately fertile retentive soil in a sunny position[200]. Tolerates a wide range of soil types[200], succeeding in dry soils[238]. Grows well on woodland edges[24]. The whole plant has an unpleasant aroma[244]. The foxy smell is particularly pronounced after rain[245]. Members of this genus are rarely if ever troubled by browsing deer or rabbits[233].",
24,Plant Propagation,Seed - sow spring in situ.,
25,Other Names,If available other names are mentioned here,
26,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search",
27,Found In,Countries where the plant has been found are listed here if the information is available,
28,Weed Potencial Description,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.,
